,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,293.654,234.489,17.154,41.368,2.550,0.046,0.001,0.045,13.578,354.643,-60.988,189.936,128.948,0.464,0.201,0.135,0.160,0.469,0.051,0.708,0.051,0.520,0.041,0.483,2.738,0.041,0.007,0.019,0.015,0.039,0.086,1.524,0.041,-0.014,1.108,404.310,212.999,
2015-2045_DJF,242.316,171.212,6.915,48.507,2.719,0.038,0.003,0.035,2.443,301.259,-58.943,138.681,79.738,0.287,0.102,0.070,0.075,0.482,0.199,2.822,0.187,0.669,0.049,0.637,5.414,0.037,0.004,0.019,0.014,0.047,0.092,1.343,0.035,-0.155,0.912,332.867,87.478,2030.005
2015-2045_MAM,291.992,257.948,17.327,43.480,2.744,0.065,0.000,0.065,13.789,354.320,-62.327,208.938,146.611,0.528,0.210,0.129,0.178,0.941,0.007,0.041,0.019,0.960,0.082,0.926,3.646,0.080,0.012,0.044,0.024,0.077,0.193,2.338,0.080,0.015,1.560,569.270,202.114,2030.000
2015-2045_JJA,350.587,290.987,26.242,32.970,2.439,0.050,0.000,0.050,24.011,407.115,-56.528,235.699,179.171,0.645,0.307,0.203,0.250,0.168,0.000,0.000,0.000,0.168,0.015,0.145,0.398,0.028,0.009,0.003,0.016,0.012,0.012,1.585,0.028,0.023,1.211,442.176,378.951,2030.000
2015-2045_SON,288.678,216.393,17.943,40.646,2.296,0.031,0.000,0.031,13.857,354.850,-66.172,175.279,109.107,0.393,0.183,0.134,0.136,0.285,0.000,0.001,0.000,0.285,0.019,0.226,1.532,0.019,0.002,0.010,0.008,0.019,0.048,0.816,0.019,0.060,0.740,270.090,180.683,2030.000
2045-2075_annual,296.062,236.771,17.723,40.409,2.526,0.045,0.000,0.044,14.126,357.372,-61.310,191.784,130.474,0.470,0.206,0.139,0.164,0.503,0.027,0.335,0.027,0.531,0.043,0.488,2.707,0.043,0.007,0.020,0.016,0.042,0.093,1.583,0.043,0.015,1.074,391.907,198.158,
2045-2075_DJF,244.051,171.352,7.654,47.813,2.692,0.039,0.002,0.038,3.032,303.822,-59.772,138.795,79.024,0.284,0.105,0.073,0.076,0.566,0.103,1.334,0.102,0.668,0.046,0.594,4.797,0.035,0.005,0.017,0.013,0.045,0.087,1.333,0.035,-0.028,0.947,345.754,116.152,2060.000
2045-2075_MAM,293.962,260.458,17.660,43.917,2.683,0.069,0.000,0.069,14.153,356.162,-62.201,210.971,148.771,0.536,0.213,0.132,0.182,1.004,0.006,0.020,0.008,1.012,0.094,0.996,3.942,0.090,0.018,0.048,0.025,0.090,0.209,2.438,0.091,0.008,1.651,602.663,206.058,2060.000
2045-2075_JJA,353.622,294.943,26.801,31.472,2.424,0.044,0.000,0.044,24.604,410.390,-56.768,238.904,182.136,0.656,0.315,0.209,0.255,0.139,0.000,0.000,0.000,0.139,0.007,0.128,0.332,0.022,0.001,0.004,0.017,0.007,0.018,1.676,0.022,0.010,1.062,387.636,332.696,2060.000
2045-2075_SON,291.560,218.873,18.591,38.556,2.305,0.026,0.000,0.026,14.506,358.089,-66.528,177.287,110.759,0.399,0.191,0.139,0.140,0.304,0.002,0.002,0.000,0.304,0.025,0.233,1.786,0.024,0.004,0.011,0.009,0.025,0.056,0.873,0.023,0.071,0.627,228.912,135.462,2060.000
2070-2100_annual,295.038,236.615,17.572,40.269,2.514,0.046,0.001,0.046,13.991,356.724,-61.686,191.658,129.972,0.468,0.205,0.138,0.163,0.487,0.042,0.576,0.042,0.529,0.045,0.482,2.716,0.045,0.007,0.022,0.016,0.043,0.097,1.611,0.045,0.005,1.113,406.329,214.097,
2070-2100_DJF,242.287,172.449,7.265,47.587,2.685,0.042,0.003,0.039,2.728,302.505,-60.218,139.684,79.466,0.286,0.104,0.072,0.076,0.521,0.169,2.327,0.168,0.689,0.056,0.620,5.078,0.043,0.004,0.026,0.013,0.057,0.121,1.285,0.043,-0.100,1.006,367.247,125.154,2084.997
2070-2100_MAM,293.706,260.700,17.699,43.678,2.664,0.070,0.000,0.070,14.186,356.284,-62.578,211.167,148.588,0.535,0.213,0.132,0.182,0.978,0.001,0.002,0.001,0.979,0.086,0.941,3.738,0.083,0.011,0.046,0.026,0.085,0.200,2.613,0.083,0.037,1.676,611.858,238.006,2085.000
2070-2100_JJA,352.837,293.746,26.771,31.035,2.431,0.043,0.000,0.043,24.549,410.093,-57.256,237.934,180.678,0.650,0.315,0.209,0.253,0.129,0.000,0.000,0.000,0.129,0.003,0.146,0.339,0.020,0.000,0.002,0.017,0.003,0.012,1.713,0.020,-0.017,1.031,376.399,315.812,2085.000
2070-2100_SON,290.252,218.125,18.364,38.902,2.278,0.031,0.000,0.031,14.288,356.970,-66.718,176.681,109.963,0.396,0.188,0.137,0.138,0.318,0.000,0.001,0.000,0.318,0.037,0.218,1.745,0.035,0.014,0.012,0.008,0.028,0.055,0.820,0.034,0.100,0.733,267.551,175.278,2085.000
