,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,365.662,239.434,25.797,45.223,2.840,0.018,0.000,0.018,23.475,405.167,-39.505,193.941,154.436,0.556,0.272,0.204,0.217,0.326,0.000,0.000,0.000,0.326,0.034,0.296,1.041,0.034,0.018,0.009,0.007,0.036,0.042,0.680,0.034,0.030,0.424,154.681,34.299,
2015-2045_DJF,305.751,184.218,18.554,57.999,2.467,0.012,0.000,0.012,14.867,359.125,-53.374,149.217,95.842,0.345,0.149,0.135,0.119,0.234,0.000,0.000,0.000,0.234,0.008,0.268,1.380,0.011,0.000,0.003,0.008,0.008,0.017,0.811,0.011,-0.035,0.293,106.965,5.112,2030.005
2015-2045_MAM,354.926,274.815,26.337,31.734,2.883,0.013,0.000,0.013,23.305,403.237,-48.311,222.600,174.289,0.627,0.321,0.204,0.244,0.237,0.000,0.000,0.000,0.237,0.008,0.225,0.556,0.010,0.000,0.004,0.006,0.008,0.018,0.584,0.009,0.012,0.303,110.762,25.200,2030.000
2015-2045_JJA,438.831,280.168,32.203,43.640,3.569,0.024,0.000,0.024,32.199,453.710,-14.879,226.936,212.057,0.763,0.381,0.273,0.316,0.426,0.000,0.000,0.000,0.426,0.047,0.366,0.876,0.041,0.024,0.012,0.005,0.043,0.058,0.482,0.040,0.061,0.568,207.181,59.128,2030.000
2015-2045_SON,361.946,217.227,25.957,47.793,2.431,0.022,0.000,0.022,23.361,403.693,-41.747,175.954,134.207,0.483,0.234,0.201,0.188,0.406,0.000,0.000,0.000,0.406,0.074,0.325,1.360,0.075,0.050,0.017,0.009,0.085,0.077,0.846,0.075,0.081,0.530,193.316,47.333,2030.000
2045-2075_annual,367.500,241.569,26.167,43.554,2.864,0.014,0.000,0.014,23.923,407.652,-40.153,195.671,155.518,0.560,0.279,0.207,0.220,0.261,0.000,0.000,0.000,0.261,0.020,0.241,0.785,0.020,0.009,0.005,0.005,0.023,0.026,0.497,0.019,0.020,0.335,122.320,27.446,
2045-2075_DJF,307.250,186.518,19.034,55.299,2.486,0.013,0.000,0.013,15.275,361.157,-53.907,151.080,97.173,0.350,0.157,0.138,0.122,0.249,0.000,0.000,0.000,0.249,0.010,0.234,1.175,0.010,0.001,0.004,0.005,0.010,0.021,0.521,0.010,0.015,0.302,110.355,21.310,2060.000
2045-2075_MAM,357.298,276.814,26.537,31.858,2.880,0.011,0.000,0.011,23.590,404.822,-47.524,224.219,176.696,0.636,0.324,0.206,0.248,0.212,0.000,0.000,0.000,0.212,0.006,0.215,0.533,0.008,0.000,0.002,0.005,0.006,0.013,0.533,0.007,-0.003,0.259,94.545,13.322,2060.000
2045-2075_JJA,438.345,280.785,32.539,43.251,3.653,0.019,0.000,0.019,32.675,456.541,-18.196,227.436,209.240,0.753,0.384,0.278,0.312,0.333,0.000,0.000,0.000,0.333,0.015,0.309,0.634,0.012,0.002,0.007,0.004,0.014,0.030,0.369,0.011,0.024,0.448,163.580,46.608,2060.000
2045-2075_SON,365.927,220.872,26.424,44.040,2.427,0.014,0.000,0.014,23.986,407.187,-41.261,178.906,137.646,0.496,0.246,0.206,0.194,0.248,0.000,0.000,0.000,0.248,0.049,0.203,0.807,0.050,0.035,0.009,0.006,0.061,0.039,0.567,0.049,0.045,0.330,120.550,28.438,2060.000
2070-2100_annual,366.475,241.779,26.060,43.765,2.861,0.015,0.000,0.015,23.805,407.026,-40.551,195.841,155.290,0.559,0.277,0.206,0.219,0.291,0.000,0.000,0.000,0.291,0.017,0.273,0.934,0.017,0.004,0.007,0.006,0.016,0.033,0.607,0.017,0.018,0.371,135.580,29.553,
2070-2100_DJF,305.686,186.548,18.758,55.173,2.482,0.015,0.000,0.015,15.011,359.857,-54.172,151.104,96.933,0.349,0.155,0.136,0.121,0.298,0.000,0.000,0.000,0.298,0.023,0.275,1.451,0.022,0.007,0.010,0.006,0.021,0.044,0.574,0.022,0.023,0.371,135.532,26.963,2084.997
2070-2100_MAM,357.294,278.080,26.564,32.835,2.847,0.015,0.000,0.015,23.641,405.088,-47.794,225.245,177.451,0.639,0.323,0.207,0.249,0.279,0.000,0.000,0.000,0.279,0.014,0.272,0.747,0.015,0.003,0.006,0.007,0.014,0.028,0.707,0.016,0.007,0.352,128.471,23.507,2085.000
2070-2100_JJA,438.132,280.184,32.511,43.098,3.689,0.018,0.000,0.018,32.648,456.377,-18.246,226.949,208.703,0.751,0.385,0.277,0.311,0.343,0.000,0.000,0.000,0.343,0.021,0.312,0.668,0.020,0.007,0.007,0.005,0.019,0.038,0.533,0.019,0.031,0.441,160.993,39.991,2085.000
2070-2100_SON,363.583,221.015,26.268,44.181,2.415,0.013,0.000,0.013,23.751,405.858,-42.275,179.022,136.747,0.492,0.244,0.204,0.192,0.246,0.000,0.000,0.000,0.246,0.011,0.233,0.878,0.012,0.001,0.005,0.006,0.010,0.023,0.612,0.012,0.012,0.321,117.124,27.679,2085.000
