,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,335.996,254.050,25.753,26.065,4.330,0.010,0.000,0.010,21.527,395.390,-59.394,205.780,146.386,0.527,0.364,0.211,0.206,0.198,0.000,0.000,0.000,0.198,0.007,0.195,0.867,0.007,0.000,0.003,0.004,0.008,0.016,0.397,0.007,0.003,0.247,90.176,16.639,
2015-2045_DJF,281.742,192.381,15.450,36.550,4.122,0.012,0.000,0.012,11.050,340.600,-58.858,155.829,96.971,0.349,0.198,0.115,0.113,0.316,0.000,0.000,0.000,0.316,0.011,0.352,1.848,0.012,0.000,0.005,0.006,0.011,0.027,0.602,0.011,-0.036,0.298,108.878,-23.620,2030.005
2015-2045_MAM,334.825,278.910,26.399,23.038,4.277,0.013,0.000,0.013,21.904,396.082,-61.257,225.917,164.659,0.593,0.383,0.208,0.230,0.230,0.000,0.000,0.000,0.230,0.006,0.227,0.600,0.007,0.000,0.002,0.005,0.006,0.011,0.517,0.007,0.003,0.305,111.359,25.855,2030.000
2015-2045_JJA,397.366,308.046,34.547,21.040,4.760,0.005,0.000,0.005,31.531,450.199,-52.833,249.517,196.685,0.708,0.521,0.307,0.299,0.035,0.000,0.000,0.000,0.035,0.000,0.035,0.068,0.003,0.000,0.000,0.003,0.000,0.000,0.290,0.002,0.000,0.119,43.507,30.005,2030.000
2015-2045_SON,328.926,235.471,26.422,23.807,4.155,0.011,0.000,0.011,21.420,393.602,-64.677,190.731,126.055,0.454,0.351,0.210,0.177,0.212,0.000,0.000,0.000,0.212,0.013,0.168,0.972,0.008,0.001,0.005,0.002,0.013,0.026,0.183,0.007,0.044,0.267,97.398,33.725,2030.000
2045-2075_annual,338.251,255.385,26.116,25.594,4.391,0.010,0.000,0.010,21.953,397.752,-59.500,206.862,147.362,0.531,0.371,0.215,0.208,0.198,0.000,0.000,0.000,0.198,0.012,0.186,0.733,0.012,0.005,0.003,0.003,0.010,0.015,0.343,0.011,0.012,0.232,84.560,12.771,
2045-2075_DJF,282.596,194.231,15.871,35.597,4.177,0.012,0.000,0.012,11.416,342.353,-59.757,157.327,97.570,0.351,0.204,0.118,0.115,0.318,0.000,0.000,0.000,0.318,0.007,0.311,1.537,0.006,0.000,0.002,0.004,0.007,0.014,0.369,0.005,0.007,0.293,106.956,-8.109,2060.000
2045-2075_MAM,336.723,280.914,26.686,22.634,4.309,0.011,0.000,0.011,22.276,398.174,-61.451,227.540,166.089,0.598,0.388,0.212,0.233,0.261,0.000,0.000,0.000,0.261,0.011,0.265,0.729,0.011,0.001,0.005,0.005,0.011,0.024,0.485,0.010,-0.005,0.275,100.231,-0.331,2060.000
2045-2075_JJA,401.463,307.023,34.877,21.198,4.834,0.006,0.000,0.006,32.025,453.203,-51.740,248.689,196.949,0.709,0.527,0.313,0.300,0.060,0.000,0.000,0.000,0.060,0.002,0.057,0.117,0.004,0.000,0.001,0.003,0.002,0.004,0.307,0.004,0.002,0.141,51.593,29.329,2060.000
2045-2075_SON,331.073,238.004,26.842,23.113,4.236,0.009,0.000,0.009,21.891,396.192,-65.120,192.783,127.664,0.460,0.360,0.214,0.180,0.154,0.000,0.000,0.000,0.154,0.027,0.111,0.563,0.026,0.020,0.004,0.002,0.017,0.020,0.209,0.025,0.042,0.219,79.843,29.979,2060.000
2070-2100_annual,336.900,256.112,26.048,24.873,4.426,0.009,0.000,0.009,21.753,396.658,-59.757,207.451,147.693,0.532,0.375,0.214,0.208,0.194,0.000,0.000,0.000,0.194,0.009,0.184,0.782,0.009,0.001,0.004,0.004,0.009,0.018,0.365,0.008,0.009,0.217,79.155,8.879,
2070-2100_DJF,281.043,193.717,15.588,34.826,4.178,0.014,0.000,0.014,11.129,341.003,-59.960,156.911,96.951,0.349,0.203,0.116,0.114,0.358,0.000,0.000,0.000,0.358,0.014,0.340,1.763,0.011,0.003,0.004,0.004,0.014,0.024,0.425,0.011,0.018,0.344,125.726,-2.677,2084.997
2070-2100_MAM,335.584,283.161,26.830,22.356,4.332,0.012,0.000,0.012,22.287,398.156,-62.573,229.361,166.788,0.600,0.394,0.213,0.234,0.242,0.000,0.000,0.000,0.242,0.011,0.242,0.675,0.012,0.001,0.005,0.006,0.011,0.025,0.556,0.012,-0.000,0.282,102.837,10.243,2085.000
2070-2100_JJA,401.343,307.571,34.883,20.380,4.869,0.004,0.000,0.004,31.893,452.407,-51.064,249.133,198.069,0.713,0.533,0.313,0.302,0.042,0.000,0.000,0.000,0.042,0.000,0.044,0.083,0.003,0.000,0.000,0.003,0.000,0.000,0.310,0.002,-0.002,0.103,37.735,21.032,2085.000
2070-2100_SON,328.462,238.606,26.697,22.093,4.319,0.006,0.000,0.006,21.497,393.962,-65.500,193.271,127.771,0.460,0.367,0.212,0.180,0.135,0.000,0.000,0.000,0.135,0.010,0.114,0.626,0.008,0.002,0.005,0.002,0.011,0.023,0.166,0.007,0.021,0.139,50.915,6.673,2085.000
