,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,348.066,228.949,23.308,50.680,3.239,0.033,0.000,0.033,20.535,389.633,-41.567,185.448,143.882,0.518,0.245,0.182,0.196,0.746,0.000,0.000,0.000,0.746,0.071,0.679,2.343,0.071,0.020,0.032,0.019,0.066,0.142,1.903,0.071,0.067,0.787,287.351,13.604,
2015-2045_DJF,289.498,173.645,14.915,63.433,2.665,0.019,0.000,0.019,11.241,341.482,-51.984,140.653,88.669,0.319,0.121,0.111,0.103,0.431,0.000,0.000,0.000,0.431,0.034,0.449,2.857,0.041,0.003,0.019,0.019,0.032,0.085,1.859,0.041,-0.019,0.459,167.419,-11.449,2030.005
2015-2045_MAM,340.507,268.062,23.643,39.159,3.225,0.032,0.000,0.032,20.452,388.079,-47.572,217.130,169.558,0.610,0.290,0.179,0.229,0.763,0.000,0.000,0.000,0.763,0.073,0.680,1.933,0.068,0.015,0.037,0.016,0.064,0.156,1.609,0.068,0.083,0.761,277.822,4.755,2030.000
2015-2045_JJA,415.121,266.518,31.041,46.510,4.237,0.050,0.000,0.050,29.786,439.603,-24.481,215.879,191.398,0.689,0.356,0.259,0.282,1.162,0.000,0.000,0.000,1.162,0.101,1.046,2.355,0.091,0.031,0.041,0.019,0.091,0.189,1.855,0.091,0.115,1.198,437.281,22.228,2030.000
2015-2045_SON,345.985,206.256,23.475,53.896,2.813,0.030,0.000,0.030,20.482,388.424,-42.440,167.068,124.628,0.449,0.209,0.178,0.169,0.619,0.000,0.000,0.000,0.619,0.075,0.535,2.235,0.083,0.029,0.031,0.023,0.075,0.135,2.292,0.083,0.084,0.724,264.319,38.673,2030.000
2045-2075_annual,350.620,231.748,23.772,49.142,3.303,0.028,0.000,0.028,21.015,392.224,-41.604,187.716,146.111,0.526,0.254,0.186,0.200,0.667,0.000,0.000,0.000,0.667,0.048,0.619,2.009,0.048,0.009,0.023,0.017,0.044,0.105,1.640,0.048,0.048,0.674,245.866,2.279,
2045-2075_DJF,291.112,175.737,15.396,61.615,2.670,0.018,0.000,0.018,11.656,343.466,-52.354,142.347,89.993,0.324,0.127,0.114,0.105,0.453,0.000,0.000,0.000,0.453,0.041,0.397,2.473,0.040,0.009,0.017,0.014,0.037,0.077,1.411,0.040,0.057,0.442,161.474,2.196,2060.000
2045-2075_MAM,343.240,269.977,23.963,39.512,3.219,0.031,0.000,0.031,20.830,390.127,-46.886,218.682,171.795,0.618,0.294,0.182,0.233,0.784,0.000,0.000,0.000,0.784,0.069,0.736,2.116,0.069,0.016,0.036,0.017,0.061,0.154,1.678,0.069,0.049,0.740,270.194,-23.589,2060.000
2045-2075_JJA,417.809,269.230,31.494,45.716,4.388,0.042,0.000,0.042,30.360,442.941,-25.132,218.076,192.944,0.695,0.366,0.265,0.285,0.975,0.000,0.000,0.000,0.975,0.049,0.906,1.784,0.039,0.002,0.021,0.016,0.048,0.100,1.609,0.038,0.069,1.008,367.781,23.217,2060.000
2045-2075_SON,349.155,210.738,24.079,49.976,2.920,0.021,0.000,0.021,21.034,391.414,-42.260,170.698,128.438,0.462,0.226,0.184,0.176,0.449,0.000,0.000,0.000,0.449,0.033,0.433,1.670,0.044,0.007,0.019,0.019,0.032,0.087,1.860,0.044,0.016,0.498,181.691,7.346,2060.000
2070-2100_annual,350.066,231.995,23.679,49.529,3.296,0.031,0.000,0.031,20.928,391.786,-41.720,187.916,146.196,0.526,0.252,0.186,0.200,0.729,0.000,0.000,0.000,0.729,0.068,0.660,2.296,0.068,0.019,0.030,0.019,0.062,0.132,1.899,0.068,0.069,0.744,271.395,5.466,
2070-2100_DJF,289.806,176.848,15.112,62.504,2.677,0.023,0.000,0.023,11.437,342.430,-52.624,143.247,90.623,0.326,0.125,0.112,0.106,0.563,0.000,0.000,0.000,0.563,0.057,0.498,3.090,0.055,0.009,0.030,0.017,0.055,0.131,1.658,0.055,0.065,0.560,204.563,2.889,2084.997
2070-2100_MAM,342.998,271.062,23.946,40.228,3.180,0.035,0.000,0.035,20.847,390.200,-47.202,219.560,172.359,0.620,0.291,0.182,0.234,0.867,0.000,0.000,0.000,0.867,0.080,0.802,2.321,0.078,0.019,0.038,0.021,0.069,0.167,2.107,0.078,0.064,0.834,304.422,-17.092,2085.000
2070-2100_JJA,418.589,267.664,31.582,45.132,4.393,0.041,0.000,0.041,30.398,443.166,-24.577,216.807,192.230,0.692,0.368,0.266,0.284,0.912,0.000,0.000,0.000,0.912,0.066,0.828,1.699,0.065,0.024,0.022,0.019,0.064,0.103,1.889,0.065,0.084,0.981,358.157,32.168,2085.000
2070-2100_SON,347.681,211.118,23.913,50.514,2.917,0.025,0.000,0.025,20.848,390.380,-42.699,171.006,128.307,0.462,0.224,0.182,0.175,0.571,0.000,0.000,0.000,0.571,0.071,0.508,2.085,0.075,0.026,0.029,0.020,0.061,0.126,1.938,0.075,0.063,0.593,216.552,3.832,2085.000
