,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,353.109,238.982,25.623,42.724,3.333,0.015,0.000,0.015,22.381,399.133,-46.024,193.576,147.552,0.531,0.270,0.201,0.206,0.211,0.000,0.000,0.000,0.211,0.019,0.196,0.789,0.019,0.010,0.006,0.003,0.020,0.026,0.344,0.018,0.014,0.356,129.888,51.764,
2015-2045_DJF,296.925,188.166,18.761,40.447,2.763,0.009,0.000,0.009,13.726,353.592,-56.667,152.415,95.748,0.345,0.183,0.137,0.120,0.203,0.000,0.000,0.000,0.203,0.004,0.245,1.213,0.006,0.000,0.001,0.004,0.004,0.009,0.420,0.005,-0.042,0.222,81.060,-10.236,2030.005
2015-2045_MAM,347.032,273.712,26.571,31.668,3.488,0.015,0.000,0.015,23.014,401.792,-54.760,221.707,166.947,0.601,0.330,0.207,0.234,0.269,0.000,0.000,0.000,0.269,0.022,0.249,0.780,0.021,0.008,0.010,0.004,0.025,0.043,0.398,0.020,0.021,0.365,133.148,34.878,2030.000
2015-2045_JJA,412.831,273.995,30.497,56.564,4.281,0.021,0.000,0.021,29.338,436.898,-24.068,221.936,197.868,0.712,0.321,0.252,0.289,0.149,0.000,0.000,0.000,0.149,0.016,0.133,0.301,0.018,0.012,0.002,0.003,0.013,0.012,0.334,0.016,0.016,0.492,179.686,125.080,2030.000
2015-2045_SON,354.580,218.857,26.542,42.164,2.784,0.014,0.000,0.014,23.290,403.417,-48.837,177.274,128.437,0.462,0.246,0.207,0.181,0.220,0.000,0.000,0.000,0.220,0.033,0.159,0.872,0.030,0.019,0.009,0.002,0.040,0.040,0.223,0.029,0.062,0.342,124.661,56.186,2030.000
2045-2075_annual,355.475,240.925,25.940,41.990,3.367,0.013,0.000,0.013,22.721,400.975,-45.499,195.150,149.650,0.539,0.276,0.204,0.210,0.187,0.000,0.000,0.000,0.187,0.020,0.167,0.585,0.020,0.014,0.003,0.003,0.016,0.016,0.262,0.019,0.020,0.318,116.235,48.336,
2045-2075_DJF,297.895,190.774,19.175,39.083,2.754,0.008,0.000,0.008,14.113,355.498,-57.603,154.527,96.924,0.349,0.188,0.140,0.122,0.199,0.000,0.000,0.000,0.199,0.003,0.199,0.902,0.003,0.000,0.001,0.003,0.003,0.005,0.278,0.003,-0.001,0.194,70.956,-2.673,2060.000
2045-2075_MAM,348.913,275.711,26.822,30.787,3.556,0.010,0.000,0.010,23.290,403.337,-54.424,223.326,168.902,0.608,0.337,0.210,0.238,0.203,0.000,0.000,0.000,0.203,0.010,0.197,0.579,0.009,0.001,0.005,0.003,0.010,0.023,0.305,0.008,0.006,0.234,85.363,10.348,2060.000
2045-2075_JJA,417.058,274.200,30.724,56.667,4.326,0.021,0.000,0.021,29.616,438.511,-21.453,222.102,200.649,0.722,0.325,0.255,0.294,0.142,0.000,0.000,0.000,0.142,0.007,0.133,0.294,0.008,0.003,0.003,0.002,0.009,0.012,0.218,0.007,0.009,0.512,186.918,135.906,2060.000
2045-2075_SON,356.941,221.842,26.920,41.359,2.815,0.014,0.000,0.014,23.709,405.729,-48.787,179.692,130.905,0.471,0.253,0.211,0.185,0.205,0.000,0.000,0.000,0.205,0.060,0.139,0.569,0.060,0.052,0.005,0.002,0.043,0.023,0.247,0.059,0.066,0.331,120.880,48.784,2060.000
2070-2100_annual,354.219,241.409,25.849,41.695,3.381,0.013,0.000,0.013,22.604,400.340,-46.121,195.542,149.421,0.538,0.276,0.204,0.210,0.171,0.000,0.000,0.000,0.171,0.007,0.164,0.590,0.007,0.002,0.002,0.003,0.006,0.012,0.263,0.006,0.007,0.304,111.033,49.047,
2070-2100_DJF,296.955,189.765,18.951,38.719,2.752,0.010,0.000,0.010,13.904,354.483,-57.528,153.710,96.182,0.346,0.186,0.138,0.120,0.246,0.000,0.000,0.000,0.246,0.009,0.236,1.155,0.007,0.002,0.003,0.002,0.007,0.015,0.213,0.006,0.010,0.234,85.349,-2.945,2084.997
2070-2100_MAM,348.312,277.320,26.844,31.608,3.574,0.012,0.000,0.012,23.301,403.356,-55.044,224.629,169.586,0.611,0.336,0.210,0.239,0.255,0.000,0.000,0.000,0.255,0.015,0.243,0.717,0.014,0.005,0.005,0.004,0.013,0.027,0.405,0.014,0.012,0.298,108.873,15.193,2085.000
2070-2100_JJA,415.848,274.232,30.710,56.250,4.378,0.018,0.000,0.018,29.555,438.160,-22.312,222.128,199.816,0.719,0.326,0.255,0.293,0.097,0.000,0.000,0.000,0.097,0.002,0.097,0.185,0.004,0.000,0.001,0.003,0.002,0.004,0.290,0.003,-0.000,0.431,157.203,120.445,2085.000
2070-2100_SON,354.664,223.125,26.770,40.129,2.801,0.011,0.000,0.011,23.496,404.524,-49.860,180.731,130.871,0.471,0.255,0.209,0.185,0.088,0.000,0.000,0.000,0.088,0.001,0.080,0.309,0.002,0.000,0.000,0.001,0.001,0.002,0.142,0.001,0.008,0.252,92.005,62.638,2085.000
