,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,344.628,249.138,25.668,36.344,3.612,0.014,0.000,0.014,22.043,397.482,-52.854,201.802,148.948,0.536,0.306,0.204,0.209,0.274,0.000,0.000,0.000,0.274,0.025,0.253,1.229,0.025,0.010,0.009,0.006,0.023,0.042,0.585,0.025,0.021,0.331,120.979,19.618,
2015-2045_DJF,289.437,197.368,17.647,42.424,3.533,0.010,0.000,0.010,12.918,349.644,-60.207,159.868,99.661,0.359,0.191,0.129,0.122,0.339,0.000,0.000,0.000,0.339,0.024,0.366,2.423,0.024,0.005,0.012,0.007,0.026,0.058,0.718,0.024,-0.027,0.248,90.568,-51.808,2030.005
2015-2045_MAM,340.742,277.129,26.478,26.869,3.691,0.015,0.000,0.015,22.528,399.192,-58.449,224.475,166.025,0.598,0.355,0.207,0.233,0.390,0.000,0.000,0.000,0.390,0.040,0.352,1.204,0.040,0.017,0.015,0.007,0.031,0.064,0.728,0.039,0.038,0.366,133.742,-9.198,2030.000
2015-2045_JJA,403.815,289.900,31.949,41.760,3.981,0.016,0.000,0.016,29.918,440.247,-36.432,234.819,198.388,0.714,0.386,0.270,0.294,0.138,0.000,0.000,0.000,0.138,0.019,0.120,0.292,0.024,0.015,0.003,0.006,0.015,0.012,0.558,0.023,0.018,0.396,144.437,92.458,2030.000
2015-2045_SON,343.442,230.959,26.452,34.418,3.238,0.013,0.000,0.013,22.639,399.951,-56.509,187.077,130.568,0.470,0.289,0.207,0.184,0.230,0.000,0.000,0.000,0.230,0.017,0.176,1.018,0.013,0.003,0.007,0.003,0.018,0.034,0.335,0.012,0.054,0.314,114.513,45.931,2030.000
2045-2075_annual,346.823,250.741,25.987,35.666,3.660,0.012,0.000,0.012,22.374,399.265,-52.443,203.100,150.657,0.542,0.312,0.207,0.212,0.249,0.000,0.000,0.000,0.249,0.018,0.231,1.016,0.018,0.008,0.006,0.005,0.015,0.026,0.476,0.017,0.018,0.299,109.303,18.596,
2045-2075_DJF,290.372,199.476,18.083,41.174,3.571,0.010,0.000,0.010,13.307,351.542,-61.169,161.576,100.407,0.361,0.198,0.132,0.124,0.298,0.000,0.000,0.000,0.298,0.008,0.306,1.738,0.009,0.000,0.003,0.005,0.008,0.017,0.499,0.007,-0.008,0.233,84.922,-29.344,2060.000
2045-2075_MAM,342.592,279.239,26.743,25.712,3.749,0.010,0.000,0.010,22.823,400.834,-58.243,226.184,167.941,0.605,0.363,0.210,0.236,0.346,0.000,0.000,0.000,0.346,0.022,0.332,1.109,0.020,0.003,0.011,0.006,0.021,0.050,0.616,0.019,0.014,0.246,89.947,-38.369,2060.000
2045-2075_JJA,407.757,289.410,32.177,42.146,4.043,0.018,0.000,0.018,30.183,441.791,-34.034,234.422,200.388,0.721,0.390,0.273,0.298,0.115,0.000,0.000,0.000,0.115,0.001,0.112,0.235,0.005,0.000,0.000,0.005,0.001,0.002,0.457,0.004,0.002,0.435,158.828,116.316,2060.000
2045-2075_SON,345.466,233.664,26.803,33.718,3.269,0.012,0.000,0.012,23.015,402.003,-56.538,189.268,132.730,0.478,0.296,0.211,0.188,0.240,0.000,0.000,0.000,0.240,0.042,0.175,0.997,0.040,0.029,0.008,0.003,0.030,0.035,0.333,0.039,0.065,0.282,102.977,24.926,2060.000
2070-2100_annual,345.410,251.237,25.908,35.132,3.670,0.012,0.000,0.012,22.228,398.482,-53.071,203.502,150.431,0.542,0.314,0.206,0.211,0.231,0.000,0.000,0.000,0.231,0.015,0.215,1.008,0.015,0.004,0.006,0.005,0.012,0.027,0.473,0.014,0.016,0.293,106.980,23.393,
2070-2100_DJF,289.258,198.452,17.829,40.659,3.550,0.012,0.000,0.012,13.052,350.311,-61.053,160.746,99.693,0.359,0.196,0.131,0.122,0.358,0.000,0.000,0.000,0.358,0.018,0.340,2.131,0.014,0.002,0.007,0.005,0.018,0.036,0.473,0.013,0.018,0.284,103.734,-25.212,2084.997
2070-2100_MAM,341.896,280.954,26.794,26.375,3.747,0.014,0.000,0.014,22.819,400.760,-58.864,227.573,168.708,0.607,0.364,0.210,0.237,0.335,0.000,0.000,0.000,0.335,0.025,0.317,1.089,0.024,0.006,0.011,0.007,0.022,0.048,0.718,0.024,0.018,0.332,121.216,-3.187,2085.000
2070-2100_JJA,406.344,289.853,32.194,41.462,4.077,0.015,0.000,0.015,30.122,441.440,-35.097,234.781,199.684,0.719,0.392,0.273,0.297,0.086,0.000,0.000,0.000,0.086,0.002,0.089,0.185,0.006,0.000,0.002,0.005,0.002,0.007,0.465,0.005,-0.004,0.354,129.212,94.639,2085.000
2070-2100_SON,343.035,234.490,26.667,32.103,3.299,0.008,0.000,0.008,22.748,400.508,-57.473,189.937,132.464,0.477,0.300,0.209,0.187,0.146,0.000,0.000,0.000,0.146,0.014,0.116,0.644,0.013,0.008,0.004,0.002,0.008,0.017,0.233,0.013,0.031,0.201,73.331,26.429,2085.000
