,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,366.831,240.054,26.207,45.354,2.956,0.015,0.000,0.015,23.842,407.036,-40.205,194.444,154.239,0.555,0.275,0.207,0.218,0.260,0.000,0.000,0.000,0.260,0.023,0.241,0.821,0.023,0.010,0.007,0.005,0.023,0.034,0.525,0.023,0.019,0.369,134.522,38.331,
2015-2045_DJF,308.756,186.177,19.178,55.965,2.452,0.010,0.000,0.010,15.512,362.338,-53.583,150.803,97.221,0.350,0.156,0.139,0.122,0.150,0.000,0.000,0.000,0.150,0.003,0.178,0.935,0.006,0.000,0.000,0.006,0.003,0.004,0.545,0.006,-0.028,0.237,86.346,19.401,2030.005
2015-2045_MAM,357.851,275.798,26.913,31.726,2.937,0.011,0.000,0.011,23.884,406.366,-48.515,223.396,174.881,0.630,0.328,0.210,0.246,0.186,0.000,0.000,0.000,0.186,0.005,0.177,0.412,0.005,0.000,0.001,0.004,0.005,0.009,0.380,0.004,0.009,0.259,94.355,28.181,2030.000
2015-2045_JJA,435.150,279.210,32.132,46.455,3.903,0.021,0.000,0.021,31.939,452.150,-17.000,226.160,209.160,0.753,0.377,0.272,0.311,0.396,0.000,0.000,0.000,0.396,0.042,0.338,0.904,0.035,0.017,0.014,0.004,0.041,0.063,0.391,0.034,0.058,0.516,188.177,52.206,2030.000
2015-2045_SON,364.423,217.751,26.472,47.499,2.518,0.019,0.000,0.019,23.871,406.422,-41.999,176.378,134.379,0.484,0.239,0.206,0.189,0.305,0.000,0.000,0.000,0.305,0.043,0.270,1.038,0.046,0.025,0.014,0.008,0.043,0.059,0.787,0.046,0.036,0.462,168.653,53.335,2030.000
2045-2075_annual,368.860,242.196,26.558,43.758,2.983,0.012,0.000,0.012,24.279,409.469,-40.610,196.178,155.569,0.560,0.282,0.211,0.220,0.190,0.000,0.000,0.000,0.190,0.008,0.182,0.565,0.008,0.001,0.003,0.004,0.008,0.015,0.357,0.007,0.008,0.286,104.300,35.247,
2045-2075_DJF,310.224,188.715,19.649,53.147,2.461,0.009,0.000,0.009,15.924,364.400,-54.177,152.859,98.682,0.355,0.164,0.143,0.125,0.147,0.000,0.000,0.000,0.147,0.004,0.141,0.659,0.005,0.000,0.001,0.004,0.004,0.007,0.365,0.004,0.005,0.227,82.978,29.897,2060.000
2045-2075_MAM,360.192,277.490,27.116,31.565,2.942,0.008,0.000,0.008,24.150,407.853,-47.661,224.767,177.106,0.638,0.331,0.212,0.250,0.146,0.000,0.000,0.000,0.146,0.003,0.146,0.352,0.004,0.000,0.001,0.003,0.003,0.006,0.316,0.003,0.001,0.200,72.932,18.680,2060.000
2045-2075_JJA,435.633,279.895,32.413,46.286,3.995,0.017,0.000,0.017,32.407,454.927,-19.293,226.715,207.421,0.747,0.379,0.276,0.309,0.274,0.000,0.000,0.000,0.274,0.012,0.256,0.522,0.009,0.001,0.005,0.002,0.011,0.025,0.242,0.008,0.018,0.416,151.814,55.700,2060.000
2045-2075_SON,368.253,221.426,26.926,44.218,2.519,0.012,0.000,0.012,24.478,409.833,-41.580,179.355,137.775,0.496,0.250,0.211,0.195,0.192,0.000,0.000,0.000,0.192,0.013,0.186,0.731,0.014,0.004,0.005,0.005,0.013,0.022,0.505,0.013,0.007,0.299,109.118,36.622,2060.000
2070-2100_annual,368.214,242.435,26.454,43.931,2.988,0.013,0.000,0.013,24.168,408.867,-40.652,196.372,155.720,0.561,0.281,0.210,0.220,0.206,0.000,0.000,0.000,0.206,0.007,0.199,0.609,0.007,0.001,0.003,0.004,0.007,0.015,0.377,0.006,0.008,0.310,113.184,38.257,
2070-2100_DJF,308.782,188.673,19.388,53.135,2.455,0.012,0.000,0.012,15.684,363.213,-54.431,152.825,98.394,0.354,0.162,0.141,0.124,0.185,0.000,0.000,0.000,0.185,0.006,0.179,0.845,0.006,0.000,0.003,0.004,0.006,0.013,0.353,0.005,0.006,0.293,107.002,39.645,2084.997
2070-2100_MAM,360.159,278.944,27.153,32.513,2.919,0.012,0.000,0.012,24.203,408.128,-47.969,225.945,177.976,0.641,0.330,0.213,0.252,0.214,0.000,0.000,0.000,0.214,0.008,0.207,0.521,0.009,0.002,0.003,0.004,0.008,0.013,0.410,0.008,0.007,0.288,105.054,26.853,2085.000
2070-2100_JJA,436.418,279.268,32.371,46.112,4.042,0.016,0.000,0.016,32.370,454.705,-18.287,226.207,207.920,0.749,0.381,0.275,0.310,0.228,0.000,0.000,0.000,0.228,0.006,0.215,0.411,0.006,0.000,0.002,0.003,0.006,0.012,0.338,0.005,0.012,0.375,137.018,56.626,2085.000
2070-2100_SON,366.332,221.591,26.772,44.146,2.520,0.012,0.000,0.012,24.250,408.537,-42.205,179.489,137.284,0.494,0.249,0.209,0.194,0.198,0.000,0.000,0.000,0.198,0.009,0.194,0.665,0.008,0.000,0.004,0.004,0.009,0.022,0.406,0.008,0.004,0.283,103.436,29.839,2085.000
