,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,348.904,241.398,24.362,48.331,4.342,0.015,0.000,0.015,21.231,392.699,-43.795,195.532,151.738,0.546,0.259,0.187,0.208,0.175,0.000,0.000,0.000,0.175,0.021,0.159,0.583,0.021,0.013,0.005,0.003,0.022,0.024,0.277,0.020,0.017,0.358,130.586,65.233,
2015-2045_DJF,296.205,196.662,18.903,38.951,2.918,0.007,0.000,0.007,13.732,353.566,-57.362,159.296,101.935,0.367,0.194,0.138,0.128,0.107,0.000,0.000,0.000,0.107,0.001,0.131,0.689,0.003,0.000,0.000,0.003,0.001,0.002,0.253,0.002,-0.024,0.163,59.639,11.042,2030.005
2015-2045_MAM,341.482,278.693,25.294,34.431,4.509,0.013,0.000,0.013,21.668,394.448,-52.966,225.741,172.776,0.622,0.337,0.194,0.238,0.210,0.000,0.000,0.000,0.210,0.029,0.181,0.618,0.028,0.017,0.008,0.003,0.033,0.037,0.256,0.027,0.029,0.318,115.898,39.888,2030.000
2015-2045_JJA,405.500,268.723,28.080,71.103,6.522,0.025,0.000,0.025,27.404,425.795,-20.295,217.665,197.371,0.711,0.272,0.223,0.281,0.213,0.000,0.000,0.000,0.213,0.018,0.191,0.453,0.017,0.009,0.005,0.003,0.011,0.025,0.268,0.017,0.022,0.599,218.707,142.969,2030.000
2015-2045_SON,351.442,220.424,25.076,48.660,3.383,0.014,0.000,0.014,21.986,396.273,-44.831,178.544,133.713,0.481,0.232,0.192,0.184,0.170,0.000,0.000,0.000,0.170,0.035,0.131,0.574,0.036,0.026,0.007,0.003,0.040,0.032,0.329,0.035,0.039,0.347,126.689,65.994,2030.000
2045-2075_annual,351.339,243.638,24.669,47.641,4.392,0.013,0.000,0.013,21.550,394.415,-43.075,197.346,154.271,0.555,0.265,0.190,0.213,0.154,0.000,0.000,0.000,0.154,0.020,0.134,0.439,0.020,0.012,0.005,0.002,0.018,0.022,0.236,0.019,0.020,0.317,115.715,59.905,
2045-2075_DJF,297.086,199.466,19.239,37.531,2.857,0.005,0.000,0.005,14.034,355.048,-57.962,161.567,103.605,0.373,0.199,0.140,0.130,0.082,0.000,0.000,0.000,0.082,0.001,0.080,0.371,0.003,0.000,0.000,0.003,0.001,0.002,0.259,0.002,0.002,0.130,47.413,17.469,2060.000
2045-2075_MAM,343.190,280.652,25.550,33.680,4.616,0.007,0.000,0.007,21.918,395.811,-52.622,227.328,174.706,0.629,0.345,0.197,0.242,0.108,0.000,0.000,0.000,0.108,0.009,0.102,0.308,0.009,0.004,0.004,0.002,0.007,0.015,0.175,0.008,0.006,0.169,61.550,21.607,2060.000
2045-2075_JJA,409.816,269.796,28.326,71.051,6.604,0.025,0.000,0.025,27.704,427.500,-17.684,218.535,200.851,0.723,0.276,0.226,0.287,0.226,0.000,0.000,0.000,0.226,0.022,0.200,0.488,0.020,0.012,0.007,0.001,0.015,0.029,0.142,0.019,0.027,0.599,218.754,138.900,2060.000
2045-2075_SON,354.251,223.566,25.466,48.112,3.451,0.015,0.000,0.015,22.409,398.585,-44.334,181.088,136.754,0.492,0.239,0.196,0.190,0.198,0.000,0.000,0.000,0.198,0.047,0.154,0.590,0.047,0.034,0.009,0.004,0.049,0.040,0.371,0.046,0.043,0.367,134.024,60.836,2060.000
2070-2100_annual,350.284,244.229,24.564,47.493,4.431,0.012,0.000,0.012,21.447,393.860,-43.576,197.826,154.250,0.555,0.265,0.189,0.212,0.134,0.000,0.000,0.000,0.134,0.008,0.126,0.390,0.008,0.005,0.002,0.002,0.010,0.009,0.189,0.007,0.009,0.289,105.556,56.973,
2070-2100_DJF,296.240,198.805,19.063,37.163,2.871,0.006,0.000,0.006,13.879,354.305,-58.065,161.032,102.967,0.371,0.198,0.139,0.129,0.098,0.000,0.000,0.000,0.098,0.002,0.098,0.426,0.002,0.000,0.000,0.002,0.002,0.003,0.162,0.001,-0.000,0.151,55.036,18.749,2084.997
2070-2100_MAM,342.746,281.975,25.518,34.789,4.698,0.009,0.000,0.009,21.935,395.882,-53.136,228.400,175.264,0.631,0.344,0.196,0.242,0.137,0.000,0.000,0.000,0.137,0.004,0.134,0.399,0.004,0.000,0.001,0.002,0.004,0.009,0.212,0.003,0.003,0.220,80.470,30.667,2085.000
2070-2100_JJA,408.949,269.841,28.293,70.828,6.672,0.021,0.000,0.021,27.643,427.149,-18.200,218.572,200.372,0.721,0.276,0.226,0.286,0.177,0.000,0.000,0.000,0.177,0.022,0.150,0.317,0.023,0.018,0.003,0.002,0.030,0.013,0.185,0.022,0.027,0.505,184.366,121.677,2085.000
2070-2100_SON,352.179,225.213,25.283,46.988,3.444,0.012,0.000,0.012,22.192,397.379,-45.200,182.422,137.223,0.494,0.241,0.194,0.190,0.126,0.000,0.000,0.000,0.126,0.004,0.121,0.418,0.004,0.000,0.002,0.002,0.005,0.010,0.195,0.003,0.005,0.278,101.331,56.052,2085.000
