,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,324.889,254.648,23.974,32.211,4.370,0.012,0.000,0.012,19.842,385.890,-61.002,206.265,145.263,0.523,0.325,0.190,0.199,0.215,0.000,0.000,0.000,0.215,0.014,0.206,0.960,0.014,0.004,0.006,0.004,0.015,0.025,0.435,0.013,0.009,0.283,103.264,23.395,
2015-2045_DJF,274.956,196.941,14.435,41.665,4.405,0.012,0.000,0.012,10.239,336.681,-61.725,159.523,97.797,0.352,0.185,0.108,0.112,0.296,0.000,0.000,0.000,0.296,0.017,0.322,1.958,0.017,0.004,0.008,0.005,0.019,0.037,0.540,0.017,-0.026,0.284,103.559,-20.110,2030.005
2015-2045_MAM,324.515,280.551,24.746,27.101,4.312,0.015,0.000,0.015,20.416,387.928,-63.413,227.246,163.833,0.590,0.357,0.190,0.224,0.319,0.000,0.000,0.000,0.319,0.016,0.305,0.940,0.016,0.003,0.007,0.006,0.017,0.033,0.551,0.015,0.014,0.357,130.476,13.762,2030.000
2015-2045_JJA,376.631,303.099,31.697,30.993,4.556,0.008,0.000,0.008,28.332,431.067,-54.436,245.511,191.075,0.688,0.434,0.266,0.283,0.062,0.000,0.000,0.000,0.062,0.010,0.054,0.159,0.014,0.008,0.002,0.004,0.014,0.009,0.409,0.013,0.009,0.198,72.386,48.200,2030.000
2015-2045_SON,322.463,236.692,24.845,29.234,4.207,0.012,0.000,0.012,20.200,386.947,-64.484,191.721,127.236,0.458,0.322,0.192,0.176,0.185,0.000,0.000,0.000,0.185,0.011,0.145,0.802,0.008,0.001,0.005,0.002,0.011,0.023,0.240,0.008,0.040,0.292,106.678,51.192,2030.000
2045-2075_annual,326.747,256.069,24.318,31.576,4.446,0.011,0.000,0.011,20.147,387.490,-60.743,207.416,146.673,0.528,0.333,0.193,0.202,0.209,0.000,0.000,0.000,0.209,0.012,0.197,0.835,0.012,0.004,0.004,0.004,0.012,0.019,0.384,0.011,0.012,0.256,93.300,17.405,
2045-2075_DJF,275.793,198.907,14.871,40.525,4.476,0.011,0.000,0.011,10.614,338.457,-62.664,161.115,98.451,0.354,0.192,0.111,0.114,0.265,0.000,0.000,0.000,0.265,0.006,0.275,1.455,0.006,0.000,0.002,0.004,0.006,0.012,0.405,0.006,-0.009,0.276,100.630,-1.653,2060.000
2045-2075_MAM,325.963,282.419,25.033,26.256,4.388,0.011,0.000,0.011,20.684,389.395,-63.431,228.759,165.328,0.595,0.365,0.193,0.227,0.318,0.000,0.000,0.000,0.318,0.018,0.308,0.973,0.017,0.004,0.007,0.005,0.016,0.035,0.500,0.015,0.010,0.275,100.478,-17.580,2060.000
2045-2075_JJA,380.031,302.262,31.960,31.173,4.631,0.009,0.000,0.009,28.577,432.476,-52.446,244.832,192.386,0.693,0.440,0.270,0.286,0.068,0.000,0.000,0.000,0.068,0.001,0.067,0.153,0.004,0.000,0.000,0.004,0.001,0.002,0.372,0.003,0.002,0.215,78.389,52.920,2060.000
2045-2075_SON,324.192,239.405,25.234,28.488,4.289,0.011,0.000,0.011,20.532,388.699,-64.508,193.918,129.410,0.466,0.331,0.196,0.179,0.185,0.000,0.000,0.000,0.185,0.022,0.140,0.772,0.020,0.012,0.006,0.003,0.026,0.026,0.259,0.019,0.045,0.257,93.849,35.763,2060.000
2070-2100_annual,325.346,256.895,24.257,30.772,4.461,0.010,0.000,0.010,20.002,386.736,-61.391,208.085,146.694,0.528,0.336,0.192,0.202,0.184,0.000,0.000,0.000,0.184,0.009,0.174,0.783,0.009,0.002,0.004,0.003,0.009,0.019,0.344,0.009,0.010,0.238,86.713,20.017,
2070-2100_DJF,274.464,198.210,14.596,39.884,4.448,0.014,0.000,0.014,10.332,337.145,-62.681,160.550,97.870,0.352,0.190,0.109,0.113,0.293,0.000,0.000,0.000,0.293,0.009,0.285,1.577,0.008,0.001,0.003,0.004,0.009,0.018,0.377,0.007,0.008,0.334,122.080,15.412,2084.997
2070-2100_MAM,325.432,284.542,25.126,26.278,4.389,0.013,0.000,0.013,20.724,389.552,-64.121,230.479,166.359,0.599,0.368,0.194,0.229,0.269,0.000,0.000,0.000,0.269,0.016,0.259,0.835,0.016,0.004,0.007,0.005,0.013,0.033,0.495,0.015,0.010,0.323,117.883,17.804,2085.000
2070-2100_JJA,378.464,303.050,32.006,30.092,4.655,0.007,0.000,0.007,28.515,432.128,-53.664,245.470,191.806,0.691,0.445,0.270,0.285,0.042,0.000,0.000,0.000,0.042,0.001,0.046,0.102,0.004,0.000,0.001,0.003,0.001,0.004,0.326,0.003,-0.004,0.158,57.576,39.515,2085.000
2070-2100_SON,322.006,240.467,25.122,26.970,4.351,0.006,0.000,0.006,20.253,387.168,-65.162,194.778,129.616,0.467,0.338,0.194,0.179,0.133,0.000,0.000,0.000,0.133,0.011,0.108,0.632,0.009,0.003,0.005,0.002,0.012,0.022,0.177,0.008,0.025,0.136,49.590,7.110,2085.000
