,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,350.097,215.809,22.247,53.742,2.390,0.056,0.000,0.056,19.844,386.601,-36.504,174.805,138.301,0.498,0.211,0.174,0.187,1.307,0.000,0.000,0.000,1.307,0.200,1.111,4.470,0.200,0.077,0.087,0.036,0.168,0.367,3.594,0.200,0.196,1.335,487.300,8.820,
2015-2045_DJF,282.838,158.730,12.907,67.297,2.222,0.040,0.000,0.040,8.856,330.152,-47.314,128.571,81.257,0.293,0.098,0.099,0.090,1.074,0.000,0.000,0.000,1.074,0.175,0.959,6.664,0.171,0.046,0.091,0.034,0.155,0.380,3.342,0.171,0.114,0.961,350.903,-61.607,2030.005
2015-2045_MAM,343.093,246.381,22.347,48.757,2.566,0.069,0.000,0.069,19.613,383.808,-40.715,199.569,158.854,0.572,0.236,0.167,0.211,1.877,0.000,0.000,0.000,1.877,0.344,1.557,5.004,0.335,0.148,0.147,0.041,0.265,0.609,4.045,0.335,0.320,1.648,601.423,-89.147,2030.000
2015-2045_JJA,427.161,263.203,31.072,43.546,2.648,0.073,0.000,0.073,30.911,446.342,-19.181,213.195,194.014,0.698,0.328,0.260,0.285,1.427,0.000,0.000,0.000,1.427,0.142,1.240,2.867,0.144,0.058,0.049,0.037,0.126,0.224,3.690,0.144,0.187,1.751,639.193,134.186,2030.000
2015-2045_SON,345.952,193.578,22.486,55.650,2.116,0.040,0.000,0.040,19.785,384.994,-39.042,156.798,117.757,0.424,0.180,0.170,0.158,0.841,0.000,0.000,0.000,0.841,0.140,0.681,3.376,0.148,0.056,0.059,0.033,0.125,0.254,3.292,0.149,0.160,0.969,353.599,50.948,2030.000
2045-2075_annual,352.896,218.551,22.770,52.508,2.418,0.053,0.000,0.053,20.430,389.789,-36.892,177.026,140.134,0.504,0.218,0.180,0.190,1.285,0.000,0.000,0.000,1.285,0.198,1.088,4.275,0.198,0.077,0.085,0.036,0.165,0.362,3.528,0.198,0.197,1.273,464.686,-4.580,
2045-2075_DJF,284.604,159.834,13.376,66.738,2.223,0.042,0.000,0.042,9.296,332.209,-47.605,129.466,81.861,0.295,0.101,0.101,0.092,1.113,0.000,0.000,0.000,1.113,0.188,0.903,6.158,0.173,0.065,0.077,0.031,0.161,0.330,3.096,0.173,0.210,1.011,368.864,-23.938,2060.000
2045-2075_MAM,346.146,248.693,22.674,49.205,2.582,0.073,0.000,0.073,20.063,386.246,-40.100,201.441,161.342,0.581,0.240,0.171,0.215,2.009,0.000,0.000,0.000,2.009,0.408,1.663,5.559,0.403,0.178,0.182,0.042,0.322,0.749,4.201,0.403,0.346,1.744,636.611,-117.255,2060.000
2045-2075_JJA,430.338,266.936,31.779,41.831,2.711,0.063,0.000,0.063,31.724,451.167,-20.828,216.218,195.390,0.703,0.339,0.269,0.289,1.222,0.000,0.000,0.000,1.222,0.102,1.101,2.447,0.113,0.037,0.039,0.037,0.091,0.179,3.636,0.113,0.121,1.522,555.411,112.330,2060.000
2045-2075_SON,349.139,197.379,23.072,52.534,2.150,0.034,0.000,0.034,20.422,388.408,-39.269,159.877,120.608,0.434,0.191,0.175,0.163,0.789,0.000,0.000,0.000,0.789,0.092,0.677,2.956,0.101,0.027,0.041,0.032,0.083,0.186,3.165,0.101,0.112,0.806,294.157,10.330,2060.000
2070-2100_annual,351.837,219.132,22.662,52.626,2.408,0.057,0.000,0.057,20.312,389.186,-37.349,177.497,140.147,0.505,0.218,0.179,0.190,1.372,0.000,0.000,0.000,1.372,0.246,1.124,4.711,0.246,0.103,0.105,0.038,0.193,0.441,3.747,0.246,0.248,1.361,496.913,-3.217,
2070-2100_DJF,283.303,161.283,13.107,67.198,2.211,0.048,0.000,0.048,9.079,331.205,-47.902,130.639,82.738,0.298,0.099,0.100,0.092,1.241,0.000,0.000,0.000,1.241,0.260,0.973,6.903,0.251,0.103,0.115,0.033,0.209,0.480,3.238,0.250,0.268,1.164,424.743,-21.595,2084.997
2070-2100_MAM,345.841,249.993,22.649,49.694,2.593,0.074,0.000,0.074,20.021,385.991,-40.150,202.494,162.344,0.584,0.240,0.170,0.217,1.991,0.000,0.000,0.000,1.991,0.419,1.615,5.564,0.415,0.177,0.191,0.046,0.311,0.784,4.583,0.415,0.376,1.773,647.262,-93.730,2085.000
2070-2100_JJA,429.413,266.307,31.833,40.908,2.674,0.063,0.000,0.063,31.740,451.275,-21.862,215.708,193.846,0.698,0.339,0.270,0.287,1.322,0.000,0.000,0.000,1.322,0.116,1.195,2.847,0.123,0.033,0.051,0.039,0.112,0.231,3.887,0.123,0.126,1.508,550.580,69.326,2085.000
2070-2100_SON,347.422,197.594,22.878,52.989,2.149,0.041,0.000,0.041,20.190,387.135,-39.713,160.051,120.338,0.433,0.189,0.173,0.162,0.929,0.000,0.000,0.000,0.929,0.190,0.706,3.559,0.196,0.100,0.063,0.033,0.139,0.269,3.266,0.196,0.223,0.992,362.210,33.170,2085.000
