,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,300.352,249.556,20.582,27.805,2.913,0.028,0.000,0.027,16.229,368.163,-67.811,202.141,134.330,0.484,0.265,0.166,0.176,0.656,0.169,4.899,0.169,0.825,0.168,0.660,5.135,0.168,0.058,0.080,0.030,0.140,0.333,2.929,0.168,-0.004,0.663,241.863,-60.311,
2015-2045_DJF,255.921,173.092,8.902,40.613,2.924,0.044,0.001,0.043,4.540,310.520,-54.599,140.205,85.606,0.308,0.127,0.079,0.086,0.732,0.649,19.059,0.519,1.251,0.260,0.965,10.681,0.218,0.088,0.104,0.026,0.221,0.448,2.534,0.216,-0.232,1.060,386.830,-43.986,2030.005
2015-2045_MAM,300.069,271.294,20.531,31.356,3.234,0.043,0.000,0.043,16.012,365.511,-65.442,219.748,154.306,0.556,0.275,0.156,0.198,1.437,0.025,0.723,0.155,1.592,0.357,1.388,7.439,0.371,0.133,0.189,0.048,0.287,0.772,4.798,0.373,0.049,1.033,376.948,-265.989,2030.000
2015-2045_JJA,350.170,321.435,31.433,14.589,3.094,0.006,0.000,0.006,27.387,425.963,-75.793,260.362,184.569,0.664,0.423,0.265,0.272,0.065,0.000,0.000,0.000,0.065,0.003,0.060,0.161,0.032,0.001,0.001,0.030,0.003,0.003,2.992,0.032,0.004,0.141,51.493,17.939,2030.000
2015-2045_SON,294.324,230.725,21.245,24.878,2.397,0.018,0.000,0.018,16.756,369.559,-75.235,186.887,111.653,0.402,0.232,0.162,0.147,0.389,0.009,0.034,0.006,0.396,0.054,0.229,2.335,0.050,0.011,0.025,0.014,0.049,0.107,1.366,0.050,0.161,0.422,154.021,52.332,2030.000
2045-2075_annual,302.956,250.959,21.066,27.612,2.844,0.028,0.000,0.028,16.783,371.018,-68.062,203.277,135.215,0.487,0.268,0.170,0.179,0.710,0.136,2.356,0.136,0.846,0.162,0.684,5.332,0.162,0.054,0.075,0.033,0.142,0.317,3.218,0.162,0.026,0.667,243.627,-65.335,
2045-2075_DJF,257.348,173.639,9.421,40.337,2.835,0.044,0.001,0.043,5.049,312.785,-55.437,140.647,85.210,0.307,0.129,0.082,0.086,0.867,0.512,9.033,0.460,1.327,0.258,1.041,11.338,0.224,0.080,0.112,0.032,0.224,0.478,3.142,0.222,-0.175,1.056,385.544,-75.527,2060.000
2045-2075_MAM,301.995,274.308,20.922,31.422,3.115,0.045,0.000,0.045,16.488,367.977,-65.982,222.190,156.208,0.562,0.276,0.159,0.202,1.430,0.021,0.410,0.075,1.505,0.291,1.362,6.822,0.303,0.103,0.148,0.052,0.248,0.611,5.112,0.305,0.068,1.071,390.751,-217.945,2060.000
2045-2075_JJA,354.209,322.318,31.916,14.274,3.057,0.006,0.000,0.006,27.982,429.368,-75.159,261.078,185.919,0.669,0.427,0.271,0.276,0.067,0.000,0.000,0.000,0.067,0.005,0.067,0.179,0.036,0.002,0.002,0.032,0.004,0.010,3.125,0.036,0.000,0.139,50.639,13.130,2060.000
2045-2075_SON,297.329,231.872,21.790,24.630,2.365,0.017,0.000,0.017,17.393,372.837,-75.508,187.817,112.308,0.404,0.235,0.167,0.149,0.477,0.017,0.083,0.014,0.491,0.096,0.268,3.082,0.087,0.033,0.039,0.015,0.091,0.169,1.474,0.087,0.209,0.409,149.287,19.730,2060.000
2070-2100_annual,301.243,251.433,20.930,26.960,2.912,0.027,0.000,0.026,16.512,369.608,-68.364,203.660,135.296,0.487,0.270,0.169,0.178,0.670,0.111,2.028,0.111,0.780,0.150,0.627,4.901,0.150,0.050,0.071,0.029,0.130,0.297,2.846,0.150,0.042,0.639,233.155,-50.497,
2070-2100_DJF,254.678,174.887,9.108,38.637,2.904,0.042,0.001,0.041,4.665,311.079,-56.401,141.658,85.257,0.307,0.130,0.080,0.086,0.872,0.440,7.917,0.379,1.251,0.269,0.928,10.474,0.235,0.094,0.115,0.026,0.235,0.482,2.571,0.235,-0.057,1.010,368.505,-56.105,2084.997
2070-2100_MAM,301.351,275.931,21.086,30.546,3.181,0.042,0.000,0.042,16.536,368.176,-66.824,223.504,156.680,0.564,0.282,0.160,0.203,1.309,0.009,0.281,0.068,1.377,0.264,1.240,6.350,0.273,0.083,0.143,0.047,0.228,0.590,4.685,0.274,0.069,1.012,369.367,-183.223,2085.000
2070-2100_JJA,352.346,321.535,31.754,14.025,3.122,0.005,0.000,0.005,27.653,427.469,-75.123,260.443,185.320,0.667,0.430,0.269,0.274,0.067,0.000,0.000,0.000,0.067,0.003,0.081,0.173,0.030,0.000,0.002,0.028,0.003,0.008,2.804,0.030,-0.014,0.129,46.986,6.339,2085.000
2070-2100_SON,295.639,231.687,21.550,24.834,2.434,0.017,0.000,0.017,16.968,370.590,-74.951,187.667,112.716,0.406,0.237,0.165,0.149,0.432,0.001,0.004,0.001,0.433,0.066,0.263,2.688,0.060,0.023,0.024,0.013,0.057,0.107,1.301,0.060,0.169,0.409,149.464,31.789,2085.000
