,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,319.613,226.621,20.262,44.744,2.281,0.050,0.000,0.050,17.075,372.382,-52.769,183.563,130.794,0.471,0.207,0.159,0.171,2.048,0.003,0.010,0.003,2.052,0.345,1.711,8.158,0.344,0.093,0.180,0.071,0.294,0.744,7.000,0.344,0.337,1.208,440.896,-309.149,
2015-2045_DJF,261.486,166.991,10.512,53.966,2.309,0.036,0.001,0.035,5.925,316.881,-55.395,135.262,79.867,0.288,0.105,0.087,0.084,1.689,0.013,0.041,0.013,1.701,0.388,1.346,12.559,0.367,0.086,0.220,0.061,0.345,0.902,6.087,0.367,0.343,0.872,318.363,-306.695,2030.005
2015-2045_MAM,315.753,254.384,20.514,42.568,2.428,0.063,0.000,0.063,17.210,371.619,-55.866,206.051,150.185,0.541,0.227,0.153,0.193,3.155,0.000,0.000,0.000,3.155,0.621,2.579,10.291,0.605,0.179,0.343,0.082,0.512,1.397,8.148,0.605,0.576,1.517,553.605,-608.580,2030.000
2015-2045_JJA,384.416,277.211,29.026,37.003,2.330,0.065,0.000,0.065,27.679,427.802,-43.386,224.541,181.155,0.652,0.310,0.235,0.261,2.122,0.000,0.000,0.000,2.122,0.184,1.934,4.426,0.202,0.051,0.074,0.078,0.168,0.323,7.692,0.202,0.188,1.564,570.828,-208.790,2030.000
2015-2045_SON,315.633,206.531,20.812,45.626,2.054,0.036,0.000,0.036,17.271,372.153,-56.520,167.290,110.770,0.399,0.182,0.156,0.145,1.212,0.000,0.000,0.000,1.212,0.185,0.970,5.412,0.201,0.057,0.083,0.061,0.152,0.352,6.045,0.201,0.242,0.869,317.080,-110.324,2030.000
2045-2075_annual,322.155,229.049,20.780,43.735,2.284,0.048,0.000,0.048,17.618,375.211,-53.056,185.530,132.474,0.477,0.213,0.163,0.175,1.992,0.001,0.002,0.001,1.993,0.330,1.663,7.744,0.330,0.089,0.174,0.068,0.278,0.716,6.694,0.330,0.329,1.150,419.896,-307.793,
2045-2075_DJF,263.224,167.591,11.097,53.486,2.298,0.038,0.001,0.037,6.439,319.203,-55.979,135.749,79.770,0.287,0.108,0.090,0.085,1.658,0.003,0.008,0.003,1.661,0.322,1.300,11.276,0.294,0.069,0.167,0.059,0.280,0.693,5.813,0.294,0.358,0.915,334.127,-247.541,2060.000
2045-2075_MAM,318.119,256.754,20.818,43.133,2.403,0.067,0.000,0.067,17.607,373.714,-55.595,207.971,152.376,0.549,0.229,0.156,0.197,3.254,0.000,0.000,0.000,3.254,0.732,2.627,10.884,0.722,0.242,0.399,0.081,0.582,1.612,8.013,0.722,0.627,1.599,583.756,-638.856,2060.000
2045-2075_JJA,387.559,280.728,29.610,35.537,2.352,0.057,0.000,0.057,28.303,431.386,-43.827,227.389,183.563,0.661,0.319,0.243,0.266,1.895,0.000,0.000,0.000,1.895,0.125,1.777,3.895,0.151,0.018,0.060,0.073,0.118,0.266,7.256,0.152,0.118,1.371,500.235,-203.974,2060.000
2045-2075_SON,318.544,209.727,21.415,42.965,2.081,0.029,0.000,0.029,17.909,375.465,-56.921,169.879,112.958,0.407,0.192,0.162,0.149,1.146,0.000,0.000,0.000,1.146,0.140,0.933,4.961,0.152,0.027,0.068,0.057,0.133,0.289,5.665,0.151,0.213,0.707,258.053,-137.790,2060.000
2070-2100_annual,321.086,229.215,20.645,43.754,2.274,0.051,0.000,0.050,17.490,374.581,-53.495,185.664,132.169,0.476,0.212,0.162,0.174,2.036,0.002,0.005,0.002,2.038,0.372,1.664,8.037,0.372,0.117,0.187,0.068,0.305,0.770,6.753,0.372,0.372,1.212,442.479,-300.522,
2070-2100_DJF,261.626,168.722,10.745,53.583,2.290,0.042,0.001,0.041,6.167,317.985,-56.359,136.665,80.306,0.289,0.107,0.089,0.084,1.725,0.008,0.020,0.008,1.733,0.424,1.290,12.014,0.399,0.122,0.217,0.059,0.355,0.890,5.847,0.399,0.435,1.016,370.927,-245.404,2084.997
2070-2100_MAM,317.772,257.389,20.814,43.390,2.395,0.068,0.000,0.068,17.599,373.630,-55.858,208.485,152.627,0.549,0.229,0.156,0.198,3.214,0.000,0.000,0.000,3.214,0.714,2.553,10.616,0.704,0.243,0.379,0.081,0.565,1.536,8.052,0.703,0.661,1.642,599.223,-589.321,2085.000
2070-2100_JJA,386.732,279.919,29.628,34.903,2.343,0.056,0.000,0.056,28.296,431.355,-44.624,226.735,182.111,0.656,0.319,0.243,0.264,1.904,0.000,0.000,0.000,1.904,0.133,1.803,4.065,0.161,0.017,0.069,0.074,0.128,0.305,7.366,0.162,0.101,1.341,489.407,-227.664,2085.000
2070-2100_SON,317.024,209.447,21.208,43.327,2.066,0.035,0.000,0.035,17.683,374.259,-57.235,169.652,112.417,0.405,0.189,0.160,0.148,1.286,0.000,0.000,0.000,1.286,0.216,0.995,5.503,0.224,0.084,0.082,0.058,0.171,0.345,5.719,0.223,0.292,0.843,307.514,-136.859,2085.000
