,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,312.661,238.809,20.751,35.088,2.447,0.029,0.000,0.029,17.014,372.358,-59.697,193.435,133.738,0.481,0.232,0.164,0.176,0.683,0.185,6.140,0.184,0.867,0.175,0.696,5.173,0.175,0.058,0.086,0.030,0.149,0.357,3.005,0.175,-0.013,0.693,252.986,-64.666,
2015-2045_DJF,259.776,176.906,10.815,46.258,2.474,0.027,0.001,0.025,6.023,317.590,-57.814,143.294,85.480,0.308,0.121,0.090,0.090,0.642,0.707,22.370,0.416,1.059,0.190,0.840,9.021,0.158,0.058,0.076,0.024,0.162,0.324,2.396,0.158,-0.198,0.641,233.823,-130.439,2030.005
2015-2045_MAM,308.261,268.190,21.096,30.534,2.676,0.031,0.000,0.031,17.085,371.314,-63.053,217.234,154.181,0.555,0.260,0.160,0.200,1.527,0.032,2.411,0.320,1.846,0.449,1.539,8.825,0.452,0.162,0.241,0.049,0.375,0.980,4.839,0.453,-0.012,0.748,273.022,-453.810,2030.000
2015-2045_JJA,372.723,290.337,29.614,28.312,2.473,0.032,0.000,0.032,27.545,427.374,-54.651,235.173,180.522,0.650,0.336,0.243,0.261,0.147,0.000,0.000,0.000,0.147,0.010,0.136,0.389,0.040,0.005,0.002,0.033,0.012,0.011,3.238,0.040,0.011,0.758,276.577,212.625,2030.000
2015-2045_SON,308.823,218.385,21.294,35.468,2.162,0.026,0.000,0.026,17.194,372.095,-63.272,176.892,113.620,0.409,0.206,0.162,0.149,0.411,0.008,0.024,0.004,0.415,0.049,0.266,2.503,0.047,0.007,0.025,0.015,0.045,0.108,1.521,0.047,0.145,0.624,227.878,113.629,2030.000
2045-2075_annual,315.047,240.724,21.225,34.186,2.455,0.027,0.000,0.027,17.510,374.930,-59.883,194.986,135.104,0.486,0.237,0.168,0.179,0.728,0.152,3.565,0.152,0.880,0.160,0.721,5.344,0.160,0.047,0.079,0.034,0.145,0.332,3.318,0.160,0.007,0.644,235.127,-86.312,
2045-2075_DJF,261.165,178.105,11.384,45.066,2.487,0.027,0.001,0.027,6.499,319.744,-58.579,144.265,85.686,0.308,0.126,0.093,0.092,0.785,0.571,13.297,0.459,1.244,0.205,0.968,10.113,0.164,0.043,0.092,0.029,0.195,0.397,2.917,0.163,-0.183,0.660,240.804,-172.164,2060.000
2045-2075_MAM,310.355,270.518,21.409,30.726,2.637,0.031,0.000,0.031,17.477,373.383,-63.028,219.120,156.091,0.562,0.262,0.163,0.203,1.504,0.029,1.083,0.149,1.653,0.334,1.498,7.814,0.348,0.112,0.183,0.053,0.292,0.748,5.257,0.349,0.005,0.747,272.794,-401.511,2060.000
2045-2075_JJA,376.044,291.576,30.055,27.826,2.515,0.030,0.000,0.030,28.036,430.181,-54.138,236.177,182.039,0.655,0.344,0.249,0.265,0.129,0.000,0.000,0.000,0.129,0.007,0.125,0.340,0.040,0.002,0.004,0.035,0.006,0.015,3.419,0.040,0.003,0.710,259.274,198.973,2060.000
2045-2075_SON,311.548,221.277,21.869,33.326,2.180,0.019,0.000,0.019,17.819,375.351,-63.804,179.234,115.431,0.416,0.215,0.167,0.153,0.492,0.014,0.031,0.006,0.498,0.093,0.292,3.176,0.087,0.032,0.039,0.017,0.088,0.166,1.652,0.086,0.200,0.458,167.005,29.052,2060.000
2070-2100_annual,313.920,240.866,21.111,33.918,2.441,0.028,0.000,0.028,17.378,374.271,-60.351,195.102,134.751,0.485,0.236,0.168,0.178,0.706,0.140,3.421,0.140,0.846,0.161,0.683,5.138,0.160,0.051,0.079,0.031,0.136,0.329,3.048,0.160,0.023,0.675,246.396,-61.327,
2070-2100_DJF,259.428,178.317,11.065,44.415,2.477,0.030,0.001,0.029,6.196,318.379,-58.951,144.437,85.487,0.308,0.125,0.091,0.091,0.756,0.553,12.633,0.398,1.153,0.219,0.873,9.596,0.186,0.064,0.096,0.026,0.185,0.408,2.565,0.185,-0.117,0.725,264.733,-121.494,2084.997
2070-2100_MAM,310.168,271.372,21.467,30.946,2.609,0.034,0.000,0.034,17.521,373.562,-63.394,219.812,156.418,0.563,0.262,0.163,0.204,1.466,0.010,1.182,0.165,1.631,0.344,1.417,7.713,0.349,0.113,0.187,0.050,0.289,0.767,4.911,0.350,0.048,0.812,296.324,-348.907,2085.000
2070-2100_JJA,375.271,291.274,30.049,27.346,2.509,0.029,0.000,0.029,28.012,430.053,-54.782,235.932,181.150,0.652,0.343,0.249,0.263,0.124,0.000,0.000,0.000,0.124,0.005,0.146,0.365,0.036,0.000,0.004,0.032,0.005,0.019,3.180,0.036,-0.022,0.694,253.317,186.576,2085.000
2070-2100_SON,309.715,221.080,21.675,33.158,2.168,0.019,0.000,0.019,17.568,374.009,-64.295,179.075,114.781,0.413,0.213,0.166,0.152,0.478,0.002,0.009,0.001,0.479,0.075,0.294,2.940,0.069,0.026,0.028,0.015,0.066,0.122,1.512,0.069,0.184,0.468,170.743,38.442,2085.000
