,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,318.489,254.809,23.310,27.340,2.874,0.015,0.000,0.015,19.311,383.947,-65.458,206.395,140.937,0.507,0.286,0.187,0.191,0.204,0.000,0.000,0.000,0.204,0.008,0.201,0.946,0.008,0.001,0.003,0.004,0.007,0.015,0.411,0.007,0.003,0.359,130.984,55.183,
2015-2045_DJF,266.599,192.554,13.029,39.038,2.784,0.018,0.000,0.017,8.260,327.568,-60.968,155.969,95.001,0.342,0.154,0.101,0.105,0.324,0.000,0.001,0.000,0.324,0.011,0.359,2.114,0.010,0.000,0.004,0.006,0.011,0.022,0.581,0.009,-0.035,0.422,153.945,19.277,2030.005
2015-2045_MAM,315.250,281.373,23.802,24.598,3.060,0.017,0.000,0.017,19.505,383.571,-68.321,227.912,159.591,0.575,0.309,0.183,0.215,0.237,0.000,0.000,0.000,0.237,0.006,0.235,0.651,0.007,0.000,0.002,0.005,0.006,0.011,0.544,0.007,0.002,0.398,145.177,56.973,2030.000
2015-2045_JJA,378.491,308.586,32.279,19.667,3.041,0.011,0.000,0.011,29.742,439.717,-61.226,249.955,188.729,0.679,0.416,0.276,0.281,0.053,0.000,0.000,0.000,0.053,0.001,0.048,0.098,0.003,0.000,0.000,0.003,0.001,0.003,0.301,0.003,0.005,0.270,98.514,80.060,2030.000
2015-2045_SON,312.551,235.309,23.940,26.272,2.607,0.014,0.000,0.014,19.525,383.845,-71.295,190.600,119.305,0.429,0.262,0.186,0.162,0.204,0.000,0.000,0.000,0.204,0.013,0.164,0.943,0.010,0.003,0.004,0.002,0.011,0.023,0.217,0.009,0.041,0.347,126.697,63.822,2030.000
2045-2075_annual,321.074,256.215,23.716,26.772,2.897,0.014,0.000,0.014,19.762,386.364,-65.290,207.534,142.244,0.512,0.292,0.191,0.194,0.199,0.000,0.000,0.000,0.199,0.007,0.192,0.820,0.007,0.000,0.003,0.004,0.007,0.014,0.367,0.006,0.007,0.338,123.519,51.333,
2045-2075_DJF,267.587,194.144,13.492,38.006,2.804,0.017,0.000,0.017,8.665,329.449,-61.862,157.257,95.394,0.343,0.158,0.103,0.107,0.328,0.000,0.000,0.000,0.328,0.009,0.312,1.763,0.006,0.000,0.002,0.004,0.009,0.014,0.359,0.005,0.016,0.413,150.914,35.293,2060.000
2045-2075_MAM,317.306,283.497,24.106,24.283,3.046,0.016,0.000,0.016,19.903,385.733,-68.427,229.633,161.206,0.580,0.313,0.187,0.218,0.281,0.000,0.000,0.000,0.281,0.013,0.292,0.893,0.013,0.001,0.006,0.006,0.013,0.029,0.563,0.012,-0.011,0.377,137.469,26.478,2060.000
2045-2075_JJA,383.195,307.971,32.660,19.781,3.090,0.013,0.000,0.013,30.222,442.550,-59.356,249.456,190.101,0.684,0.423,0.281,0.284,0.056,0.000,0.000,0.000,0.056,0.001,0.054,0.090,0.003,0.000,0.000,0.003,0.001,0.001,0.340,0.003,0.002,0.308,112.328,91.521,2060.000
2045-2075_SON,315.114,237.852,24.417,25.220,2.643,0.011,0.000,0.011,20.047,386.631,-71.517,192.660,121.144,0.436,0.269,0.190,0.166,0.131,0.000,0.000,0.000,0.131,0.005,0.111,0.551,0.005,0.001,0.002,0.002,0.005,0.011,0.203,0.004,0.020,0.256,93.568,51.734,2060.000
2070-2100_annual,319.903,256.629,23.634,26.192,2.906,0.014,0.000,0.014,19.608,385.554,-65.651,207.870,142.218,0.512,0.293,0.190,0.194,0.208,0.000,0.000,0.000,0.208,0.010,0.198,0.918,0.010,0.001,0.004,0.005,0.011,0.022,0.450,0.009,0.011,0.346,126.448,50.819,
2070-2100_DJF,265.958,193.758,13.203,37.179,2.807,0.020,0.000,0.020,8.379,328.140,-62.182,156.944,94.762,0.341,0.158,0.102,0.106,0.357,0.000,0.000,0.000,0.357,0.014,0.341,1.995,0.012,0.001,0.006,0.005,0.014,0.029,0.507,0.011,0.016,0.475,173.396,44.918,2084.997
2070-2100_MAM,316.758,285.333,24.235,24.170,3.040,0.017,0.000,0.017,19.957,385.957,-69.199,231.120,161.921,0.583,0.316,0.188,0.220,0.280,0.000,0.000,0.000,0.280,0.013,0.281,0.843,0.013,0.001,0.006,0.007,0.013,0.027,0.689,0.013,-0.001,0.407,148.485,40.873,2085.000
2070-2100_JJA,382.811,308.273,32.654,19.076,3.094,0.012,0.000,0.012,30.156,442.161,-59.350,249.701,190.351,0.685,0.425,0.281,0.284,0.051,0.000,0.000,0.000,0.051,0.001,0.050,0.101,0.005,0.000,0.001,0.004,0.001,0.004,0.392,0.004,0.001,0.277,101.086,81.493,2085.000
2070-2100_SON,312.969,237.736,24.248,24.539,2.679,0.010,0.000,0.010,19.723,384.844,-71.875,192.566,120.691,0.434,0.271,0.188,0.165,0.147,0.000,0.000,0.000,0.147,0.013,0.121,0.754,0.011,0.003,0.006,0.002,0.014,0.029,0.212,0.010,0.027,0.228,83.262,35.714,2085.000
