,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,322.421,235.528,21.562,43.563,2.238,0.043,0.000,0.043,18.319,378.517,-56.096,190.778,134.682,0.485,0.218,0.168,0.179,1.433,0.000,0.000,0.000,1.433,0.200,1.238,5.016,0.199,0.066,0.092,0.042,0.170,0.388,4.123,0.199,0.195,1.034,377.574,-146.932,
2015-2045_DJF,263.155,179.118,11.918,52.787,2.153,0.025,0.000,0.025,7.219,322.604,-59.450,145.086,85.636,0.308,0.115,0.094,0.093,1.146,0.000,0.000,0.000,1.146,0.188,1.015,7.401,0.183,0.043,0.102,0.038,0.167,0.426,3.810,0.184,0.131,0.594,216.678,-220.764,2030.005
2015-2045_MAM,317.862,267.975,22.110,36.395,2.346,0.045,0.000,0.045,18.688,379.068,-61.206,217.060,155.854,0.561,0.250,0.166,0.206,2.032,0.000,0.000,0.000,2.032,0.332,1.722,5.669,0.323,0.122,0.153,0.047,0.262,0.635,4.632,0.322,0.309,1.079,393.769,-352.448,2030.000
2015-2045_JJA,387.132,279.420,29.983,39.495,2.425,0.067,0.000,0.067,28.543,432.446,-45.314,226.330,181.016,0.652,0.314,0.246,0.263,1.615,0.000,0.000,0.000,1.615,0.138,1.434,3.318,0.142,0.050,0.049,0.043,0.126,0.222,4.270,0.141,0.181,1.596,582.652,7.873,2030.000
2015-2045_SON,320.369,214.281,22.057,45.775,2.023,0.036,0.000,0.036,18.612,378.874,-58.505,173.568,115.062,0.414,0.191,0.166,0.153,0.929,0.000,0.000,0.000,0.929,0.139,0.771,3.706,0.149,0.048,0.063,0.038,0.125,0.269,3.767,0.150,0.159,0.859,313.395,-22.461,2030.000
2045-2075_annual,325.007,237.853,22.049,42.358,2.252,0.039,0.000,0.039,18.816,381.113,-56.106,192.661,136.555,0.492,0.225,0.173,0.183,1.396,0.000,0.000,0.000,1.396,0.194,1.202,4.721,0.194,0.066,0.089,0.040,0.165,0.373,3.977,0.194,0.194,0.935,341.287,-168.519,
2045-2075_DJF,264.953,180.103,12.459,52.051,2.151,0.026,0.000,0.026,7.712,324.875,-59.922,145.883,85.961,0.309,0.119,0.097,0.094,1.168,0.000,0.000,0.000,1.168,0.191,0.953,6.699,0.176,0.057,0.084,0.035,0.168,0.355,3.492,0.176,0.215,0.630,230.113,-181.736,2060.000
2045-2075_MAM,320.374,270.194,22.409,36.972,2.326,0.046,0.000,0.046,19.086,381.190,-60.816,218.857,158.041,0.569,0.253,0.169,0.210,2.133,0.000,0.000,0.000,2.133,0.394,1.799,6.176,0.387,0.151,0.189,0.047,0.318,0.772,4.697,0.387,0.334,1.096,399.960,-397.897,2060.000
2045-2075_JJA,390.284,281.866,30.468,38.254,2.467,0.058,0.000,0.058,28.999,435.048,-44.764,228.311,183.547,0.661,0.324,0.252,0.268,1.416,0.000,0.000,0.000,1.416,0.101,1.299,2.849,0.112,0.032,0.038,0.042,0.089,0.175,4.149,0.113,0.117,1.389,506.828,-8.327,2060.000
2045-2075_SON,323.239,217.919,22.680,42.341,2.060,0.026,0.000,0.026,19.256,382.266,-59.027,176.514,117.487,0.423,0.203,0.172,0.158,0.859,0.000,0.000,0.000,0.859,0.091,0.750,3.182,0.100,0.022,0.043,0.036,0.082,0.188,3.558,0.100,0.109,0.616,224.836,-85.468,2060.000
2070-2100_annual,324.072,238.021,21.918,42.585,2.242,0.041,0.000,0.041,18.691,380.493,-56.421,192.797,136.376,0.491,0.224,0.172,0.182,1.483,0.000,0.000,0.000,1.483,0.240,1.241,5.183,0.239,0.089,0.108,0.042,0.192,0.452,4.196,0.239,0.241,0.993,362.356,-178.050,
2070-2100_DJF,263.325,180.872,12.102,52.443,2.150,0.030,0.000,0.030,7.425,323.561,-60.235,146.506,86.271,0.311,0.117,0.095,0.094,1.294,0.000,0.000,0.000,1.294,0.265,1.020,7.491,0.254,0.094,0.123,0.037,0.216,0.512,3.659,0.253,0.274,0.718,261.971,-202.617,2084.997
2070-2100_MAM,319.983,270.859,22.378,37.701,2.315,0.049,0.000,0.049,19.072,381.085,-61.102,219.396,158.294,0.570,0.251,0.168,0.210,2.114,0.000,0.000,0.000,2.114,0.400,1.756,6.170,0.395,0.149,0.195,0.051,0.308,0.797,5.065,0.395,0.358,1.186,432.855,-352.472,2085.000
2070-2100_JJA,390.109,281.215,30.522,37.645,2.459,0.056,0.000,0.056,29.033,435.253,-45.145,227.784,182.640,0.658,0.324,0.252,0.267,1.506,0.000,0.000,0.000,1.506,0.112,1.384,3.254,0.119,0.025,0.050,0.044,0.111,0.224,4.364,0.119,0.122,1.337,488.076,-60.562,2085.000
2070-2100_SON,321.673,217.817,22.489,42.742,2.040,0.030,0.000,0.030,19.020,380.982,-59.309,176.432,117.122,0.422,0.200,0.170,0.157,1.009,0.000,0.000,0.000,1.009,0.183,0.797,3.847,0.189,0.087,0.065,0.037,0.134,0.274,3.682,0.189,0.212,0.722,263.510,-96.134,2085.000
