,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,311.778,222.763,18.556,45.227,2.086,0.071,0.001,0.071,15.324,363.516,-51.739,180.438,128.699,0.463,0.191,0.145,0.164,0.535,0.038,0.487,0.038,0.573,0.073,0.504,3.907,0.073,0.014,0.037,0.022,0.067,0.162,2.177,0.073,0.032,1.712,624.914,414.345,
2015-2045_DJF,255.719,161.113,8.859,53.603,2.205,0.059,0.003,0.056,4.184,309.093,-53.374,130.502,77.127,0.278,0.096,0.080,0.077,0.797,0.151,1.963,0.151,0.948,0.153,0.836,9.543,0.129,0.033,0.074,0.022,0.139,0.328,2.173,0.129,-0.039,1.411,514.885,162.642,2030.005
2015-2045_MAM,310.002,245.861,18.626,47.022,2.191,0.104,0.000,0.103,15.469,362.831,-52.829,199.147,146.318,0.527,0.201,0.139,0.182,1.030,0.001,0.006,0.002,1.032,0.115,0.972,4.424,0.119,0.020,0.063,0.035,0.106,0.267,3.494,0.119,0.058,2.485,907.093,509.017,2030.000
2015-2045_JJA,373.334,279.160,27.339,35.777,2.053,0.077,0.000,0.077,25.861,417.574,-44.240,226.120,181.880,0.655,0.295,0.216,0.257,0.040,0.000,0.000,0.000,0.040,0.002,0.036,0.101,0.022,0.000,0.000,0.021,0.002,0.003,2.079,0.022,0.004,1.855,676.919,655.807,2030.000
2015-2045_SON,306.923,203.520,19.220,44.662,1.896,0.045,0.000,0.045,15.571,363.519,-56.596,164.851,108.255,0.390,0.171,0.144,0.138,0.277,0.001,0.002,0.000,0.277,0.024,0.174,1.644,0.023,0.002,0.011,0.010,0.022,0.051,0.947,0.023,0.102,1.085,396.148,324.081,2030.000
2045-2075_annual,314.394,224.996,19.091,44.323,2.077,0.069,0.001,0.069,15.881,366.363,-51.968,182.247,130.279,0.469,0.196,0.149,0.167,0.572,0.023,0.292,0.023,0.595,0.077,0.518,3.808,0.077,0.018,0.037,0.022,0.072,0.161,2.198,0.077,0.054,1.666,608.115,390.879,
2045-2075_DJF,257.520,161.438,9.500,53.099,2.177,0.060,0.002,0.058,4.748,311.584,-54.064,130.765,76.701,0.276,0.099,0.082,0.078,0.854,0.091,1.172,0.088,0.942,0.122,0.801,8.256,0.099,0.022,0.054,0.023,0.116,0.246,2.270,0.099,0.053,1.433,523.013,194.532,2060.000
2045-2075_MAM,312.297,248.034,18.922,47.494,2.163,0.108,0.000,0.108,15.846,364.786,-52.489,200.908,148.419,0.534,0.203,0.141,0.186,1.034,0.003,0.010,0.005,1.039,0.133,1.009,4.647,0.141,0.036,0.070,0.035,0.117,0.297,3.446,0.141,0.024,2.603,950.248,530.437,2060.000
2045-2075_JJA,376.618,283.148,27.962,34.156,2.058,0.068,0.000,0.068,26.514,421.277,-44.659,229.350,184.691,0.665,0.304,0.224,0.262,0.041,0.000,0.000,0.000,0.041,0.002,0.042,0.112,0.023,0.001,0.001,0.021,0.002,0.005,2.067,0.023,-0.000,1.631,595.411,571.938,2060.000
2045-2075_SON,309.997,205.933,19.802,42.695,1.909,0.041,0.000,0.041,16.206,366.751,-56.754,166.805,110.051,0.396,0.178,0.148,0.141,0.361,0.000,0.001,0.000,0.361,0.053,0.222,2.288,0.047,0.015,0.022,0.010,0.054,0.097,0.997,0.047,0.139,0.985,359.445,261.416,2060.000
2070-2100_annual,313.227,225.005,18.944,44.288,2.070,0.072,0.001,0.071,15.743,365.678,-52.451,182.254,129.803,0.467,0.195,0.148,0.166,0.521,0.027,0.269,0.027,0.548,0.068,0.477,3.537,0.068,0.013,0.035,0.020,0.064,0.149,2.014,0.068,0.044,1.730,631.594,432.732,
2070-2100_DJF,255.850,162.730,9.139,53.043,2.168,0.064,0.003,0.061,4.469,310.357,-54.507,131.811,77.304,0.278,0.097,0.081,0.077,0.802,0.109,1.089,0.108,0.910,0.132,0.750,8.012,0.108,0.026,0.062,0.020,0.126,0.271,1.934,0.107,0.051,1.533,559.438,246.413,2084.997
2070-2100_MAM,311.844,248.870,18.950,47.362,2.152,0.108,0.000,0.108,15.855,364.786,-52.942,201.585,148.643,0.535,0.204,0.141,0.187,0.930,0.001,0.002,0.001,0.931,0.106,0.904,4.146,0.113,0.018,0.061,0.034,0.098,0.261,3.328,0.113,0.025,2.598,948.300,576.817,2085.000
2070-2100_JJA,375.459,281.635,27.919,33.763,2.063,0.069,0.000,0.069,26.448,420.914,-45.455,228.125,182.670,0.658,0.303,0.223,0.259,0.039,0.000,0.000,0.000,0.039,0.001,0.050,0.105,0.020,0.000,0.000,0.019,0.001,0.002,1.907,0.020,-0.011,1.647,601.044,575.651,2085.000
2070-2100_SON,308.598,205.369,19.585,43.141,1.896,0.047,0.000,0.047,15.983,365.588,-56.990,166.349,109.359,0.394,0.175,0.147,0.140,0.315,0.000,0.000,0.000,0.315,0.035,0.205,1.955,0.032,0.009,0.015,0.009,0.034,0.065,0.874,0.032,0.110,1.134,413.834,327.307,2085.000
