,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,290.370,257.152,19.082,30.599,2.805,0.022,0.000,0.022,14.610,359.514,-69.144,208.293,139.149,0.501,0.247,0.148,0.178,0.404,0.003,0.012,0.003,0.407,0.029,0.382,1.630,0.029,0.010,0.010,0.010,0.025,0.046,0.941,0.029,0.022,0.529,192.963,42.960,
2015-2045_DJF,242.646,196.097,9.087,42.772,2.859,0.024,0.001,0.023,4.018,308.109,-65.463,158.838,93.375,0.336,0.129,0.080,0.094,0.317,0.012,0.050,0.012,0.329,0.016,0.363,2.467,0.018,0.000,0.007,0.011,0.016,0.034,1.132,0.018,-0.046,0.573,208.972,70.088,2030.005
2015-2045_MAM,287.626,284.746,19.395,27.277,3.088,0.023,0.000,0.023,14.726,358.823,-71.197,230.645,159.447,0.574,0.272,0.144,0.201,0.369,0.000,0.000,0.000,0.369,0.014,0.352,1.073,0.016,0.000,0.007,0.009,0.014,0.033,0.912,0.016,0.016,0.564,205.761,71.323,2030.000
2015-2045_JJA,343.586,308.914,28.011,22.165,2.745,0.020,0.000,0.020,24.727,410.900,-67.314,250.220,182.907,0.658,0.358,0.221,0.260,0.506,0.000,0.000,0.000,0.506,0.027,0.463,1.172,0.023,0.008,0.007,0.007,0.023,0.037,0.732,0.022,0.043,0.480,175.361,-1.550,2030.000
2015-2045_SON,286.660,237.459,19.647,30.417,2.526,0.021,0.000,0.021,14.765,359.230,-72.570,192.342,119.772,0.431,0.226,0.147,0.153,0.423,0.000,0.000,0.000,0.423,0.061,0.350,1.827,0.060,0.033,0.017,0.010,0.048,0.080,0.994,0.060,0.073,0.498,181.946,32.389,2030.000
2045-2075_annual,292.736,258.795,19.522,29.933,2.827,0.021,0.000,0.021,15.043,361.705,-68.969,209.624,140.655,0.506,0.252,0.152,0.181,0.367,0.004,0.022,0.004,0.370,0.025,0.345,1.346,0.025,0.008,0.008,0.008,0.020,0.040,0.831,0.025,0.021,0.497,181.416,46.432,
2045-2075_DJF,243.757,197.530,9.603,41.671,2.885,0.024,0.001,0.023,4.429,309.934,-66.176,159.999,93.823,0.338,0.133,0.082,0.096,0.320,0.014,0.091,0.014,0.334,0.014,0.320,2.010,0.014,0.000,0.005,0.008,0.014,0.027,0.839,0.013,0.001,0.571,208.448,86.930,2060.000
2045-2075_MAM,289.260,286.855,19.707,27.204,3.061,0.023,0.000,0.023,15.075,360.615,-71.355,232.353,160.997,0.580,0.275,0.147,0.204,0.333,0.000,0.000,0.001,0.334,0.014,0.339,1.039,0.016,0.001,0.006,0.009,0.014,0.030,0.878,0.016,-0.006,0.546,199.142,69.645,2060.000
2045-2075_JJA,348.000,309.241,28.416,22.139,2.803,0.021,0.000,0.021,25.178,413.408,-65.409,250.486,185.077,0.666,0.366,0.226,0.265,0.511,0.000,0.000,0.000,0.511,0.031,0.465,1.128,0.026,0.007,0.012,0.007,0.026,0.057,0.671,0.025,0.046,0.511,186.389,7.383,2060.000
2045-2075_SON,288.940,240.170,20.177,28.935,2.558,0.015,0.000,0.015,15.289,361.866,-72.926,194.538,121.612,0.438,0.234,0.151,0.157,0.300,0.000,0.000,0.000,0.300,0.041,0.256,1.219,0.044,0.025,0.010,0.009,0.027,0.046,0.938,0.044,0.044,0.361,131.666,22.288,2060.000
2070-2100_annual,291.604,259.066,19.425,29.423,2.818,0.022,0.000,0.021,14.911,361.058,-69.453,209.843,140.390,0.505,0.253,0.151,0.180,0.389,0.004,0.015,0.004,0.393,0.024,0.368,1.491,0.024,0.004,0.010,0.010,0.023,0.048,0.945,0.024,0.021,0.519,189.324,46.389,
2070-2100_DJF,242.060,197.335,9.305,40.757,2.876,0.027,0.001,0.026,4.139,308.660,-66.601,159.842,93.241,0.336,0.133,0.081,0.094,0.368,0.015,0.059,0.015,0.382,0.027,0.351,2.337,0.025,0.005,0.012,0.009,0.026,0.053,0.877,0.025,0.016,0.643,234.793,97.551,2084.997
2070-2100_MAM,289.085,288.164,19.797,27.302,3.031,0.025,0.000,0.025,15.132,360.858,-71.773,233.413,161.640,0.582,0.276,0.147,0.205,0.401,0.000,0.000,0.000,0.401,0.021,0.395,1.269,0.023,0.001,0.010,0.011,0.021,0.050,1.098,0.022,0.006,0.607,221.377,69.114,2085.000
2070-2100_JJA,346.927,309.411,28.415,21.424,2.791,0.020,0.000,0.020,25.139,413.189,-66.262,250.623,184.361,0.664,0.366,0.226,0.264,0.500,0.000,0.000,0.000,0.500,0.031,0.449,1.123,0.029,0.009,0.011,0.008,0.031,0.054,0.835,0.028,0.051,0.483,176.398,2.393,2085.000
2070-2100_SON,287.344,239.954,19.993,28.418,2.573,0.014,0.000,0.014,15.027,360.508,-73.164,194.363,121.199,0.436,0.234,0.149,0.156,0.289,0.000,0.000,0.000,0.289,0.017,0.276,1.249,0.020,0.002,0.008,0.010,0.016,0.036,0.971,0.019,0.013,0.342,124.907,17.168,2085.000
