,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,330.640,251.455,24.752,23.967,4.873,0.009,0.000,0.009,20.117,388.008,-57.368,203.678,146.310,0.527,0.389,0.204,0.204,0.176,0.000,0.000,0.000,0.177,0.006,0.175,0.893,0.006,0.000,0.002,0.004,0.006,0.012,0.357,0.005,0.002,0.223,81.431,15.709,
2015-2045_DJF,278.387,181.043,13.222,36.952,4.154,0.016,0.000,0.016,9.272,332.200,-53.813,146.644,92.831,0.334,0.181,0.102,0.103,0.323,0.001,0.001,0.001,0.324,0.014,0.347,2.255,0.011,0.001,0.005,0.005,0.014,0.026,0.477,0.011,-0.024,0.385,140.433,9.618,2030.005
2015-2045_MAM,331.521,272.713,25.068,24.112,4.623,0.013,0.000,0.013,20.748,390.015,-58.495,220.898,162.403,0.585,0.374,0.196,0.223,0.245,0.000,0.000,0.000,0.245,0.006,0.244,0.707,0.007,0.000,0.002,0.005,0.006,0.011,0.513,0.006,0.000,0.309,112.806,21.303,2030.000
2015-2045_JJA,390.125,319.398,35.374,12.482,6.073,0.000,0.000,0.000,30.337,443.200,-53.076,258.713,205.637,0.740,0.635,0.319,0.315,0.004,0.000,0.000,0.000,0.004,0.000,0.004,0.007,0.003,0.000,0.000,0.003,0.000,0.000,0.285,0.002,-0.000,0.008,2.792,0.573,2030.000
2015-2045_SON,321.418,231.085,25.126,22.557,4.628,0.008,0.000,0.008,19.899,385.512,-64.094,187.179,123.085,0.443,0.361,0.198,0.171,0.136,0.000,0.000,0.000,0.136,0.005,0.105,0.628,0.003,0.000,0.002,0.002,0.005,0.010,0.153,0.002,0.030,0.194,70.716,31.393,2030.000
2045-2075_annual,333.708,252.326,25.107,23.908,4.869,0.010,0.000,0.010,20.575,390.536,-56.829,204.384,147.556,0.531,0.393,0.208,0.206,0.196,0.000,0.000,0.000,0.196,0.006,0.190,0.891,0.006,0.000,0.002,0.003,0.006,0.012,0.342,0.005,0.006,0.231,84.305,13.033,
2045-2075_DJF,279.377,182.224,13.546,36.601,4.088,0.015,0.000,0.015,9.588,333.690,-54.313,147.601,93.288,0.336,0.183,0.104,0.104,0.313,0.000,0.000,0.000,0.313,0.007,0.311,1.879,0.006,0.001,0.002,0.003,0.008,0.012,0.345,0.005,0.002,0.349,127.553,12.348,2060.000
2045-2075_MAM,333.004,274.960,25.363,24.543,4.610,0.017,0.000,0.017,21.136,392.132,-59.128,222.718,163.589,0.589,0.375,0.199,0.226,0.322,0.000,0.000,0.000,0.322,0.009,0.328,0.959,0.009,0.000,0.003,0.005,0.009,0.018,0.517,0.008,-0.006,0.398,145.157,22.559,2060.000
2045-2075_JJA,397.465,318.062,35.818,12.429,6.150,0.000,0.000,0.000,30.974,447.034,-49.569,257.631,208.061,0.749,0.646,0.326,0.320,0.005,0.000,0.000,0.000,0.005,0.000,0.005,0.010,0.003,0.000,0.000,0.003,0.000,0.000,0.322,0.002,-0.000,0.010,3.537,0.738,2060.000
2045-2075_SON,323.829,232.491,25.483,22.287,4.611,0.007,0.000,0.007,20.389,388.166,-64.337,188.318,123.981,0.446,0.363,0.201,0.173,0.146,0.000,0.000,0.000,0.146,0.006,0.119,0.734,0.005,0.001,0.003,0.002,0.006,0.016,0.184,0.004,0.027,0.169,61.560,16.512,2060.000
2070-2100_annual,331.585,253.160,25.007,23.156,4.945,0.009,0.000,0.009,20.334,389.207,-57.622,205.059,147.438,0.531,0.398,0.207,0.206,0.160,0.000,0.000,0.000,0.160,0.004,0.155,0.745,0.004,0.000,0.001,0.003,0.004,0.009,0.282,0.004,0.005,0.212,77.562,19.529,
2070-2100_DJF,276.983,182.997,13.281,35.165,4.155,0.014,0.000,0.014,9.287,332.311,-55.328,148.228,92.900,0.334,0.185,0.102,0.103,0.282,0.000,0.000,0.000,0.282,0.007,0.282,1.741,0.006,0.000,0.002,0.003,0.007,0.015,0.310,0.005,-0.000,0.337,122.826,18.069,2084.997
2070-2100_MAM,331.601,277.916,25.538,23.748,4.590,0.015,0.000,0.015,21.162,392.199,-60.599,225.112,164.514,0.592,0.382,0.201,0.227,0.248,0.000,0.000,0.000,0.248,0.007,0.252,0.759,0.007,0.000,0.002,0.004,0.007,0.013,0.440,0.006,-0.004,0.351,128.197,33.874,2085.000
2070-2100_JJA,395.325,317.177,35.647,12.300,6.247,0.001,0.000,0.001,30.640,445.009,-49.684,256.914,207.229,0.746,0.650,0.323,0.318,0.007,0.000,0.000,0.000,0.007,0.000,0.009,0.014,0.003,0.000,0.000,0.003,0.000,0.000,0.257,0.001,-0.002,0.017,6.086,2.395,2085.000
2070-2100_SON,321.266,232.976,25.339,21.627,4.771,0.006,0.000,0.006,20.032,386.177,-64.911,188.710,123.799,0.446,0.370,0.199,0.172,0.105,0.000,0.000,0.000,0.105,0.003,0.080,0.484,0.003,0.000,0.001,0.001,0.003,0.007,0.121,0.002,0.025,0.147,53.755,23.796,2085.000
