,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,322.554,252.423,24.262,23.326,3.178,0.013,0.000,0.013,19.995,387.557,-65.004,204.463,139.459,0.502,0.316,0.198,0.192,0.213,0.000,0.000,0.000,0.213,0.008,0.209,1.096,0.008,0.000,0.003,0.005,0.008,0.015,0.504,0.007,0.004,0.305,111.452,32.558,
2015-2045_DJF,270.832,183.898,12.818,37.007,2.873,0.021,0.000,0.021,8.435,328.259,-57.427,148.958,91.531,0.330,0.156,0.099,0.101,0.384,0.000,0.000,0.000,0.384,0.017,0.409,2.712,0.013,0.000,0.006,0.007,0.017,0.032,0.689,0.013,-0.025,0.510,185.970,32.076,2030.005
2015-2045_MAM,319.776,275.564,24.573,22.808,3.300,0.016,0.000,0.016,20.269,387.487,-67.711,223.207,155.496,0.560,0.324,0.191,0.212,0.292,0.000,0.000,0.000,0.292,0.007,0.293,0.871,0.009,0.000,0.002,0.007,0.007,0.012,0.730,0.009,-0.001,0.379,138.393,28.259,2030.000
2015-2045_JJA,384.265,315.696,34.681,12.167,3.637,0.002,0.000,0.002,30.900,446.296,-62.032,255.714,193.682,0.697,0.493,0.308,0.295,0.010,0.000,0.000,0.000,0.010,0.000,0.009,0.018,0.004,0.000,0.000,0.004,0.000,0.000,0.391,0.003,0.000,0.052,19.142,14.664,2030.000
2015-2045_SON,314.254,233.002,24.760,21.569,2.893,0.012,0.000,0.012,20.156,387.037,-72.783,188.732,115.949,0.417,0.286,0.194,0.160,0.167,0.000,0.000,0.000,0.167,0.008,0.128,0.810,0.005,0.001,0.003,0.002,0.008,0.014,0.207,0.004,0.040,0.284,103.657,55.472,2030.000
2045-2075_annual,325.931,253.254,24.644,23.003,3.156,0.013,0.000,0.013,20.505,390.326,-64.396,205.136,140.740,0.507,0.319,0.203,0.195,0.223,0.000,0.000,0.000,0.223,0.007,0.216,1.053,0.007,0.000,0.003,0.004,0.008,0.014,0.438,0.007,0.007,0.312,113.935,32.824,
2045-2075_DJF,271.637,185.251,13.220,36.080,2.864,0.021,0.000,0.021,8.839,330.147,-58.510,150.053,91.543,0.330,0.160,0.101,0.102,0.374,0.000,0.001,0.000,0.375,0.010,0.357,2.286,0.007,0.000,0.003,0.004,0.010,0.018,0.421,0.006,0.017,0.502,183.191,50.612,2060.000
2045-2075_MAM,321.477,277.557,24.860,23.073,3.220,0.019,0.000,0.019,20.744,390.089,-68.612,224.821,156.209,0.562,0.322,0.194,0.214,0.355,0.000,0.000,0.000,0.355,0.014,0.369,1.150,0.014,0.001,0.006,0.007,0.014,0.029,0.702,0.013,-0.014,0.462,168.591,29.061,2060.000
2045-2075_JJA,391.961,314.124,35.084,12.214,3.656,0.003,0.000,0.003,31.471,449.714,-57.753,254.441,196.688,0.708,0.500,0.314,0.301,0.015,0.000,0.000,0.000,0.015,0.000,0.015,0.029,0.004,0.000,0.000,0.004,0.000,0.000,0.409,0.003,0.000,0.069,25.071,18.326,2060.000
2045-2075_SON,317.508,234.569,25.196,20.875,2.876,0.009,0.000,0.009,20.744,390.193,-72.685,190.001,117.315,0.422,0.290,0.198,0.163,0.150,0.000,0.000,0.000,0.150,0.005,0.123,0.770,0.005,0.001,0.002,0.002,0.006,0.010,0.218,0.004,0.027,0.219,79.852,33.649,2060.000
2070-2100_annual,324.099,253.366,24.555,22.175,3.174,0.013,0.000,0.013,20.343,389.456,-65.357,205.226,139.869,0.504,0.320,0.202,0.194,0.198,0.000,0.000,0.000,0.198,0.009,0.189,0.953,0.009,0.001,0.003,0.004,0.008,0.018,0.415,0.008,0.009,0.307,111.890,40.042,
2070-2100_DJF,269.435,185.563,12.936,34.583,2.890,0.022,0.000,0.022,8.555,328.845,-59.410,150.306,90.896,0.327,0.160,0.100,0.101,0.355,0.000,0.000,0.000,0.355,0.011,0.340,2.151,0.007,0.000,0.003,0.004,0.011,0.019,0.444,0.007,0.016,0.528,192.597,66.276,2084.997
2070-2100_MAM,320.847,279.024,25.040,22.389,3.214,0.018,0.000,0.018,20.841,390.534,-69.686,226.009,156.323,0.563,0.327,0.195,0.214,0.293,0.000,0.000,0.000,0.293,0.012,0.302,0.954,0.013,0.000,0.006,0.007,0.011,0.028,0.667,0.012,-0.009,0.427,155.862,41.089,2085.000
2070-2100_JJA,389.796,313.189,35.009,11.718,3.647,0.002,0.000,0.002,31.346,448.960,-59.164,253.683,194.519,0.700,0.499,0.313,0.297,0.013,0.000,0.000,0.000,0.013,0.000,0.016,0.027,0.004,0.000,0.000,0.004,0.000,0.000,0.369,0.003,-0.003,0.060,21.886,14.976,2085.000
2070-2100_SON,315.165,234.172,25.016,20.227,2.935,0.009,0.000,0.009,20.405,388.303,-73.138,189.679,116.541,0.420,0.293,0.196,0.161,0.134,0.000,0.000,0.000,0.134,0.013,0.100,0.699,0.011,0.004,0.005,0.002,0.009,0.023,0.179,0.010,0.034,0.215,78.406,38.314,2085.000
