,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,364.886,239.642,25.951,45.868,3.062,0.016,0.000,0.016,23.496,405.137,-40.251,194.110,153.859,0.554,0.276,0.205,0.217,0.261,0.000,0.000,0.000,0.261,0.023,0.243,0.815,0.023,0.010,0.007,0.005,0.022,0.033,0.515,0.022,0.018,0.379,138.354,41.778,
2015-2045_DJF,307.188,185.444,18.952,57.048,2.552,0.010,0.000,0.010,15.255,361.047,-53.859,150.210,96.351,0.347,0.154,0.138,0.121,0.149,0.000,0.000,0.000,0.149,0.003,0.176,0.915,0.006,0.000,0.000,0.005,0.003,0.004,0.537,0.005,-0.028,0.243,88.624,22.300,2030.005
2015-2045_MAM,355.892,276.280,26.600,32.029,3.055,0.011,0.000,0.011,23.492,404.224,-48.332,223.787,175.455,0.632,0.329,0.207,0.246,0.189,0.000,0.000,0.000,0.189,0.005,0.180,0.415,0.005,0.000,0.001,0.004,0.005,0.008,0.372,0.004,0.009,0.267,97.542,30.348,2030.000
2015-2045_JJA,433.121,278.258,31.948,46.369,4.011,0.022,0.000,0.022,31.599,450.152,-17.032,225.389,208.357,0.750,0.378,0.270,0.309,0.399,0.000,0.000,0.000,0.399,0.041,0.343,0.909,0.034,0.017,0.013,0.004,0.040,0.062,0.380,0.033,0.056,0.533,194.600,57.416,2030.000
2015-2045_SON,362.204,217.299,26.171,48.269,2.617,0.020,0.000,0.020,23.477,404.267,-42.063,176.013,133.949,0.482,0.238,0.203,0.188,0.305,0.000,0.000,0.000,0.305,0.042,0.270,1.026,0.045,0.024,0.013,0.008,0.042,0.058,0.773,0.045,0.035,0.471,172.056,56.835,2030.000
2045-2075_annual,367.158,241.796,26.311,44.230,3.092,0.012,0.000,0.012,23.931,407.556,-40.398,195.855,155.457,0.560,0.283,0.208,0.220,0.192,0.000,0.000,0.000,0.192,0.007,0.184,0.563,0.007,0.001,0.003,0.004,0.007,0.014,0.348,0.007,0.007,0.292,106.579,36.954,
2045-2075_DJF,308.690,187.915,19.423,54.270,2.558,0.010,0.000,0.010,15.658,363.063,-54.373,152.211,97.838,0.352,0.162,0.141,0.124,0.146,0.000,0.000,0.000,0.146,0.003,0.140,0.646,0.004,0.000,0.001,0.004,0.003,0.006,0.357,0.004,0.005,0.238,86.889,34.214,2060.000
2045-2075_MAM,358.244,278.034,26.808,31.926,3.058,0.009,0.000,0.009,23.758,405.707,-47.462,225.207,177.745,0.640,0.333,0.209,0.250,0.150,0.000,0.000,0.000,0.150,0.003,0.149,0.356,0.004,0.000,0.001,0.003,0.003,0.005,0.308,0.003,0.001,0.212,77.504,21.976,2060.000
2045-2075_JJA,434.391,278.999,32.246,46.101,4.112,0.017,0.000,0.017,32.082,453.013,-18.622,225.989,207.367,0.747,0.382,0.274,0.309,0.277,0.000,0.000,0.000,0.277,0.011,0.259,0.528,0.008,0.001,0.005,0.002,0.011,0.023,0.236,0.007,0.018,0.417,152.090,54.870,2060.000
2045-2075_SON,366.168,220.973,26.636,44.824,2.624,0.012,0.000,0.012,24.069,407.586,-41.417,178.988,137.571,0.495,0.251,0.208,0.194,0.193,0.000,0.000,0.000,0.193,0.012,0.187,0.724,0.013,0.004,0.005,0.005,0.012,0.022,0.493,0.012,0.006,0.300,109.486,36.701,2060.000
2070-2100_annual,366.506,241.944,26.207,44.422,3.095,0.013,0.000,0.013,23.828,407.002,-40.495,195.975,155.479,0.560,0.282,0.207,0.219,0.208,0.000,0.000,0.000,0.208,0.007,0.201,0.607,0.007,0.000,0.003,0.004,0.007,0.014,0.370,0.006,0.007,0.319,116.436,40.859,
2070-2100_DJF,307.243,188.026,19.162,54.319,2.555,0.013,0.000,0.013,15.421,361.890,-54.647,152.301,97.654,0.352,0.160,0.139,0.123,0.184,0.000,0.000,0.000,0.184,0.006,0.178,0.829,0.006,0.000,0.002,0.004,0.006,0.013,0.348,0.005,0.006,0.304,110.803,43.923,2084.997
2070-2100_MAM,358.229,279.352,26.842,32.888,3.030,0.013,0.000,0.013,23.813,405.993,-47.765,226.275,178.510,0.643,0.331,0.209,0.251,0.217,0.000,0.000,0.000,0.217,0.008,0.209,0.522,0.008,0.002,0.002,0.004,0.007,0.013,0.403,0.007,0.007,0.303,110.524,31.451,2085.000
2070-2100_JJA,435.054,278.034,32.212,45.902,4.154,0.016,0.000,0.016,32.064,452.900,-17.847,225.207,207.361,0.746,0.383,0.273,0.308,0.232,0.000,0.000,0.000,0.232,0.006,0.220,0.421,0.005,0.000,0.002,0.003,0.006,0.011,0.331,0.005,0.012,0.379,138.279,56.169,2085.000
2070-2100_SON,364.334,221.099,26.480,44.774,2.625,0.012,0.000,0.012,23.850,406.346,-42.012,179.090,137.078,0.493,0.250,0.206,0.193,0.199,0.000,0.000,0.000,0.199,0.009,0.196,0.661,0.008,0.000,0.004,0.004,0.009,0.021,0.399,0.007,0.004,0.290,105.915,31.853,2085.000
