,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,354.330,246.735,25.417,43.829,3.997,0.012,0.000,0.012,22.032,396.839,-42.510,199.856,157.346,0.566,0.296,0.197,0.219,0.252,0.000,0.000,0.000,0.252,0.021,0.235,0.930,0.021,0.009,0.008,0.005,0.019,0.035,0.491,0.021,0.017,0.282,103.062,9.786,
2015-2045_DJF,302.976,197.072,19.888,41.060,3.746,0.010,0.000,0.010,15.130,360.422,-57.446,159.629,102.183,0.368,0.215,0.145,0.130,0.316,0.000,0.000,0.000,0.316,0.018,0.342,1.709,0.018,0.003,0.009,0.006,0.020,0.044,0.583,0.018,-0.026,0.250,91.289,-40.016,2030.005
2015-2045_MAM,345.055,275.757,25.879,35.703,4.212,0.016,0.000,0.016,22.135,396.840,-51.785,223.363,171.579,0.618,0.344,0.199,0.239,0.368,0.000,0.000,0.000,0.368,0.035,0.334,1.015,0.034,0.015,0.013,0.006,0.029,0.057,0.605,0.034,0.034,0.396,144.509,10.329,2030.000
2015-2045_JJA,416.685,282.969,29.507,57.762,4.482,0.007,0.000,0.007,28.139,429.956,-13.271,229.205,215.934,0.777,0.341,0.239,0.312,0.110,0.000,0.000,0.000,0.110,0.019,0.092,0.213,0.023,0.015,0.003,0.005,0.015,0.012,0.485,0.021,0.018,0.162,59.084,17.864,2030.000
2015-2045_SON,351.583,230.003,26.295,40.704,3.536,0.013,0.000,0.013,22.596,399.466,-47.883,186.302,138.419,0.498,0.283,0.204,0.194,0.216,0.000,0.000,0.000,0.216,0.013,0.174,0.798,0.010,0.001,0.006,0.003,0.013,0.027,0.290,0.009,0.042,0.321,117.292,50.450,2030.000
2045-2075_annual,356.921,248.451,25.705,42.738,4.070,0.010,0.000,0.010,22.290,398.243,-41.321,201.245,159.924,0.576,0.305,0.200,0.224,0.229,0.000,0.000,0.000,0.229,0.016,0.213,0.772,0.016,0.007,0.005,0.004,0.013,0.022,0.397,0.015,0.016,0.239,87.230,4.095,
2045-2075_DJF,303.722,199.430,20.219,39.588,3.787,0.010,0.000,0.010,15.407,361.804,-58.082,161.539,103.457,0.372,0.222,0.147,0.132,0.276,0.000,0.000,0.000,0.276,0.006,0.283,1.223,0.007,0.000,0.002,0.004,0.006,0.013,0.400,0.006,-0.007,0.229,83.504,-21.797,2060.000
2045-2075_MAM,346.378,277.465,26.100,34.771,4.344,0.013,0.000,0.013,22.290,397.704,-51.326,224.747,173.421,0.624,0.353,0.202,0.242,0.324,0.000,0.000,0.000,0.324,0.017,0.313,0.908,0.015,0.001,0.009,0.005,0.017,0.042,0.514,0.014,0.012,0.304,110.993,-8.382,2060.000
2045-2075_JJA,422.466,282.753,29.770,57.176,4.522,0.006,0.000,0.006,28.450,431.740,-9.274,229.030,219.756,0.791,0.349,0.243,0.319,0.089,0.000,0.000,0.000,0.089,0.001,0.087,0.163,0.004,0.000,0.000,0.004,0.001,0.002,0.389,0.003,0.002,0.152,55.369,22.402,2060.000
2045-2075_SON,354.063,233.042,26.637,39.321,3.618,0.011,0.000,0.011,22.886,401.052,-46.988,188.764,141.776,0.510,0.294,0.207,0.200,0.226,0.000,0.000,0.000,0.226,0.040,0.169,0.801,0.038,0.028,0.007,0.003,0.027,0.032,0.284,0.037,0.057,0.272,99.112,23.870,2060.000
2070-2100_annual,355.188,249.436,25.639,42.360,4.077,0.009,0.000,0.009,22.182,397.659,-42.471,202.043,159.572,0.574,0.306,0.200,0.223,0.212,0.000,0.000,0.000,0.212,0.012,0.199,0.763,0.012,0.003,0.005,0.004,0.012,0.022,0.398,0.011,0.012,0.228,83.068,6.282,
2070-2100_DJF,302.827,198.878,20.018,39.775,3.776,0.013,0.000,0.013,15.242,360.994,-58.167,161.091,102.924,0.371,0.219,0.146,0.131,0.336,0.000,0.000,0.000,0.336,0.014,0.320,1.533,0.011,0.002,0.005,0.004,0.014,0.028,0.394,0.011,0.016,0.320,116.961,-3.717,2084.997
2070-2100_MAM,345.631,279.584,26.119,35.264,4.342,0.014,0.000,0.014,22.324,397.874,-52.244,226.463,174.219,0.627,0.352,0.202,0.243,0.316,0.000,0.000,0.000,0.316,0.020,0.300,0.901,0.019,0.005,0.008,0.006,0.017,0.039,0.603,0.019,0.016,0.347,126.574,10.368,2085.000
2070-2100_JJA,420.163,282.975,29.791,56.589,4.620,0.005,0.000,0.005,28.352,431.177,-11.014,229.210,218.196,0.786,0.352,0.243,0.316,0.061,0.000,0.000,0.000,0.061,0.002,0.066,0.122,0.005,0.000,0.001,0.004,0.002,0.005,0.395,0.004,-0.004,0.117,42.551,16.957,2085.000
2070-2100_SON,351.076,235.178,26.530,37.711,3.559,0.005,0.000,0.005,22.681,399.909,-48.833,190.494,141.662,0.510,0.297,0.206,0.199,0.136,0.000,0.000,0.000,0.136,0.012,0.114,0.507,0.011,0.006,0.004,0.002,0.014,0.017,0.196,0.010,0.022,0.127,46.444,1.274,2085.000
