,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,331.503,240.057,23.912,35.440,2.425,0.022,0.000,0.022,20.479,389.665,-58.162,194.446,136.284,0.491,0.250,0.188,0.187,0.224,0.000,0.001,0.000,0.225,0.009,0.220,1.076,0.009,0.001,0.003,0.005,0.009,0.018,0.491,0.009,0.005,0.527,192.365,109.091,
2015-2045_DJF,277.123,184.652,14.991,45.326,2.333,0.017,0.000,0.017,10.194,336.658,-59.534,149.568,90.034,0.324,0.143,0.112,0.104,0.358,0.001,0.002,0.001,0.359,0.014,0.394,2.421,0.013,0.000,0.006,0.007,0.014,0.029,0.691,0.012,-0.036,0.398,145.302,-2.862,2030.005
2015-2045_MAM,326.620,270.491,24.552,27.078,2.579,0.020,0.000,0.020,20.777,390.044,-63.424,219.097,155.673,0.560,0.289,0.188,0.213,0.265,0.000,0.000,0.000,0.265,0.007,0.263,0.748,0.009,0.000,0.003,0.007,0.007,0.015,0.655,0.008,0.003,0.480,175.219,76.289,2030.000
2015-2045_JJA,391.781,284.504,31.474,33.317,2.656,0.030,0.000,0.030,29.937,440.520,-48.740,230.448,181.709,0.654,0.343,0.264,0.268,0.059,0.000,0.000,0.000,0.059,0.002,0.053,0.129,0.004,0.000,0.000,0.004,0.002,0.003,0.363,0.003,0.006,0.713,260.215,239.541,2030.000
2015-2045_SON,329.417,219.285,24.466,36.237,2.128,0.021,0.000,0.021,20.814,390.423,-61.006,177.621,116.615,0.420,0.222,0.188,0.160,0.218,0.000,0.000,0.000,0.218,0.015,0.171,1.033,0.012,0.004,0.005,0.003,0.013,0.026,0.256,0.010,0.046,0.514,187.765,121.371,2030.000
2045-2075_annual,333.800,241.860,24.300,34.503,2.441,0.020,0.000,0.020,20.909,391.963,-58.163,195.906,137.743,0.496,0.255,0.192,0.190,0.219,0.000,0.000,0.000,0.219,0.009,0.211,0.941,0.008,0.001,0.004,0.004,0.009,0.018,0.442,0.008,0.008,0.470,171.671,91.909,
2045-2075_DJF,278.292,186.515,15.481,43.808,2.347,0.016,0.000,0.016,10.629,338.725,-60.433,151.077,90.645,0.326,0.148,0.115,0.106,0.360,0.000,0.000,0.000,0.360,0.011,0.341,2.009,0.008,0.000,0.003,0.004,0.011,0.019,0.438,0.007,0.019,0.379,138.310,11.363,2060.000
2045-2075_MAM,328.608,272.587,24.826,26.532,2.570,0.017,0.000,0.017,21.143,392.044,-63.436,220.795,157.359,0.566,0.293,0.191,0.216,0.310,0.000,0.000,0.000,0.310,0.016,0.321,1.014,0.016,0.001,0.008,0.007,0.017,0.038,0.674,0.015,-0.011,0.401,146.533,23.851,2060.000
2045-2075_JJA,395.310,284.632,31.797,33.360,2.700,0.030,0.000,0.030,30.318,442.743,-47.433,230.552,183.118,0.659,0.348,0.268,0.271,0.067,0.000,0.000,0.000,0.067,0.001,0.064,0.133,0.004,0.000,0.000,0.004,0.001,0.001,0.406,0.003,0.003,0.710,259.091,234.443,2060.000
2045-2075_SON,331.899,222.426,24.931,34.491,2.143,0.016,0.000,0.016,21.354,393.329,-61.431,180.165,118.734,0.427,0.230,0.193,0.164,0.143,0.000,0.000,0.000,0.143,0.006,0.119,0.625,0.006,0.001,0.003,0.003,0.006,0.013,0.248,0.005,0.024,0.388,141.781,96.475,2060.000
2070-2100_annual,332.733,242.252,24.212,34.226,2.437,0.020,0.000,0.020,20.788,391.336,-58.603,196.224,137.621,0.495,0.255,0.191,0.189,0.229,0.000,0.000,0.000,0.229,0.012,0.216,1.043,0.012,0.002,0.005,0.005,0.012,0.026,0.529,0.012,0.013,0.488,178.186,94.937,
2070-2100_DJF,276.903,186.079,15.207,43.277,2.338,0.018,0.000,0.018,10.351,337.419,-60.516,150.724,90.208,0.325,0.147,0.114,0.105,0.391,0.000,0.000,0.000,0.391,0.018,0.372,2.267,0.014,0.001,0.007,0.006,0.018,0.036,0.587,0.014,0.019,0.443,161.537,20.740,2084.997
2070-2100_MAM,328.305,274.232,24.887,27.093,2.551,0.020,0.000,0.020,21.181,392.202,-63.897,222.128,158.231,0.570,0.293,0.192,0.217,0.310,0.000,0.000,0.000,0.310,0.015,0.310,0.957,0.016,0.001,0.007,0.008,0.016,0.034,0.814,0.017,0.000,0.488,178.041,58.807,2085.000
2070-2100_JJA,394.617,284.908,31.811,32.805,2.711,0.027,0.000,0.027,30.312,442.710,-48.093,230.775,182.682,0.658,0.348,0.268,0.271,0.059,0.000,0.000,0.000,0.059,0.002,0.058,0.129,0.006,0.000,0.001,0.005,0.002,0.004,0.464,0.005,0.001,0.654,238.568,215.759,2085.000
2070-2100_SON,329.999,222.492,24.778,33.901,2.145,0.015,0.000,0.015,21.110,391.980,-61.981,180.219,118.238,0.426,0.230,0.191,0.163,0.160,0.000,0.000,0.000,0.160,0.015,0.128,0.840,0.013,0.004,0.007,0.003,0.015,0.031,0.249,0.012,0.032,0.367,133.794,82.881,2085.000
