,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,355.402,216.933,22.377,56.232,2.550,0.054,0.000,0.054,20.240,388.622,-33.220,175.716,142.496,0.513,0.215,0.175,0.193,1.347,0.000,0.000,0.000,1.347,0.198,1.152,4.387,0.198,0.074,0.087,0.037,0.167,0.369,3.657,0.198,0.194,1.294,472.404,-20.535,
2015-2045_DJF,286.533,160.807,13.158,70.255,2.327,0.038,0.000,0.038,9.500,333.144,-46.611,130.254,83.643,0.301,0.098,0.100,0.093,1.102,0.000,0.000,0.000,1.102,0.175,0.987,6.501,0.170,0.044,0.092,0.034,0.156,0.387,3.388,0.171,0.115,0.912,332.722,-89.685,2030.005
2015-2045_MAM,347.111,247.984,22.444,50.642,2.745,0.065,0.000,0.065,19.900,385.265,-38.154,200.867,162.713,0.586,0.241,0.168,0.216,1.931,0.000,0.000,0.000,1.931,0.341,1.612,5.012,0.333,0.143,0.148,0.042,0.266,0.613,4.130,0.332,0.318,1.570,572.899,-136.990,2030.000
2015-2045_JJA,435.801,263.001,31.170,45.852,2.876,0.072,0.000,0.072,31.246,448.331,-12.530,213.031,200.501,0.722,0.337,0.261,0.295,1.479,0.000,0.000,0.000,1.479,0.137,1.298,2.746,0.141,0.055,0.048,0.038,0.122,0.219,3.769,0.140,0.181,1.735,633.309,108.338,2030.000
2015-2045_SON,350.784,194.616,22.560,58.473,2.244,0.040,0.000,0.040,20.107,386.655,-35.871,157.639,121.769,0.438,0.182,0.170,0.164,0.864,0.000,0.000,0.000,0.864,0.139,0.704,3.320,0.148,0.055,0.059,0.034,0.124,0.255,3.334,0.148,0.160,0.950,346.626,35.474,2030.000
2045-2075_annual,358.190,219.751,22.899,54.938,2.586,0.051,0.000,0.051,20.828,391.844,-33.654,177.998,144.344,0.520,0.222,0.181,0.196,1.322,0.000,0.000,0.000,1.322,0.195,1.127,4.190,0.195,0.074,0.085,0.036,0.162,0.363,3.588,0.195,0.195,1.230,448.788,-33.926,
2045-2075_DJF,288.288,161.982,13.613,69.646,2.332,0.040,0.000,0.040,9.926,335.153,-46.864,131.205,84.341,0.304,0.101,0.103,0.095,1.138,0.000,0.000,0.000,1.138,0.187,0.928,6.024,0.173,0.063,0.078,0.032,0.161,0.333,3.138,0.172,0.210,0.963,351.528,-49.919,2060.000
2045-2075_MAM,350.253,250.266,22.774,51.118,2.764,0.069,0.000,0.069,20.350,387.704,-37.451,202.715,165.264,0.595,0.244,0.171,0.221,2.060,0.000,0.000,0.000,2.060,0.403,1.718,5.537,0.398,0.171,0.184,0.043,0.317,0.755,4.274,0.398,0.343,1.665,607.856,-164.422,2060.000
2045-2075_JJA,438.690,266.814,31.886,44.094,2.951,0.062,0.000,0.062,32.095,453.389,-14.699,216.119,201.420,0.725,0.347,0.271,0.298,1.274,0.000,0.000,0.000,1.274,0.098,1.160,2.333,0.109,0.034,0.038,0.038,0.088,0.174,3.718,0.109,0.114,1.498,546.735,83.605,2060.000
2045-2075_SON,354.137,198.598,23.148,55.180,2.288,0.033,0.000,0.033,20.732,390.018,-35.881,160.864,124.984,0.450,0.194,0.176,0.169,0.807,0.000,0.000,0.000,0.807,0.091,0.695,2.887,0.100,0.026,0.042,0.032,0.083,0.186,3.209,0.100,0.112,0.782,285.379,-4.962,2060.000
2070-2100_annual,357.110,220.390,22.795,55.084,2.575,0.055,0.000,0.055,20.714,391.256,-34.146,178.516,144.369,0.520,0.222,0.180,0.196,1.409,0.000,0.000,0.000,1.409,0.244,1.164,4.624,0.243,0.099,0.106,0.038,0.191,0.443,3.805,0.243,0.245,1.321,482.051,-31.461,
2070-2100_DJF,287.034,163.461,13.353,70.204,2.319,0.047,0.000,0.047,9.715,334.173,-47.138,132.403,85.265,0.307,0.099,0.101,0.095,1.268,0.000,0.000,0.000,1.268,0.259,0.999,6.763,0.249,0.099,0.117,0.033,0.209,0.488,3.288,0.249,0.268,1.122,409.542,-46.054,2084.997
2070-2100_MAM,349.966,251.618,22.742,51.652,2.780,0.071,0.000,0.071,20.304,387.433,-37.467,203.810,166.343,0.599,0.245,0.171,0.222,2.041,0.000,0.000,0.000,2.041,0.414,1.669,5.543,0.410,0.169,0.193,0.047,0.310,0.792,4.652,0.410,0.372,1.702,621.268,-137.656,2085.000
2070-2100_JJA,437.654,266.281,31.952,43.106,2.907,0.062,0.000,0.062,32.119,453.541,-15.887,215.688,199.801,0.719,0.348,0.272,0.296,1.369,0.000,0.000,0.000,1.369,0.113,1.249,2.723,0.120,0.031,0.049,0.040,0.108,0.224,3.955,0.120,0.120,1.476,538.780,39.023,2085.000
2070-2100_SON,352.384,198.867,22.955,55.671,2.287,0.041,0.000,0.041,20.502,388.751,-36.367,161.082,124.715,0.449,0.192,0.174,0.168,0.950,0.000,0.000,0.000,0.950,0.188,0.729,3.494,0.193,0.097,0.063,0.033,0.138,0.269,3.308,0.193,0.221,0.975,355.845,19.113,2085.000
