,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,354.896,250.746,26.721,36.534,3.812,0.013,0.000,0.013,23.072,402.892,-47.996,203.105,155.109,0.558,0.324,0.214,0.220,0.211,0.000,0.000,0.000,0.211,0.013,0.202,0.680,0.013,0.005,0.005,0.003,0.013,0.022,0.340,0.012,0.009,0.302,110.058,31.708,
2015-2045_DJF,295.968,201.173,19.014,41.136,3.584,0.008,0.000,0.008,14.153,355.589,-59.622,162.950,103.328,0.372,0.207,0.139,0.130,0.142,0.000,0.000,0.000,0.142,0.002,0.167,0.809,0.003,0.000,0.000,0.003,0.002,0.002,0.331,0.003,-0.026,0.203,73.918,11.808,2030.005
2015-2045_MAM,347.648,279.106,27.587,24.838,3.959,0.014,0.000,0.014,23.480,404.247,-56.599,226.076,169.477,0.610,0.384,0.218,0.241,0.229,0.000,0.000,0.000,0.229,0.013,0.216,0.616,0.012,0.003,0.005,0.003,0.013,0.024,0.305,0.011,0.013,0.327,119.355,36.431,2030.000
2015-2045_JJA,421.954,288.889,32.691,44.907,4.465,0.016,0.000,0.016,30.709,444.812,-22.858,234.000,211.142,0.760,0.406,0.280,0.315,0.275,0.000,0.000,0.000,0.275,0.016,0.254,0.537,0.014,0.005,0.006,0.003,0.016,0.029,0.306,0.013,0.021,0.393,143.493,46.027,2030.000
2015-2045_SON,352.857,232.666,27.450,35.331,3.229,0.012,0.000,0.012,23.780,406.041,-53.184,188.460,135.276,0.487,0.297,0.217,0.193,0.197,0.000,0.000,0.000,0.197,0.022,0.171,0.763,0.023,0.012,0.007,0.004,0.022,0.034,0.420,0.023,0.026,0.281,102.690,32.187,2030.000
2045-2075_annual,357.793,252.449,27.037,35.864,3.849,0.011,0.000,0.011,23.430,404.851,-47.058,204.484,157.426,0.567,0.330,0.217,0.224,0.189,0.000,0.000,0.000,0.189,0.011,0.178,0.512,0.011,0.004,0.004,0.003,0.012,0.019,0.310,0.010,0.011,0.270,98.622,29.906,
2045-2075_DJF,296.913,203.424,19.453,39.815,3.605,0.007,0.000,0.007,14.551,357.558,-60.645,164.773,104.128,0.375,0.214,0.142,0.132,0.126,0.000,0.000,0.000,0.126,0.001,0.124,0.565,0.004,0.000,0.000,0.003,0.001,0.003,0.320,0.003,0.002,0.180,65.564,19.327,2060.000
2045-2075_MAM,349.617,281.361,27.863,23.565,4.012,0.008,0.000,0.008,23.796,406.013,-56.395,227.903,171.507,0.617,0.392,0.221,0.244,0.140,0.000,0.000,0.000,0.140,0.005,0.138,0.359,0.005,0.000,0.002,0.002,0.004,0.010,0.235,0.004,0.002,0.200,73.168,21.403,2060.000
2045-2075_JJA,427.900,288.427,32.903,45.417,4.529,0.018,0.000,0.018,31.022,446.655,-18.755,233.626,214.871,0.774,0.410,0.283,0.322,0.308,0.000,0.000,0.000,0.308,0.017,0.283,0.561,0.013,0.004,0.007,0.002,0.017,0.033,0.209,0.013,0.025,0.440,160.444,52.608,2060.000
2045-2075_SON,355.542,235.454,27.790,34.725,3.238,0.011,0.000,0.011,24.189,408.304,-52.762,190.717,137.955,0.497,0.303,0.221,0.197,0.181,0.000,0.000,0.000,0.181,0.021,0.167,0.564,0.022,0.011,0.006,0.005,0.025,0.028,0.478,0.021,0.015,0.259,94.630,26.039,2060.000
2070-2100_annual,356.148,252.795,26.944,35.474,3.853,0.011,0.000,0.011,23.286,404.063,-47.915,204.764,156.849,0.565,0.331,0.216,0.223,0.187,0.000,0.000,0.000,0.187,0.009,0.177,0.519,0.009,0.004,0.002,0.003,0.010,0.013,0.286,0.008,0.009,0.267,97.474,29.742,
2070-2100_DJF,295.874,202.277,19.200,39.325,3.584,0.009,0.000,0.009,14.310,356.380,-60.506,163.845,103.338,0.372,0.212,0.140,0.130,0.152,0.000,0.000,0.000,0.152,0.004,0.147,0.653,0.004,0.000,0.002,0.002,0.004,0.009,0.232,0.003,0.005,0.217,79.161,24.543,2084.997
2070-2100_MAM,348.914,282.871,27.901,24.417,4.023,0.012,0.000,0.012,23.772,405.834,-56.920,229.125,172.206,0.620,0.393,0.222,0.245,0.203,0.000,0.000,0.000,0.203,0.008,0.199,0.563,0.007,0.000,0.003,0.003,0.008,0.019,0.344,0.007,0.004,0.290,105.909,30.971,2085.000
2070-2100_JJA,425.641,288.746,32.896,44.976,4.559,0.015,0.000,0.015,30.946,446.212,-20.571,233.884,213.313,0.768,0.410,0.283,0.319,0.248,0.000,0.000,0.000,0.248,0.020,0.222,0.413,0.020,0.014,0.003,0.003,0.026,0.016,0.283,0.020,0.026,0.354,129.063,41.017,2085.000
2070-2100_SON,352.966,236.131,27.636,33.229,3.235,0.009,0.000,0.009,23.949,406.939,-53.973,191.267,137.293,0.494,0.305,0.219,0.196,0.144,0.000,0.000,0.000,0.144,0.003,0.142,0.450,0.004,0.000,0.001,0.003,0.004,0.008,0.283,0.003,0.002,0.206,75.168,22.255,2085.000
