,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,366.210,239.490,25.962,45.369,2.861,0.017,0.000,0.017,23.638,405.999,-39.789,193.987,154.197,0.555,0.273,0.205,0.217,0.326,0.000,0.000,0.000,0.326,0.034,0.296,1.041,0.034,0.018,0.009,0.007,0.036,0.042,0.680,0.034,0.030,0.402,146.857,26.474,
2015-2045_DJF,307.128,184.712,18.819,57.532,2.449,0.011,0.000,0.011,15.156,360.558,-53.430,149.617,96.187,0.346,0.151,0.137,0.120,0.234,0.000,0.000,0.000,0.234,0.008,0.268,1.380,0.011,0.000,0.003,0.008,0.008,0.017,0.811,0.011,-0.035,0.272,99.420,-2.434,2030.005
2015-2045_MAM,356.150,275.013,26.557,31.832,2.883,0.012,0.000,0.012,23.546,404.532,-48.382,222.761,174.379,0.628,0.323,0.206,0.245,0.237,0.000,0.000,0.000,0.237,0.008,0.225,0.556,0.010,0.000,0.004,0.006,0.008,0.018,0.584,0.009,0.012,0.285,103.985,18.423,2030.000
2015-2045_JJA,437.445,279.692,32.181,44.550,3.652,0.023,0.000,0.023,32.116,453.208,-15.763,226.550,210.787,0.759,0.379,0.273,0.314,0.426,0.000,0.000,0.000,0.426,0.047,0.366,0.876,0.041,0.024,0.012,0.005,0.043,0.058,0.482,0.040,0.061,0.546,199.214,51.162,2030.000
2015-2045_SON,362.940,217.243,26.157,47.824,2.447,0.021,0.000,0.021,23.571,404.809,-41.869,175.967,134.099,0.483,0.235,0.202,0.188,0.406,0.000,0.000,0.000,0.406,0.074,0.325,1.360,0.075,0.050,0.017,0.009,0.085,0.077,0.846,0.075,0.081,0.505,184.300,38.317,2030.000
2045-2075_annual,368.134,241.621,26.324,43.719,2.885,0.013,0.000,0.013,24.081,408.460,-40.325,195.713,155.388,0.559,0.279,0.209,0.220,0.261,0.000,0.000,0.000,0.261,0.020,0.241,0.785,0.020,0.009,0.005,0.005,0.023,0.026,0.497,0.019,0.020,0.315,115.046,20.172,
2045-2075_DJF,308.620,187.084,19.298,54.785,2.464,0.011,0.000,0.011,15.566,362.606,-53.986,151.538,97.552,0.351,0.159,0.140,0.123,0.249,0.000,0.000,0.000,0.249,0.010,0.234,1.175,0.010,0.001,0.004,0.005,0.010,0.021,0.521,0.010,0.015,0.275,100.498,11.453,2060.000
2045-2075_MAM,358.497,276.913,26.754,31.866,2.883,0.010,0.000,0.010,23.820,406.063,-47.566,224.300,176.733,0.636,0.326,0.209,0.249,0.212,0.000,0.000,0.000,0.212,0.006,0.215,0.533,0.008,0.000,0.002,0.005,0.006,0.013,0.533,0.007,-0.003,0.236,86.144,4.920,2060.000
2045-2075_JJA,437.384,280.316,32.498,44.231,3.737,0.018,0.000,0.018,32.589,456.022,-18.638,227.056,208.418,0.750,0.382,0.277,0.311,0.333,0.000,0.000,0.000,0.333,0.015,0.309,0.634,0.012,0.002,0.007,0.004,0.014,0.030,0.369,0.011,0.024,0.432,157.538,40.566,2060.000
2045-2075_SON,366.875,220.893,26.616,44.212,2.444,0.013,0.000,0.013,24.187,408.261,-41.385,178.923,137.538,0.495,0.247,0.208,0.194,0.248,0.000,0.000,0.000,0.248,0.049,0.203,0.807,0.050,0.035,0.009,0.006,0.061,0.039,0.567,0.049,0.045,0.317,115.731,23.619,2060.000
2070-2100_annual,367.234,241.840,26.219,43.923,2.885,0.014,0.000,0.014,23.967,407.846,-40.612,195.890,155.278,0.559,0.278,0.208,0.219,0.291,0.000,0.000,0.000,0.291,0.017,0.273,0.934,0.017,0.004,0.007,0.006,0.016,0.033,0.607,0.017,0.018,0.348,126.980,20.953,
2070-2100_DJF,307.096,187.097,19.026,54.704,2.460,0.014,0.000,0.014,15.310,361.341,-54.246,151.549,97.303,0.350,0.157,0.138,0.122,0.298,0.000,0.000,0.000,0.298,0.023,0.275,1.451,0.022,0.007,0.010,0.006,0.021,0.044,0.574,0.022,0.023,0.343,125.355,16.786,2084.997
2070-2100_MAM,358.478,278.249,26.786,32.830,2.852,0.014,0.000,0.014,23.874,406.343,-47.865,225.382,177.517,0.639,0.324,0.209,0.250,0.279,0.000,0.000,0.000,0.279,0.014,0.272,0.747,0.015,0.003,0.006,0.007,0.014,0.028,0.707,0.016,0.007,0.328,119.659,14.696,2085.000
2070-2100_JJA,437.468,279.696,32.465,44.077,3.777,0.017,0.000,0.017,32.558,455.836,-18.368,226.553,208.186,0.749,0.383,0.277,0.310,0.343,0.000,0.000,0.000,0.343,0.021,0.312,0.668,0.020,0.007,0.007,0.005,0.019,0.038,0.533,0.019,0.031,0.414,151.005,30.004,2085.000
2070-2100_SON,364.705,221.035,26.463,44.292,2.437,0.013,0.000,0.013,23.957,406.957,-42.252,179.038,136.787,0.492,0.245,0.206,0.193,0.246,0.000,0.000,0.000,0.246,0.011,0.233,0.878,0.012,0.001,0.005,0.006,0.010,0.023,0.612,0.012,0.012,0.306,111.703,22.258,2085.000
