,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,354.869,214.345,22.862,53.081,2.170,0.062,0.000,0.062,20.627,390.848,-35.978,173.619,137.641,0.496,0.209,0.180,0.187,1.307,0.000,0.000,0.000,1.307,0.200,1.111,4.470,0.200,0.077,0.087,0.036,0.168,0.367,3.594,0.200,0.196,1.497,546.353,67.873,
2015-2045_DJF,286.633,156.752,13.523,65.939,2.075,0.047,0.000,0.047,9.448,332.952,-46.318,126.969,80.651,0.290,0.100,0.102,0.091,1.074,0.000,0.000,0.000,1.074,0.175,0.959,6.664,0.171,0.046,0.091,0.034,0.155,0.380,3.342,0.171,0.114,1.118,408.152,-4.358,2030.005
2015-2045_MAM,348.942,243.788,22.914,49.309,2.330,0.081,0.000,0.081,20.396,387.988,-39.046,197.468,158.422,0.570,0.232,0.173,0.212,1.877,0.000,0.000,0.000,1.877,0.344,1.557,5.004,0.335,0.148,0.147,0.041,0.265,0.609,4.045,0.335,0.320,1.937,706.921,16.350,2030.000
2015-2045_JJA,431.573,263.360,31.709,42.767,2.344,0.078,0.000,0.078,31.854,451.996,-20.423,213.321,192.898,0.694,0.322,0.269,0.285,1.427,0.000,0.000,0.000,1.427,0.142,1.240,2.867,0.144,0.058,0.049,0.037,0.126,0.224,3.690,0.144,0.187,1.876,684.780,179.772,2030.000
2015-2045_SON,350.972,192.126,23.125,54.573,1.926,0.044,0.000,0.044,20.593,389.321,-38.350,155.622,117.273,0.422,0.179,0.176,0.159,0.841,0.000,0.000,0.000,0.841,0.140,0.681,3.376,0.148,0.056,0.059,0.033,0.125,0.254,3.292,0.149,0.160,1.044,381.098,78.448,2030.000
2045-2075_annual,357.626,217.010,23.393,51.925,2.191,0.060,0.000,0.060,21.228,394.161,-36.536,175.778,139.243,0.501,0.215,0.186,0.191,1.285,0.000,0.000,0.000,1.285,0.198,1.088,4.275,0.198,0.077,0.085,0.036,0.165,0.362,3.528,0.198,0.197,1.444,526.951,57.684,
2045-2075_DJF,288.444,157.735,13.993,65.555,2.068,0.049,0.000,0.049,9.889,335.030,-46.586,127.766,81.180,0.292,0.102,0.105,0.092,1.113,0.000,0.000,0.000,1.113,0.188,0.903,6.158,0.173,0.065,0.077,0.031,0.161,0.330,3.096,0.173,0.210,1.170,426.961,34.159,2060.000
2045-2075_MAM,352.141,246.037,23.239,49.690,2.344,0.086,0.000,0.086,20.850,390.471,-38.330,199.290,160.960,0.579,0.236,0.176,0.217,2.009,0.000,0.000,0.000,2.009,0.408,1.663,5.559,0.403,0.178,0.182,0.042,0.322,0.749,4.201,0.403,0.346,2.060,751.962,-1.904,2060.000
2045-2075_JJA,434.389,267.237,32.454,40.965,2.397,0.068,0.000,0.068,32.717,457.183,-22.794,216.462,193.668,0.697,0.331,0.279,0.288,1.222,0.000,0.000,0.000,1.222,0.102,1.101,2.447,0.113,0.037,0.039,0.037,0.091,0.179,3.636,0.113,0.121,1.631,595.462,152.382,2060.000
2045-2075_SON,354.157,195.656,23.707,51.754,1.952,0.038,0.000,0.038,21.239,392.806,-38.649,158.481,119.832,0.431,0.189,0.181,0.163,0.789,0.000,0.000,0.000,0.789,0.092,0.677,2.956,0.101,0.027,0.041,0.032,0.083,0.186,3.165,0.101,0.112,0.902,329.340,45.513,2060.000
2070-2100_annual,356.474,217.542,23.273,52.062,2.183,0.064,0.000,0.064,21.097,393.477,-37.004,176.209,139.205,0.501,0.215,0.185,0.190,1.372,0.000,0.000,0.000,1.372,0.246,1.124,4.711,0.246,0.103,0.105,0.038,0.193,0.441,3.747,0.246,0.248,1.541,562.547,62.417,
2070-2100_DJF,287.131,159.234,13.715,65.999,2.054,0.056,0.000,0.056,9.670,334.011,-46.880,128.980,82.100,0.296,0.101,0.104,0.093,1.241,0.000,0.000,0.000,1.241,0.260,0.973,6.903,0.251,0.103,0.115,0.033,0.209,0.480,3.238,0.250,0.268,1.333,486.627,40.290,2084.997
2070-2100_MAM,351.731,247.402,23.213,50.158,2.352,0.086,0.000,0.086,20.801,390.173,-38.442,200.395,161.953,0.583,0.236,0.176,0.218,1.991,0.000,0.000,0.000,1.991,0.419,1.615,5.564,0.415,0.177,0.191,0.046,0.311,0.784,4.583,0.415,0.376,2.071,755.787,14.795,2085.000
2070-2100_JJA,433.218,266.344,32.480,40.148,2.368,0.069,0.000,0.069,32.699,457.085,-23.867,215.738,191.871,0.691,0.331,0.279,0.286,1.322,0.000,0.000,0.000,1.322,0.116,1.195,2.847,0.123,0.033,0.051,0.039,0.112,0.231,3.887,0.123,0.126,1.654,603.606,122.353,2085.000
2070-2100_SON,352.434,195.828,23.504,52.216,1.954,0.046,0.000,0.046,20.997,391.472,-39.038,158.621,119.583,0.430,0.187,0.179,0.163,0.929,0.000,0.000,0.000,0.929,0.190,0.706,3.559,0.196,0.100,0.063,0.033,0.139,0.269,3.266,0.196,0.223,1.098,400.947,71.907,2085.000
