,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,336.548,254.044,25.847,25.028,3.676,0.011,0.000,0.011,21.808,397.097,-60.549,205.776,145.227,0.523,0.345,0.212,0.204,0.198,0.000,0.000,0.000,0.198,0.007,0.195,0.867,0.007,0.000,0.003,0.004,0.008,0.016,0.397,0.007,0.003,0.259,94.412,20.876,
2015-2045_DJF,280.887,191.071,15.412,36.360,3.408,0.014,0.000,0.014,10.812,339.486,-58.600,154.768,96.168,0.346,0.184,0.115,0.112,0.316,0.000,0.000,0.000,0.316,0.011,0.352,1.848,0.012,0.000,0.005,0.006,0.011,0.027,0.602,0.011,-0.036,0.334,121.947,-10.551,2030.005
2015-2045_MAM,333.759,279.306,26.464,22.644,3.711,0.012,0.000,0.012,22.096,397.185,-63.426,226.238,162.811,0.586,0.362,0.209,0.228,0.230,0.000,0.000,0.000,0.230,0.006,0.227,0.600,0.007,0.000,0.002,0.005,0.006,0.011,0.517,0.007,0.003,0.299,109.103,23.599,2030.000
2015-2045_JJA,402.391,309.419,34.846,18.171,4.132,0.005,0.000,0.005,32.365,455.143,-52.752,250.629,197.877,0.712,0.506,0.311,0.302,0.035,0.000,0.000,0.000,0.035,0.000,0.035,0.068,0.003,0.000,0.000,0.003,0.000,0.000,0.290,0.002,0.000,0.124,45.130,31.627,2030.000
2015-2045_SON,327.989,234.958,26.471,23.134,3.443,0.012,0.000,0.012,21.748,395.444,-67.456,190.316,122.861,0.442,0.323,0.210,0.173,0.212,0.000,0.000,0.000,0.212,0.013,0.168,0.972,0.008,0.001,0.005,0.002,0.013,0.026,0.183,0.007,0.044,0.280,102.084,38.411,2030.000
2045-2075_annual,339.198,255.351,26.232,24.549,3.723,0.010,0.000,0.010,22.281,399.724,-60.527,206.835,146.308,0.527,0.351,0.216,0.207,0.198,0.000,0.000,0.000,0.198,0.012,0.186,0.733,0.012,0.005,0.003,0.003,0.010,0.015,0.343,0.011,0.012,0.247,90.305,18.516,
2045-2075_DJF,281.823,192.834,15.848,35.395,3.448,0.014,0.000,0.014,11.194,341.313,-59.489,156.196,96.707,0.348,0.190,0.118,0.114,0.318,0.000,0.000,0.000,0.318,0.007,0.311,1.537,0.006,0.000,0.002,0.004,0.007,0.014,0.369,0.005,0.007,0.334,122.058,6.993,2060.000
2045-2075_MAM,336.129,281.387,26.752,22.403,3.716,0.012,0.000,0.012,22.513,399.527,-63.398,227.923,164.525,0.592,0.365,0.213,0.231,0.261,0.000,0.000,0.000,0.261,0.011,0.265,0.729,0.011,0.001,0.005,0.005,0.011,0.024,0.485,0.010,-0.005,0.291,106.239,5.677,2060.000
2045-2075_JJA,407.059,308.376,35.215,18.303,4.209,0.007,0.000,0.007,32.921,458.536,-51.477,249.784,198.307,0.714,0.513,0.317,0.303,0.060,0.000,0.000,0.000,0.060,0.002,0.057,0.117,0.004,0.000,0.001,0.003,0.002,0.004,0.307,0.004,0.002,0.156,57.107,34.843,2060.000
2045-2075_SON,330.579,237.408,26.919,22.281,3.511,0.009,0.000,0.009,22.280,398.381,-67.802,192.301,124.499,0.448,0.332,0.215,0.176,0.154,0.000,0.000,0.000,0.154,0.027,0.111,0.563,0.026,0.020,0.004,0.002,0.017,0.020,0.209,0.025,0.042,0.209,76.277,26.414,2060.000
2070-2100_annual,338.071,255.892,26.151,23.946,3.755,0.010,0.000,0.010,22.081,398.628,-60.557,207.272,146.715,0.528,0.354,0.215,0.207,0.194,0.000,0.000,0.000,0.194,0.009,0.184,0.782,0.009,0.001,0.004,0.004,0.009,0.018,0.365,0.008,0.009,0.243,88.801,18.525,
2070-2100_DJF,280.163,192.380,15.548,34.610,3.458,0.016,0.000,0.016,10.902,339.939,-59.776,155.828,96.052,0.346,0.189,0.116,0.113,0.358,0.000,0.000,0.000,0.358,0.014,0.340,1.763,0.011,0.003,0.004,0.004,0.014,0.024,0.425,0.011,0.018,0.389,141.881,13.478,2084.997
2070-2100_MAM,335.090,283.470,26.903,22.143,3.741,0.012,0.000,0.012,22.531,399.543,-64.454,229.611,165.157,0.595,0.371,0.214,0.232,0.242,0.000,0.000,0.000,0.242,0.011,0.242,0.675,0.012,0.001,0.005,0.006,0.011,0.025,0.556,0.012,-0.000,0.295,107.843,15.248,2085.000
2070-2100_JJA,407.848,308.715,35.205,17.600,4.230,0.005,0.000,0.005,32.807,457.846,-49.998,250.059,200.061,0.720,0.518,0.317,0.306,0.042,0.000,0.000,0.000,0.042,0.000,0.044,0.083,0.003,0.000,0.000,0.003,0.000,0.000,0.310,0.002,-0.002,0.126,45.894,29.191,2085.000
2070-2100_SON,327.957,237.579,26.749,21.614,3.583,0.007,0.000,0.007,21.865,396.024,-68.067,192.439,124.372,0.448,0.336,0.213,0.176,0.135,0.000,0.000,0.000,0.135,0.010,0.114,0.626,0.008,0.002,0.005,0.002,0.011,0.023,0.166,0.007,0.021,0.165,60.302,16.060,2085.000
