,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,329.198,247.824,23.738,36.239,2.789,0.019,0.000,0.019,20.196,387.944,-58.746,200.738,141.992,0.511,0.261,0.186,0.194,0.200,0.000,0.000,0.000,0.200,0.010,0.195,0.811,0.010,0.002,0.004,0.004,0.010,0.018,0.363,0.009,0.005,0.454,165.867,91.645,
2015-2045_DJF,275.903,194.663,15.248,43.264,2.588,0.014,0.000,0.014,10.347,337.366,-61.463,157.677,96.214,0.346,0.157,0.114,0.112,0.228,0.000,0.000,0.000,0.228,0.006,0.263,1.415,0.007,0.000,0.002,0.005,0.006,0.013,0.457,0.006,-0.035,0.332,121.192,22.716,2030.005
2015-2045_MAM,325.331,277.489,24.497,27.285,2.936,0.018,0.000,0.018,20.674,389.447,-64.116,224.766,160.650,0.578,0.304,0.188,0.219,0.250,0.000,0.000,0.000,0.250,0.013,0.240,0.707,0.012,0.002,0.006,0.004,0.014,0.028,0.427,0.011,0.011,0.434,158.410,66.836,2030.000
2015-2045_JJA,386.131,290.058,30.621,38.343,3.195,0.026,0.000,0.026,28.839,434.050,-47.919,234.947,187.028,0.673,0.344,0.253,0.274,0.114,0.000,0.000,0.000,0.114,0.002,0.113,0.231,0.004,0.000,0.000,0.003,0.002,0.002,0.330,0.003,0.002,0.630,229.881,187.766,2030.000
2015-2045_SON,328.391,227.846,24.432,36.198,2.427,0.017,0.000,0.017,20.741,389.961,-61.570,184.555,122.985,0.443,0.237,0.187,0.169,0.207,0.000,0.000,0.000,0.207,0.019,0.164,0.904,0.016,0.007,0.006,0.002,0.020,0.029,0.237,0.014,0.043,0.419,152.982,87.891,2030.000
2045-2075_annual,331.472,249.561,24.092,35.459,2.808,0.017,0.000,0.017,20.584,389.998,-58.526,202.145,143.619,0.517,0.266,0.189,0.197,0.180,0.000,0.000,0.000,0.180,0.010,0.171,0.633,0.010,0.004,0.003,0.003,0.008,0.014,0.284,0.008,0.009,0.410,149.592,84.102,
2045-2075_DJF,276.923,196.738,15.698,41.902,2.595,0.013,0.000,0.013,10.756,339.307,-62.385,159.358,96.973,0.349,0.161,0.117,0.114,0.223,0.000,0.000,0.000,0.223,0.003,0.221,1.108,0.004,0.000,0.001,0.003,0.003,0.005,0.301,0.002,0.002,0.301,109.711,28.104,2060.000
2045-2075_MAM,327.210,279.549,24.777,26.363,2.947,0.014,0.000,0.014,21.024,391.354,-64.144,226.435,162.291,0.584,0.309,0.191,0.222,0.196,0.000,0.000,0.000,0.196,0.007,0.196,0.557,0.007,0.000,0.003,0.003,0.007,0.016,0.320,0.006,-0.001,0.325,118.529,44.787,2060.000
2045-2075_JJA,390.115,289.858,30.892,38.605,3.235,0.028,0.000,0.028,29.162,435.908,-45.793,234.785,188.992,0.680,0.348,0.256,0.278,0.155,0.000,0.000,0.000,0.155,0.007,0.146,0.329,0.007,0.002,0.003,0.002,0.008,0.015,0.242,0.006,0.009,0.661,241.226,185.820,2060.000
2045-2075_SON,330.580,230.879,24.848,35.087,2.448,0.015,0.000,0.015,21.210,392.474,-61.893,187.012,125.118,0.450,0.243,0.191,0.172,0.149,0.000,0.000,0.000,0.149,0.020,0.121,0.545,0.020,0.014,0.004,0.003,0.015,0.019,0.272,0.020,0.028,0.350,127.900,76.536,2060.000
2070-2100_annual,330.347,250.019,24.010,35.072,2.815,0.017,0.000,0.017,20.457,389.340,-58.993,202.515,143.522,0.517,0.267,0.188,0.197,0.175,0.000,0.000,0.000,0.175,0.006,0.169,0.640,0.005,0.001,0.002,0.003,0.005,0.011,0.281,0.005,0.006,0.412,150.537,87.293,
2070-2100_DJF,275.707,195.985,15.445,41.335,2.586,0.015,0.000,0.015,10.499,338.102,-62.395,158.748,96.353,0.347,0.160,0.115,0.113,0.265,0.000,0.000,0.000,0.265,0.009,0.251,1.300,0.007,0.002,0.003,0.003,0.008,0.015,0.262,0.006,0.014,0.355,129.516,35.746,2084.997
2070-2100_MAM,326.763,281.335,24.837,26.942,2.946,0.017,0.000,0.017,21.049,391.438,-64.675,227.882,163.206,0.588,0.311,0.191,0.224,0.213,0.000,0.000,0.000,0.213,0.007,0.216,0.621,0.008,0.000,0.004,0.004,0.007,0.018,0.409,0.007,-0.002,0.404,147.299,66.024,2085.000
2070-2100_JJA,389.185,290.289,30.895,38.039,3.259,0.024,0.000,0.024,29.127,435.712,-46.526,235.134,188.608,0.679,0.349,0.256,0.277,0.124,0.000,0.000,0.000,0.124,0.002,0.119,0.270,0.004,0.000,0.001,0.003,0.002,0.006,0.268,0.003,0.004,0.580,211.739,167.056,2085.000
2070-2100_SON,328.661,231.218,24.703,34.082,2.460,0.013,0.000,0.013,20.968,391.140,-62.479,187.287,124.808,0.449,0.245,0.190,0.172,0.097,0.000,0.000,0.000,0.097,0.003,0.090,0.378,0.003,0.000,0.001,0.002,0.003,0.006,0.181,0.002,0.007,0.309,112.777,79.264,2085.000
