,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,323.983,254.015,24.561,22.975,3.786,0.012,0.000,0.012,19.925,387.078,-63.095,205.752,142.657,0.514,0.345,0.201,0.197,0.213,0.000,0.000,0.000,0.213,0.008,0.209,1.096,0.008,0.000,0.003,0.005,0.008,0.015,0.504,0.007,0.004,0.286,104.356,25.461,
2015-2045_DJF,272.928,187.378,13.584,35.841,3.424,0.019,0.000,0.019,8.951,330.718,-57.790,151.776,93.986,0.338,0.175,0.104,0.106,0.384,0.000,0.000,0.000,0.384,0.017,0.409,2.712,0.013,0.000,0.006,0.007,0.017,0.032,0.689,0.013,-0.025,0.458,167.340,13.446,2030.005
2015-2045_MAM,323.065,276.923,24.957,22.083,3.814,0.015,0.000,0.015,20.315,387.749,-64.684,224.308,159.624,0.575,0.352,0.195,0.219,0.292,0.000,0.000,0.000,0.292,0.007,0.293,0.871,0.009,0.000,0.002,0.007,0.007,0.012,0.730,0.009,-0.001,0.349,127.301,17.166,2030.000
2015-2045_JJA,382.577,315.397,34.473,12.871,4.325,0.003,0.000,0.003,30.357,443.278,-60.701,255.472,194.771,0.701,0.528,0.305,0.296,0.010,0.000,0.000,0.000,0.010,0.000,0.009,0.018,0.004,0.000,0.000,0.004,0.000,0.000,0.391,0.003,0.000,0.062,22.683,18.206,2030.000
2015-2045_SON,316.294,234.869,25.024,21.336,3.573,0.012,0.000,0.012,19.864,385.464,-69.170,190.244,121.074,0.436,0.322,0.197,0.167,0.167,0.000,0.000,0.000,0.167,0.008,0.128,0.810,0.005,0.001,0.003,0.002,0.008,0.014,0.207,0.004,0.040,0.277,101.282,53.097,2030.000
2045-2075_annual,326.758,255.067,24.930,22.689,3.788,0.012,0.000,0.012,20.394,389.634,-62.875,206.605,143.729,0.517,0.349,0.205,0.200,0.223,0.000,0.000,0.000,0.223,0.007,0.216,1.053,0.007,0.000,0.003,0.004,0.008,0.014,0.438,0.007,0.007,0.292,106.437,25.326,
2045-2075_DJF,273.761,188.939,13.967,35.024,3.424,0.019,0.000,0.019,9.313,332.418,-58.656,153.041,94.385,0.340,0.179,0.106,0.107,0.374,0.000,0.001,0.000,0.375,0.010,0.357,2.286,0.007,0.000,0.003,0.004,0.010,0.018,0.421,0.006,0.017,0.450,164.152,31.573,2060.000
2045-2075_MAM,324.767,278.974,25.229,22.315,3.764,0.017,0.000,0.017,20.748,390.128,-65.361,225.969,160.608,0.578,0.352,0.198,0.221,0.355,0.000,0.000,0.000,0.355,0.014,0.369,1.150,0.014,0.001,0.006,0.007,0.014,0.029,0.702,0.013,-0.014,0.416,152.014,12.484,2060.000
2045-2075_JJA,388.379,314.101,34.873,12.954,4.371,0.003,0.000,0.003,30.895,446.487,-58.108,254.422,196.314,0.707,0.535,0.312,0.299,0.015,0.000,0.000,0.000,0.015,0.000,0.015,0.029,0.004,0.000,0.000,0.004,0.000,0.000,0.409,0.003,0.000,0.082,30.050,23.306,2060.000
2045-2075_SON,319.019,236.781,25.445,20.680,3.583,0.009,0.000,0.009,20.406,388.385,-69.366,191.793,122.427,0.441,0.328,0.201,0.170,0.150,0.000,0.000,0.000,0.150,0.005,0.123,0.770,0.005,0.001,0.002,0.002,0.006,0.010,0.218,0.004,0.027,0.220,80.359,34.156,2060.000
2070-2100_annual,325.099,255.424,24.844,21.929,3.819,0.012,0.000,0.012,20.208,388.629,-63.530,206.893,143.363,0.516,0.352,0.204,0.199,0.198,0.000,0.000,0.000,0.198,0.009,0.189,0.953,0.009,0.001,0.003,0.004,0.008,0.018,0.415,0.008,0.009,0.281,102.605,30.758,
2070-2100_DJF,271.741,189.030,13.687,33.768,3.452,0.020,0.000,0.020,9.028,331.111,-59.370,153.115,93.744,0.337,0.179,0.105,0.106,0.355,0.000,0.000,0.000,0.355,0.011,0.340,2.151,0.007,0.000,0.003,0.004,0.011,0.019,0.444,0.007,0.016,0.481,175.539,49.218,2084.997
2070-2100_MAM,323.813,280.895,25.402,21.695,3.767,0.016,0.000,0.016,20.806,390.361,-66.548,227.525,160.977,0.580,0.357,0.199,0.222,0.293,0.000,0.000,0.000,0.293,0.012,0.302,0.954,0.013,0.000,0.006,0.007,0.011,0.028,0.667,0.012,-0.009,0.379,138.440,23.666,2085.000
2070-2100_JJA,387.110,313.573,34.800,12.448,4.392,0.003,0.000,0.003,30.732,445.514,-58.404,253.994,195.590,0.704,0.537,0.310,0.298,0.013,0.000,0.000,0.000,0.013,0.000,0.016,0.027,0.004,0.000,0.000,0.004,0.000,0.000,0.369,0.003,-0.003,0.069,25.149,18.240,2085.000
2070-2100_SON,316.609,236.713,25.278,20.013,3.656,0.008,0.000,0.008,20.049,386.396,-69.786,191.738,121.951,0.439,0.331,0.199,0.169,0.134,0.000,0.000,0.000,0.134,0.013,0.100,0.699,0.011,0.004,0.005,0.002,0.009,0.023,0.179,0.010,0.034,0.198,72.372,32.280,2085.000
