,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,287.456,254.887,18.662,30.411,2.866,0.023,0.000,0.023,14.074,356.874,-69.418,206.458,137.040,0.493,0.244,0.145,0.174,0.293,0.000,0.000,0.000,0.293,0.013,0.284,1.165,0.013,0.001,0.006,0.006,0.013,0.028,0.609,0.013,0.009,0.548,199.990,91.714,
2015-2045_DJF,240.623,191.914,8.428,42.584,2.946,0.025,0.001,0.024,3.351,305.135,-64.512,155.450,90.938,0.327,0.125,0.077,0.090,0.261,0.000,0.001,0.000,0.261,0.009,0.293,1.824,0.010,0.000,0.003,0.007,0.009,0.017,0.678,0.010,-0.031,0.598,218.326,108.045,2030.005
2015-2045_MAM,284.744,283.237,18.946,27.165,3.179,0.024,0.000,0.024,14.173,356.058,-71.314,229.422,158.108,0.569,0.270,0.141,0.198,0.318,0.000,0.000,0.000,0.318,0.015,0.303,0.925,0.015,0.002,0.007,0.006,0.016,0.033,0.624,0.014,0.014,0.584,213.016,97.138,2030.000
2015-2045_JJA,339.720,307.825,27.845,21.852,2.764,0.020,0.000,0.020,24.346,408.792,-69.073,249.338,180.266,0.649,0.355,0.220,0.256,0.338,0.000,0.000,0.000,0.338,0.011,0.320,0.746,0.010,0.000,0.004,0.005,0.011,0.021,0.537,0.009,0.018,0.491,179.367,59.093,2030.000
2015-2045_SON,283.796,235.143,19.238,30.276,2.571,0.022,0.000,0.022,14.219,356.510,-72.715,190.466,117.751,0.424,0.223,0.144,0.150,0.253,0.000,0.000,0.000,0.253,0.018,0.219,1.179,0.018,0.004,0.008,0.006,0.017,0.039,0.600,0.018,0.034,0.519,189.492,103.017,2030.000
2045-2075_annual,289.818,256.623,19.122,29.734,2.891,0.022,0.000,0.021,14.516,359.097,-69.279,207.865,138.586,0.499,0.250,0.149,0.177,0.267,0.000,0.000,0.000,0.267,0.010,0.257,0.946,0.010,0.001,0.004,0.005,0.010,0.020,0.530,0.009,0.010,0.518,188.969,91.775,
2045-2075_DJF,241.777,193.295,8.973,41.435,2.979,0.025,0.001,0.024,3.775,307.003,-65.226,156.569,91.343,0.329,0.130,0.079,0.092,0.239,0.000,0.000,0.000,0.239,0.005,0.236,1.377,0.006,0.000,0.001,0.005,0.005,0.007,0.540,0.006,0.003,0.603,220.185,131.881,2060.000
2045-2075_MAM,286.343,285.448,19.268,27.226,3.147,0.024,0.000,0.024,14.528,357.875,-71.531,231.213,159.681,0.575,0.273,0.143,0.201,0.244,0.000,0.000,0.000,0.244,0.009,0.243,0.727,0.009,0.001,0.004,0.005,0.009,0.019,0.489,0.009,0.000,0.578,210.962,118.935,2060.000
2045-2075_JJA,344.085,308.430,28.260,21.800,2.830,0.022,0.000,0.022,24.793,411.267,-67.182,249.829,182.647,0.658,0.364,0.224,0.261,0.381,0.000,0.000,0.000,0.381,0.015,0.356,0.814,0.011,0.001,0.006,0.004,0.014,0.028,0.441,0.010,0.024,0.518,188.905,54.980,2060.000
2045-2075_SON,286.101,237.895,19.798,28.690,2.607,0.016,0.000,0.016,14.764,359.241,-73.140,192.695,119.555,0.430,0.232,0.148,0.153,0.203,0.000,0.000,0.000,0.203,0.011,0.191,0.872,0.013,0.001,0.005,0.007,0.012,0.026,0.651,0.012,0.013,0.372,135.849,61.750,2060.000
2070-2100_annual,288.722,256.816,19.016,29.252,2.877,0.023,0.000,0.022,14.384,358.457,-69.735,208.021,138.285,0.498,0.250,0.148,0.177,0.270,0.000,0.000,0.000,0.270,0.013,0.256,0.974,0.013,0.003,0.005,0.005,0.014,0.022,0.537,0.012,0.014,0.542,197.997,100.066,
2070-2100_DJF,240.008,193.178,8.658,40.507,2.971,0.028,0.001,0.027,3.473,305.684,-65.676,156.474,90.798,0.327,0.129,0.078,0.090,0.285,0.000,0.000,0.000,0.285,0.013,0.265,1.603,0.012,0.001,0.006,0.005,0.014,0.028,0.467,0.011,0.020,0.676,246.896,146.191,2084.997
2070-2100_MAM,286.249,286.475,19.357,27.334,3.110,0.027,0.000,0.027,14.587,358.126,-71.877,232.045,160.168,0.577,0.273,0.144,0.202,0.290,0.000,0.000,0.000,0.290,0.011,0.292,0.895,0.012,0.000,0.005,0.007,0.011,0.024,0.664,0.011,-0.001,0.642,234.226,123.625,2085.000
2070-2100_JJA,343.053,308.506,28.254,21.116,2.809,0.021,0.000,0.021,24.762,411.092,-68.039,249.890,181.851,0.655,0.364,0.224,0.260,0.337,0.000,0.000,0.000,0.337,0.021,0.307,0.717,0.021,0.011,0.005,0.005,0.026,0.025,0.516,0.020,0.030,0.493,179.886,60.266,2085.000
2070-2100_SON,284.593,237.667,19.602,28.256,2.615,0.015,0.000,0.015,14.504,357.902,-73.310,192.510,119.200,0.429,0.231,0.146,0.152,0.166,0.000,0.000,0.000,0.166,0.006,0.159,0.691,0.008,0.000,0.002,0.005,0.006,0.013,0.500,0.007,0.007,0.359,131.195,70.752,2085.000
