,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,359.564,236.369,25.768,42.937,2.657,0.018,0.000,0.018,23.182,403.710,-44.146,191.459,147.313,0.530,0.263,0.204,0.207,0.517,0.000,0.000,0.000,0.517,0.046,0.476,1.700,0.046,0.018,0.016,0.012,0.047,0.072,1.213,0.045,0.042,0.442,161.304,-28.917,
2015-2045_DJF,301.036,181.704,18.231,53.767,2.322,0.012,0.000,0.012,14.124,355.565,-54.529,147.180,92.651,0.334,0.149,0.133,0.115,0.389,0.000,0.000,0.000,0.389,0.023,0.416,2.337,0.025,0.001,0.011,0.014,0.023,0.050,1.350,0.025,-0.027,0.296,108.021,-52.997,2030.005
2015-2045_MAM,351.035,270.735,26.437,30.344,2.709,0.014,0.000,0.014,23.290,403.257,-52.222,219.296,167.074,0.601,0.311,0.206,0.234,0.461,0.000,0.000,0.000,0.461,0.022,0.434,1.124,0.024,0.001,0.012,0.011,0.022,0.055,1.131,0.023,0.026,0.339,123.605,-43.545,2030.000
2015-2045_JJA,427.855,277.223,32.164,42.927,3.305,0.026,0.000,0.026,31.836,451.596,-23.741,224.551,200.810,0.723,0.361,0.273,0.299,0.689,0.000,0.000,0.000,0.689,0.064,0.603,1.417,0.058,0.030,0.017,0.010,0.059,0.081,1.027,0.057,0.086,0.623,227.311,-13.313,2030.000
2015-2045_SON,357.175,214.523,26.098,44.942,2.280,0.021,0.000,0.021,23.304,403.492,-46.317,173.764,127.447,0.459,0.228,0.202,0.179,0.528,0.000,0.000,0.000,0.528,0.075,0.448,1.936,0.076,0.040,0.023,0.014,0.085,0.104,1.347,0.076,0.080,0.508,185.516,-6.031,2030.000
2045-2075_annual,361.521,238.417,26.129,41.507,2.677,0.015,0.000,0.015,23.613,406.083,-44.562,193.118,148.556,0.535,0.269,0.208,0.210,0.465,0.000,0.000,0.000,0.465,0.034,0.431,1.470,0.034,0.010,0.013,0.011,0.036,0.061,1.068,0.034,0.034,0.364,132.824,-36.861,
2045-2075_DJF,302.427,183.918,18.707,51.419,2.330,0.012,0.000,0.012,14.545,357.645,-55.218,148.974,93.755,0.338,0.155,0.136,0.117,0.427,0.000,0.000,0.000,0.427,0.029,0.392,2.188,0.027,0.006,0.011,0.010,0.030,0.051,1.028,0.027,0.036,0.292,106.415,-46.619,2060.000
2045-2075_MAM,353.314,272.717,26.650,30.159,2.710,0.011,0.000,0.011,23.590,404.933,-51.620,220.901,169.281,0.609,0.315,0.208,0.238,0.463,0.000,0.000,0.000,0.463,0.025,0.460,1.229,0.027,0.002,0.012,0.012,0.024,0.058,1.188,0.027,0.003,0.274,100.053,-77.817,2060.000
2045-2075_JJA,428.559,277.716,32.471,42.735,3.377,0.023,0.000,0.023,32.248,454.043,-25.484,224.950,199.465,0.718,0.364,0.277,0.297,0.609,0.000,0.000,0.000,0.609,0.033,0.563,1.192,0.029,0.005,0.015,0.009,0.032,0.070,0.904,0.028,0.046,0.543,198.361,-17.399,2060.000
2045-2075_SON,360.634,218.045,26.548,41.909,2.279,0.014,0.000,0.014,23.895,406.782,-46.148,176.616,130.468,0.470,0.238,0.207,0.184,0.359,0.000,0.000,0.000,0.359,0.048,0.307,1.284,0.053,0.027,0.014,0.012,0.057,0.064,1.152,0.052,0.052,0.345,125.882,-5.456,2060.000
2070-2100_annual,360.655,238.700,26.028,41.596,2.676,0.016,0.000,0.016,23.496,405.462,-44.807,193.347,148.540,0.535,0.268,0.207,0.209,0.505,0.000,0.000,0.000,0.505,0.037,0.467,1.638,0.037,0.009,0.016,0.012,0.037,0.073,1.225,0.037,0.038,0.391,142.682,-41.211,
2070-2100_DJF,300.966,183.755,18.438,51.205,2.326,0.015,0.000,0.015,14.283,356.364,-55.398,148.842,93.443,0.336,0.154,0.135,0.116,0.497,0.000,0.000,0.000,0.497,0.044,0.454,2.550,0.042,0.009,0.021,0.011,0.041,0.095,1.131,0.042,0.043,0.356,129.845,-51.157,2084.997
2070-2100_MAM,353.183,274.114,26.685,31.082,2.687,0.015,0.000,0.015,23.632,405.140,-51.957,222.032,170.075,0.612,0.314,0.208,0.239,0.528,0.000,0.000,0.000,0.528,0.035,0.508,1.405,0.037,0.006,0.016,0.015,0.030,0.075,1.449,0.037,0.020,0.366,133.471,-65.563,2085.000
2070-2100_JJA,428.817,277.408,32.451,42.491,3.408,0.021,0.000,0.021,32.229,453.930,-25.113,224.701,199.588,0.719,0.365,0.277,0.298,0.635,0.000,0.000,0.000,0.635,0.048,0.564,1.258,0.045,0.019,0.015,0.011,0.053,0.073,1.136,0.045,0.070,0.510,186.252,-36.072,2085.000
2070-2100_SON,358.480,218.242,26.396,41.794,2.273,0.014,0.000,0.014,23.663,405.469,-46.989,176.776,129.787,0.467,0.237,0.206,0.183,0.358,0.000,0.000,0.000,0.358,0.024,0.338,1.355,0.025,0.003,0.011,0.012,0.023,0.049,1.180,0.025,0.019,0.331,120.674,-11.925,2085.000
