,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,360.120,246.308,26.043,43.480,3.689,0.009,0.000,0.009,22.786,400.920,-40.800,199.509,158.710,0.571,0.295,0.203,0.223,0.196,0.000,0.000,0.000,0.196,0.015,0.186,0.736,0.015,0.006,0.005,0.004,0.013,0.025,0.352,0.014,0.011,0.216,78.699,5.772,
2015-2045_DJF,308.799,196.263,20.505,41.535,3.345,0.010,0.000,0.010,15.827,363.932,-55.133,158.973,103.840,0.374,0.211,0.150,0.133,0.235,0.000,0.000,0.000,0.235,0.009,0.272,1.267,0.009,0.001,0.003,0.004,0.009,0.019,0.418,0.008,-0.037,0.243,88.635,-13.588,2030.005
2015-2045_MAM,349.258,274.716,26.434,35.159,3.985,0.012,0.000,0.012,22.817,400.518,-51.260,222.520,171.260,0.617,0.342,0.205,0.240,0.276,0.000,0.000,0.000,0.276,0.025,0.248,0.774,0.024,0.011,0.008,0.005,0.021,0.038,0.478,0.024,0.029,0.299,109.077,10.049,2030.000
2015-2045_JJA,422.575,284.946,30.258,55.124,4.198,0.002,0.000,0.002,28.910,434.372,-11.797,230.806,219.009,0.788,0.352,0.249,0.319,0.057,0.000,0.000,0.000,0.057,0.000,0.061,0.106,0.003,0.000,0.000,0.003,0.000,0.000,0.298,0.002,-0.004,0.055,20.008,-2.920,2030.000
2015-2045_SON,358.845,228.143,26.878,42.049,3.217,0.011,0.000,0.011,23.464,404.180,-45.334,184.795,139.461,0.502,0.274,0.210,0.197,0.218,0.000,0.000,0.000,0.218,0.027,0.163,0.808,0.025,0.014,0.009,0.002,0.020,0.041,0.215,0.024,0.055,0.267,97.470,29.430,2030.000
2045-2075_annual,372.275,244.882,26.832,42.862,3.770,0.008,0.000,0.008,23.726,406.127,-33.853,198.355,164.502,0.592,0.309,0.212,0.233,0.166,0.000,0.000,0.000,0.166,0.007,0.159,0.547,0.007,0.001,0.003,0.003,0.007,0.015,0.274,0.006,0.007,0.197,71.817,11.431,
2045-2075_DJF,312.283,196.808,21.103,38.211,3.554,0.008,0.000,0.008,16.407,366.881,-54.598,159.414,104.816,0.377,0.227,0.155,0.136,0.191,0.000,0.000,0.000,0.191,0.003,0.193,0.827,0.003,0.000,0.001,0.003,0.003,0.005,0.273,0.003,-0.002,0.195,71.105,-0.173,2060.000
2045-2075_MAM,358.369,273.057,27.348,34.552,4.015,0.013,0.000,0.013,23.731,405.548,-47.179,221.177,173.998,0.626,0.356,0.216,0.246,0.249,0.000,0.000,0.000,0.249,0.016,0.241,0.692,0.015,0.004,0.007,0.003,0.017,0.034,0.324,0.013,0.008,0.302,110.113,17.455,2060.000
2045-2075_JJA,445.633,281.693,30.975,56.967,4.274,0.004,0.000,0.004,30.081,441.178,4.454,228.171,232.626,0.837,0.364,0.258,0.341,0.086,0.000,0.000,0.000,0.086,0.001,0.085,0.159,0.003,0.000,0.000,0.003,0.001,0.001,0.273,0.002,0.002,0.098,35.727,4.014,2060.000
2045-2075_SON,371.652,226.848,27.803,41.617,3.228,0.008,0.000,0.008,24.552,410.190,-38.538,183.747,145.209,0.523,0.287,0.220,0.207,0.139,0.000,0.000,0.000,0.139,0.008,0.119,0.514,0.008,0.002,0.004,0.002,0.008,0.018,0.223,0.007,0.020,0.193,70.294,24.343,2060.000
2070-2100_annual,385.965,243.594,27.774,43.381,3.815,0.008,0.000,0.008,24.852,412.352,-26.387,197.311,170.924,0.615,0.322,0.223,0.245,0.185,0.000,0.000,0.000,0.185,0.018,0.167,0.613,0.018,0.009,0.006,0.003,0.016,0.026,0.324,0.017,0.018,0.203,74.231,7.092,
2070-2100_DJF,320.024,195.019,22.107,38.503,3.523,0.012,0.000,0.012,17.464,372.241,-52.217,157.965,105.748,0.381,0.234,0.163,0.139,0.246,0.000,0.000,0.000,0.246,0.011,0.239,1.021,0.010,0.002,0.004,0.003,0.010,0.020,0.336,0.009,0.007,0.277,101.263,10.588,2084.997
2070-2100_MAM,368.713,275.074,28.382,33.447,4.078,0.008,0.000,0.008,24.779,411.370,-42.657,222.810,180.153,0.649,0.376,0.228,0.258,0.193,0.000,0.000,0.000,0.193,0.023,0.173,0.540,0.023,0.010,0.009,0.004,0.025,0.040,0.415,0.022,0.020,0.193,70.465,-0.784,2085.000
2070-2100_JJA,466.071,276.798,31.802,57.845,4.377,0.004,0.000,0.004,31.184,447.657,18.414,224.206,242.620,0.873,0.380,0.269,0.359,0.079,0.000,0.000,0.000,0.079,0.001,0.079,0.137,0.003,0.000,0.000,0.003,0.001,0.001,0.286,0.002,0.001,0.087,31.778,2.231,2085.000
2070-2100_SON,387.800,226.361,28.705,43.639,3.272,0.011,0.000,0.011,25.850,417.422,-29.622,183.352,153.730,0.553,0.294,0.230,0.222,0.221,0.000,0.000,0.000,0.221,0.038,0.177,0.761,0.037,0.025,0.009,0.003,0.029,0.042,0.259,0.036,0.044,0.258,94.157,16.502,2085.000
