,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,287.454,247.837,18.004,30.750,2.726,0.026,0.000,0.025,13.798,355.737,-68.283,200.748,132.464,0.477,0.230,0.142,0.167,0.597,0.014,0.120,0.014,0.612,0.074,0.541,3.314,0.074,0.018,0.035,0.021,0.065,0.153,2.083,0.074,0.056,0.617,225.283,0.747,
2015-2045_DJF,243.603,177.674,7.487,39.564,2.786,0.030,0.001,0.029,2.880,303.138,-59.535,143.916,84.380,0.304,0.118,0.073,0.081,0.924,0.058,0.484,0.057,0.981,0.133,0.869,7.433,0.112,0.030,0.062,0.021,0.116,0.271,2.068,0.112,0.055,0.727,265.308,-92.618,2030.005
2015-2045_MAM,285.220,273.798,17.989,32.106,3.114,0.038,0.000,0.038,13.691,353.833,-68.613,221.776,153.163,0.551,0.246,0.135,0.188,1.096,0.001,0.002,0.001,1.097,0.131,1.037,4.082,0.134,0.033,0.068,0.033,0.115,0.290,3.294,0.134,0.059,0.909,331.841,-95.567,2030.000
2015-2045_JJA,336.649,309.434,27.565,21.894,2.664,0.017,0.000,0.017,24.193,408.195,-71.547,250.642,179.095,0.645,0.346,0.218,0.253,0.035,0.000,0.000,0.000,0.035,0.000,0.038,0.075,0.020,0.000,0.000,0.020,0.000,0.000,2.028,0.021,-0.003,0.406,148.321,126.844,2030.000
2015-2045_SON,283.456,228.882,18.779,29.591,2.337,0.018,0.000,0.018,14.223,356.780,-73.324,185.394,112.070,0.403,0.207,0.142,0.141,0.337,0.000,0.000,0.000,0.337,0.033,0.224,1.727,0.029,0.009,0.011,0.009,0.028,0.051,0.931,0.029,0.112,0.427,155.678,63.208,2030.000
2045-2075_annual,296.007,247.241,19.244,30.089,2.705,0.026,0.000,0.025,15.112,362.446,-66.439,200.265,133.827,0.482,0.240,0.153,0.172,0.594,0.005,0.023,0.005,0.600,0.066,0.534,3.208,0.066,0.014,0.032,0.021,0.064,0.140,2.048,0.066,0.061,0.615,224.527,5.572,
2045-2075_DJF,248.080,177.776,8.429,40.016,2.820,0.032,0.001,0.031,3.813,307.301,-59.221,143.999,84.777,0.305,0.122,0.077,0.084,0.954,0.020,0.089,0.020,0.974,0.137,0.887,7.407,0.125,0.037,0.066,0.023,0.129,0.288,2.232,0.124,0.067,0.766,279.462,-89.704,2060.000
2045-2075_MAM,292.545,274.830,19.283,30.521,3.027,0.035,0.000,0.035,14.943,360.125,-67.580,222.613,155.033,0.558,0.259,0.145,0.195,0.976,0.001,0.003,0.001,0.977,0.086,0.940,3.493,0.090,0.011,0.047,0.032,0.084,0.206,3.135,0.090,0.036,0.831,303.294,-72.692,2060.000
2045-2075_JJA,350.011,307.074,29.017,21.374,2.671,0.019,0.000,0.019,25.854,417.428,-67.417,248.730,181.313,0.653,0.361,0.235,0.261,0.071,0.000,0.000,0.000,0.071,0.002,0.075,0.169,0.020,0.000,0.001,0.019,0.002,0.005,1.919,0.020,-0.004,0.467,170.483,135.730,2060.000
2045-2075_SON,292.430,227.732,20.047,28.621,2.299,0.017,0.000,0.017,15.627,363.881,-71.452,184.463,113.012,0.407,0.214,0.152,0.146,0.381,0.001,0.001,0.000,0.381,0.040,0.236,1.827,0.030,0.007,0.014,0.009,0.043,0.061,0.898,0.031,0.145,0.397,145.064,47.572,2060.000
2070-2100_annual,306.033,246.391,20.804,29.668,2.650,0.025,0.000,0.025,16.751,370.828,-64.795,199.577,134.782,0.485,0.250,0.166,0.177,0.567,0.001,0.004,0.001,0.568,0.075,0.493,3.026,0.075,0.025,0.032,0.018,0.063,0.140,1.781,0.075,0.074,0.597,217.783,10.348,
2070-2100_DJF,254.158,178.162,9.918,40.498,2.741,0.031,0.000,0.031,5.222,313.551,-59.393,144.312,84.919,0.306,0.128,0.084,0.087,0.994,0.005,0.016,0.005,0.999,0.123,0.912,7.221,0.112,0.032,0.061,0.019,0.113,0.268,1.909,0.112,0.082,0.756,275.766,-97.834,2084.997
2070-2100_MAM,299.739,277.021,20.804,27.689,2.957,0.029,0.000,0.029,16.437,367.684,-67.945,224.387,156.441,0.563,0.275,0.157,0.202,0.820,0.001,0.001,0.001,0.821,0.106,0.777,2.962,0.115,0.037,0.049,0.029,0.082,0.212,2.832,0.115,0.043,0.691,252.365,-73.083,2085.000
2070-2100_JJA,365.348,303.352,30.783,21.141,2.662,0.020,0.000,0.020,27.827,428.589,-63.241,245.715,182.473,0.657,0.374,0.257,0.267,0.049,0.000,0.000,0.000,0.049,0.000,0.053,0.105,0.016,0.000,0.000,0.016,0.000,0.001,1.624,0.016,-0.004,0.472,172.108,146.732,2085.000
2070-2100_SON,303.865,225.487,21.509,29.551,2.235,0.020,0.000,0.020,17.299,372.401,-68.536,182.644,114.109,0.411,0.220,0.164,0.150,0.412,0.000,0.000,0.000,0.412,0.071,0.237,1.883,0.058,0.032,0.018,0.008,0.059,0.081,0.750,0.057,0.175,0.470,171.508,64.075,2085.000
