,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,343.802,250.492,25.841,23.082,5.199,0.008,0.000,0.008,21.683,396.547,-52.745,202.899,150.153,0.541,0.418,0.215,0.212,0.139,0.000,0.000,0.000,0.139,0.004,0.140,0.658,0.004,0.000,0.002,0.002,0.004,0.009,0.233,0.003,-0.000,0.201,73.273,21.036,
2015-2045_DJF,285.281,179.249,14.172,35.784,3.991,0.013,0.000,0.013,10.384,337.427,-52.146,145.192,93.045,0.335,0.186,0.107,0.106,0.222,0.000,0.000,0.000,0.222,0.005,0.259,1.452,0.005,0.000,0.001,0.003,0.005,0.010,0.319,0.004,-0.037,0.319,116.394,20.369,2030.005
2015-2045_MAM,341.422,273.545,26.201,22.641,4.737,0.011,0.000,0.011,22.241,398.030,-56.608,221.572,164.964,0.594,0.391,0.207,0.230,0.181,0.000,0.000,0.000,0.181,0.004,0.184,0.532,0.005,0.000,0.002,0.003,0.004,0.010,0.328,0.004,-0.003,0.256,93.572,24.695,2030.000
2015-2045_JJA,415.813,319.008,36.511,11.944,7.214,0.000,0.000,0.000,32.478,455.961,-40.148,258.397,218.248,0.786,0.713,0.336,0.337,0.001,0.000,0.000,0.000,0.001,0.000,0.001,0.002,0.002,0.000,0.000,0.002,0.000,0.000,0.166,0.001,-0.000,0.002,0.797,0.109,2030.000
2015-2045_SON,331.428,228.553,26.261,22.194,4.825,0.010,0.000,0.010,21.407,393.598,-62.170,185.128,122.958,0.443,0.376,0.210,0.173,0.156,0.000,0.000,0.000,0.156,0.007,0.117,0.662,0.004,0.000,0.003,0.001,0.007,0.016,0.118,0.004,0.039,0.228,83.271,39.155,2030.000
2045-2075_annual,358.732,249.006,27.013,22.434,5.292,0.008,0.000,0.008,23.305,405.814,-47.082,201.694,154.613,0.557,0.439,0.230,0.222,0.135,0.000,0.000,0.000,0.135,0.003,0.132,0.569,0.003,0.000,0.001,0.002,0.004,0.006,0.192,0.002,0.003,0.192,70.001,21.028,
2045-2075_DJF,288.976,179.164,14.810,34.485,4.219,0.011,0.000,0.011,11.042,340.651,-51.675,145.123,93.447,0.336,0.196,0.112,0.108,0.177,0.000,0.000,0.000,0.177,0.004,0.217,1.189,0.003,0.000,0.001,0.002,0.004,0.007,0.224,0.002,-0.039,0.256,93.580,13.616,2060.000
2045-2075_MAM,355.076,272.955,27.444,22.179,4.771,0.013,0.000,0.013,23.806,406.744,-51.667,221.093,169.426,0.610,0.412,0.221,0.240,0.225,0.000,0.000,0.000,0.225,0.008,0.223,0.639,0.007,0.001,0.003,0.003,0.009,0.016,0.262,0.006,0.002,0.322,117.642,34.041,2060.000
2045-2075_JJA,444.753,314.213,38.185,11.938,7.183,0.001,0.000,0.001,35.398,473.636,-28.883,254.513,225.630,0.812,0.744,0.364,0.353,0.010,0.000,0.000,0.000,0.010,0.000,0.010,0.015,0.002,0.000,0.000,0.002,0.000,0.000,0.194,0.001,-0.000,0.016,5.711,1.612,2060.000
2045-2075_SON,344.626,228.117,27.381,21.354,4.972,0.007,0.000,0.007,22.733,400.916,-56.290,184.775,128.484,0.463,0.398,0.222,0.183,0.129,0.000,0.000,0.000,0.129,0.002,0.078,0.442,0.001,0.000,0.000,0.001,0.002,0.001,0.088,0.000,0.051,0.174,63.452,34.853,2060.000
2070-2100_annual,369.969,248.690,28.574,22.384,5.253,0.008,0.000,0.008,25.300,417.158,-47.189,201.439,154.249,0.555,0.454,0.250,0.224,0.135,0.000,0.000,0.000,0.135,0.006,0.129,0.592,0.006,0.002,0.002,0.002,0.005,0.011,0.210,0.006,0.006,0.190,69.172,20.011,
2070-2100_DJF,296.649,178.698,16.053,36.400,4.141,0.016,0.000,0.016,12.327,346.794,-50.145,144.745,94.600,0.341,0.200,0.120,0.112,0.270,0.000,0.000,0.000,0.270,0.011,0.272,1.504,0.011,0.003,0.006,0.002,0.010,0.028,0.227,0.011,-0.003,0.377,137.703,34.164,2084.997
2070-2100_MAM,366.197,276.778,28.826,20.645,4.937,0.008,0.000,0.008,25.526,416.436,-50.239,224.191,173.952,0.626,0.440,0.237,0.251,0.137,0.000,0.000,0.000,0.137,0.004,0.142,0.363,0.005,0.000,0.002,0.003,0.004,0.009,0.322,0.004,-0.005,0.194,70.821,17.396,2085.000
2070-2100_JJA,453.735,309.948,40.232,11.550,6.962,0.000,0.000,0.000,38.227,491.147,-37.412,251.058,213.646,0.769,0.754,0.400,0.338,0.006,0.000,0.000,0.000,0.006,0.000,0.007,0.008,0.002,0.000,0.000,0.002,0.000,0.000,0.189,0.001,-0.000,0.009,3.166,0.275,2085.000
2070-2100_SON,361.792,227.757,28.949,21.198,4.949,0.008,0.000,0.008,24.866,412.852,-51.060,184.483,133.424,0.480,0.417,0.240,0.194,0.130,0.000,0.000,0.000,0.130,0.011,0.097,0.511,0.008,0.005,0.001,0.001,0.007,0.007,0.101,0.006,0.033,0.182,66.286,28.576,2085.000
