,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,356.861,215.529,22.381,56.711,2.720,0.047,0.000,0.047,20.210,388.219,-31.359,174.579,143.220,0.516,0.219,0.174,0.194,1.278,0.000,0.000,0.000,1.278,0.171,1.111,4.111,0.171,0.059,0.077,0.035,0.149,0.330,3.471,0.171,0.167,1.134,413.769,-54.045,
2015-2045_DJF,288.715,160.849,13.532,70.760,2.368,0.031,0.000,0.031,10.032,335.636,-46.921,130.288,83.367,0.300,0.099,0.102,0.094,0.989,0.000,0.000,0.000,0.989,0.169,0.883,5.816,0.171,0.057,0.083,0.032,0.153,0.349,3.154,0.172,0.107,0.735,268.097,-116.736,2030.005
2015-2045_MAM,345.867,249.472,22.529,48.356,2.923,0.050,0.000,0.050,19.852,384.918,-39.051,202.072,163.021,0.587,0.251,0.168,0.217,1.684,0.000,0.000,0.000,1.684,0.267,1.450,4.521,0.259,0.093,0.128,0.037,0.206,0.534,3.712,0.258,0.234,1.194,435.806,-187.719,2030.000
2015-2045_JJA,438.493,258.657,30.742,47.550,3.170,0.068,0.000,0.068,30.633,444.628,-6.135,209.512,203.378,0.732,0.342,0.255,0.298,1.506,0.000,0.000,0.000,1.506,0.122,1.363,2.888,0.126,0.044,0.045,0.037,0.113,0.212,3.630,0.126,0.143,1.630,594.869,51.202,2030.000
2015-2045_SON,353.011,191.827,22.552,60.490,2.409,0.040,0.000,0.040,20.127,386.664,-33.654,155.380,121.726,0.438,0.182,0.170,0.164,0.922,0.000,0.000,0.000,0.922,0.127,0.739,3.243,0.128,0.042,0.051,0.034,0.121,0.226,3.380,0.127,0.183,0.967,352.831,36.850,2030.000
2045-2075_annual,366.542,216.879,23.709,54.443,2.731,0.043,0.000,0.043,21.752,396.735,-30.193,175.672,145.479,0.524,0.233,0.188,0.200,1.164,0.000,0.000,0.000,1.164,0.136,1.028,3.560,0.136,0.043,0.062,0.031,0.117,0.272,3.098,0.136,0.136,1.041,379.961,-45.034,
2045-2075_DJF,294.031,164.049,14.614,68.511,2.398,0.029,0.000,0.029,11.028,340.394,-46.364,132.880,86.516,0.311,0.108,0.108,0.100,0.914,0.000,0.000,0.000,0.914,0.118,0.811,5.080,0.116,0.023,0.063,0.029,0.104,0.275,2.896,0.116,0.102,0.703,256.742,-81.680,2060.000
2045-2075_MAM,356.540,251.677,23.589,46.271,2.927,0.044,0.000,0.044,21.053,391.383,-34.843,203.858,169.016,0.608,0.268,0.179,0.229,1.464,0.000,0.000,0.000,1.464,0.188,1.308,3.783,0.186,0.057,0.095,0.034,0.159,0.400,3.318,0.186,0.156,1.053,384.461,-160.618,2060.000
2045-2075_JJA,447.464,258.307,32.653,45.087,3.174,0.068,0.000,0.068,33.001,458.742,-11.278,209.229,197.951,0.713,0.355,0.281,0.296,1.468,0.000,0.000,0.000,1.468,0.151,1.299,2.832,0.144,0.055,0.058,0.032,0.138,0.262,3.121,0.144,0.169,1.628,594.250,67.610,2060.000
2045-2075_SON,366.739,192.197,23.804,58.215,2.415,0.032,0.000,0.032,21.718,395.321,-28.582,155.680,127.097,0.458,0.197,0.182,0.174,0.802,0.000,0.000,0.000,0.802,0.086,0.687,2.565,0.099,0.035,0.033,0.031,0.065,0.149,3.054,0.099,0.115,0.770,280.939,-5.729,2060.000
2070-2100_annual,376.877,217.695,25.078,53.514,2.775,0.046,0.000,0.046,23.378,405.774,-28.897,176.333,147.437,0.531,0.245,0.203,0.206,1.190,0.000,0.000,0.000,1.190,0.151,1.039,3.472,0.151,0.061,0.059,0.031,0.127,0.255,3.028,0.150,0.151,1.093,399.048,-35.114,
2070-2100_DJF,300.800,165.207,15.731,66.667,2.382,0.028,0.000,0.028,12.156,345.788,-44.988,133.818,88.830,0.320,0.117,0.115,0.105,0.892,0.000,0.000,0.000,0.892,0.100,0.813,4.726,0.098,0.018,0.053,0.027,0.092,0.228,2.706,0.098,0.079,0.672,245.304,-87.294,2084.997
2070-2100_MAM,368.369,253.471,24.888,43.756,2.894,0.043,0.000,0.043,22.574,399.656,-31.287,205.311,174.024,0.626,0.285,0.192,0.240,1.371,0.000,0.000,0.000,1.371,0.187,1.198,3.357,0.185,0.075,0.078,0.032,0.147,0.330,3.156,0.185,0.172,1.039,379.307,-125.501,2085.000
2070-2100_JJA,455.704,257.808,34.454,45.669,3.317,0.071,0.000,0.071,35.186,472.020,-16.317,208.825,192.508,0.693,0.364,0.307,0.292,1.605,0.000,0.000,0.000,1.605,0.217,1.392,3.151,0.213,0.116,0.066,0.030,0.177,0.295,2.994,0.213,0.213,1.697,619.551,33.626,2085.000
2070-2100_SON,381.217,193.015,25.057,58.270,2.499,0.040,0.000,0.040,23.380,404.460,-23.243,156.342,133.099,0.479,0.210,0.195,0.185,0.882,0.000,0.000,0.000,0.882,0.097,0.745,2.671,0.105,0.036,0.037,0.033,0.090,0.166,3.251,0.104,0.136,0.955,348.516,38.506,2085.000
