,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,363.315,247.763,26.111,45.345,3.800,0.009,0.000,0.009,22.951,401.696,-38.380,200.688,162.307,0.584,0.296,0.204,0.228,0.135,0.000,0.000,0.000,0.135,0.009,0.130,0.484,0.009,0.002,0.004,0.003,0.008,0.019,0.262,0.008,0.005,0.210,76.770,26.164,
2015-2045_DJF,313.328,198.802,20.972,42.389,3.424,0.010,0.000,0.010,16.432,366.948,-53.621,161.030,107.409,0.387,0.217,0.153,0.139,0.150,0.000,0.000,0.000,0.150,0.007,0.188,0.770,0.008,0.000,0.004,0.004,0.007,0.023,0.350,0.008,-0.039,0.243,88.759,17.189,2030.005
2015-2045_MAM,351.260,275.270,26.396,37.668,4.125,0.012,0.000,0.012,22.888,400.842,-49.581,222.969,173.387,0.624,0.340,0.204,0.243,0.155,0.000,0.000,0.000,0.155,0.007,0.148,0.459,0.007,0.002,0.002,0.003,0.008,0.014,0.336,0.007,0.007,0.298,108.644,52.065,2030.000
2015-2045_JJA,425.932,285.690,30.062,57.230,4.341,0.002,0.000,0.002,28.762,433.476,-7.544,231.409,223.865,0.806,0.351,0.246,0.326,0.029,0.000,0.000,0.000,0.029,0.000,0.029,0.059,0.002,0.000,0.000,0.002,0.000,0.000,0.195,0.001,0.000,0.037,13.349,2.358,2030.000
2015-2045_SON,361.761,230.153,26.921,44.021,3.296,0.011,0.000,0.011,23.606,404.882,-43.121,186.424,143.303,0.516,0.274,0.210,0.202,0.207,0.000,0.000,0.000,0.207,0.022,0.157,0.654,0.018,0.008,0.008,0.002,0.017,0.039,0.167,0.017,0.049,0.265,96.778,32.943,2030.000
2045-2075_annual,375.876,246.350,26.869,44.782,3.881,0.008,0.000,0.008,23.851,406.687,-30.811,199.543,168.733,0.607,0.310,0.212,0.239,0.131,0.000,0.000,0.000,0.131,0.018,0.113,0.384,0.018,0.011,0.005,0.002,0.018,0.021,0.233,0.017,0.018,0.189,69.128,21.570,
2045-2075_DJF,316.722,199.321,21.537,39.107,3.631,0.008,0.000,0.008,16.972,369.717,-52.994,161.450,108.456,0.390,0.233,0.158,0.142,0.143,0.000,0.000,0.000,0.143,0.005,0.128,0.494,0.004,0.000,0.002,0.002,0.005,0.010,0.235,0.004,0.015,0.193,70.422,22.469,2060.000
2045-2075_MAM,360.240,273.690,27.281,37.038,4.156,0.012,0.000,0.012,23.758,405.632,-45.391,221.689,176.297,0.635,0.354,0.214,0.250,0.148,0.000,0.000,0.000,0.148,0.023,0.139,0.436,0.022,0.011,0.009,0.003,0.015,0.037,0.265,0.022,0.008,0.294,107.226,48.488,2060.000
2045-2075_JJA,450.639,282.463,30.757,59.107,4.420,0.003,0.000,0.003,29.903,440.092,10.547,228.795,239.343,0.862,0.364,0.255,0.351,0.065,0.000,0.000,0.000,0.065,0.005,0.060,0.160,0.006,0.002,0.002,0.002,0.006,0.009,0.216,0.006,0.005,0.080,29.113,5.085,2060.000
2045-2075_SON,374.751,228.828,27.808,43.755,3.303,0.008,0.000,0.008,24.646,410.638,-35.887,185.351,149.464,0.538,0.287,0.220,0.213,0.168,0.000,0.000,0.000,0.168,0.039,0.125,0.447,0.039,0.031,0.006,0.002,0.048,0.027,0.216,0.039,0.043,0.191,69.784,10.132,2060.000
2070-2100_annual,390.048,245.080,27.789,45.270,3.927,0.008,0.000,0.008,24.943,412.729,-22.680,198.515,175.835,0.633,0.323,0.222,0.252,0.146,0.000,0.000,0.000,0.146,0.015,0.131,0.456,0.016,0.008,0.005,0.003,0.015,0.022,0.285,0.015,0.015,0.197,71.906,18.451,
2070-2100_DJF,324.339,197.505,22.493,39.440,3.588,0.012,0.000,0.012,17.986,374.887,-50.548,159.979,109.431,0.394,0.239,0.166,0.145,0.188,0.000,0.000,0.000,0.188,0.007,0.192,0.720,0.008,0.000,0.004,0.004,0.007,0.018,0.368,0.007,-0.004,0.278,101.339,28.419,2084.997
2070-2100_MAM,370.806,275.654,28.286,35.993,4.219,0.008,0.000,0.008,24.758,411.181,-40.375,223.279,182.904,0.658,0.374,0.226,0.262,0.125,0.000,0.000,0.000,0.125,0.014,0.111,0.313,0.015,0.008,0.004,0.003,0.016,0.020,0.326,0.014,0.013,0.192,70.200,24.326,2085.000
2070-2100_JJA,472.400,277.641,31.586,59.869,4.532,0.003,0.000,0.003,30.987,446.443,25.957,224.889,250.846,0.903,0.382,0.266,0.371,0.056,0.000,0.000,0.000,0.056,0.001,0.056,0.139,0.002,0.000,0.000,0.002,0.001,0.001,0.208,0.002,0.001,0.068,24.823,3.977,2085.000
2070-2100_SON,391.396,228.423,28.699,45.670,3.356,0.011,0.000,0.011,25.917,417.729,-26.333,185.023,158.690,0.571,0.296,0.230,0.229,0.217,0.000,0.000,0.000,0.217,0.040,0.168,0.657,0.037,0.025,0.010,0.002,0.036,0.047,0.240,0.037,0.049,0.252,92.051,17.262,2085.000
