,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,287.468,250.824,18.170,30.682,2.651,0.021,0.000,0.021,13.745,355.214,-67.746,203.168,135.422,0.488,0.232,0.141,0.171,0.467,0.009,0.032,0.009,0.476,0.031,0.449,2.348,0.031,0.006,0.012,0.013,0.032,0.058,1.267,0.030,0.018,0.510,186.276,11.232,
2015-2045_DJF,240.610,187.332,8.373,41.208,2.712,0.020,0.001,0.020,3.231,304.625,-64.015,151.739,87.724,0.316,0.122,0.076,0.087,0.332,0.034,0.131,0.034,0.366,0.022,0.396,3.723,0.021,0.001,0.008,0.012,0.022,0.043,1.229,0.022,-0.065,0.489,178.485,25.831,2030.005
2015-2045_MAM,283.453,281.931,18.465,26.288,2.978,0.023,0.000,0.023,13.845,354.457,-71.004,228.364,157.360,0.566,0.261,0.137,0.195,0.527,0.000,0.000,0.000,0.527,0.033,0.513,1.900,0.033,0.002,0.017,0.014,0.033,0.076,1.396,0.033,0.014,0.558,203.579,4.517,2030.000
2015-2045_JJA,339.835,302.776,26.846,24.007,2.583,0.024,0.000,0.024,23.632,404.935,-65.100,245.248,180.148,0.649,0.335,0.209,0.253,0.633,0.000,0.000,0.000,0.633,0.033,0.580,1.652,0.031,0.008,0.010,0.012,0.035,0.053,1.217,0.030,0.053,0.588,214.457,-8.179,2030.000
2015-2045_SON,285.042,229.806,18.813,31.437,2.329,0.017,0.000,0.017,14.075,355.868,-70.826,186.143,115.317,0.415,0.209,0.140,0.145,0.373,0.000,0.000,0.000,0.373,0.034,0.305,2.143,0.037,0.011,0.013,0.012,0.037,0.060,1.225,0.037,0.068,0.406,148.019,23.170,2030.000
2045-2075_annual,295.981,249.889,19.311,30.035,2.670,0.022,0.000,0.022,14.985,361.549,-65.568,202.410,136.842,0.493,0.242,0.151,0.176,0.452,0.009,0.045,0.009,0.461,0.029,0.432,2.114,0.029,0.005,0.011,0.012,0.029,0.053,1.178,0.029,0.019,0.528,192.697,24.438,
2045-2075_DJF,244.989,187.296,9.204,40.881,2.805,0.022,0.001,0.021,4.056,308.320,-63.331,151.709,88.379,0.318,0.128,0.080,0.089,0.347,0.038,0.181,0.038,0.384,0.026,0.385,3.628,0.024,0.002,0.011,0.011,0.026,0.055,1.105,0.024,-0.038,0.525,191.756,42.381,2060.000
2045-2075_MAM,290.918,281.663,19.576,25.841,2.938,0.023,0.000,0.023,14.995,360.245,-69.328,228.147,158.819,0.572,0.271,0.146,0.201,0.508,0.000,0.000,0.000,0.508,0.031,0.491,1.793,0.031,0.005,0.014,0.013,0.030,0.064,1.256,0.031,0.017,0.550,200.880,10.257,2060.000
2045-2075_JJA,352.965,300.517,28.291,23.474,2.602,0.027,0.000,0.027,25.306,414.184,-61.218,243.419,182.201,0.656,0.349,0.225,0.260,0.652,0.000,0.000,0.000,0.652,0.035,0.608,1.626,0.032,0.008,0.012,0.012,0.039,0.056,1.194,0.032,0.044,0.636,232.172,-1.368,2060.000
2045-2075_SON,294.048,228.641,19.987,30.153,2.334,0.017,0.000,0.017,15.377,362.430,-68.381,185.199,116.818,0.421,0.218,0.150,0.150,0.295,0.000,0.000,0.000,0.296,0.022,0.243,1.431,0.026,0.006,0.008,0.012,0.022,0.039,1.155,0.026,0.052,0.398,145.449,47.074,2060.000
2070-2100_annual,306.295,249.148,20.727,30.018,2.650,0.022,0.000,0.022,16.520,369.377,-63.082,201.810,138.728,0.499,0.253,0.163,0.182,0.461,0.002,0.007,0.002,0.463,0.036,0.427,2.010,0.036,0.011,0.014,0.011,0.034,0.064,1.112,0.036,0.033,0.534,195.046,26.123,
2070-2100_DJF,251.510,187.535,10.568,41.140,2.774,0.021,0.000,0.021,5.374,314.170,-62.660,151.904,89.244,0.321,0.134,0.087,0.093,0.365,0.008,0.027,0.008,0.373,0.022,0.368,3.207,0.023,0.001,0.011,0.011,0.022,0.054,1.050,0.023,-0.003,0.505,184.295,41.673,2084.997
2070-2100_MAM,298.100,283.689,20.919,23.768,2.904,0.018,0.000,0.018,16.369,367.177,-69.076,229.788,160.712,0.579,0.286,0.157,0.208,0.432,0.000,0.000,0.000,0.432,0.046,0.391,1.476,0.045,0.015,0.018,0.011,0.039,0.077,1.127,0.044,0.042,0.444,161.916,3.096,2085.000
2070-2100_JJA,369.006,296.828,29.947,23.590,2.635,0.027,0.000,0.027,27.198,424.817,-55.811,240.430,184.620,0.665,0.365,0.245,0.268,0.661,0.000,0.000,0.000,0.661,0.050,0.613,1.633,0.049,0.023,0.016,0.010,0.052,0.073,1.018,0.049,0.047,0.659,240.641,-1.086,2085.000
2070-2100_SON,305.497,227.114,21.285,31.809,2.284,0.022,0.000,0.022,16.928,370.288,-64.791,183.962,119.172,0.429,0.223,0.160,0.157,0.382,0.000,0.000,0.000,0.382,0.026,0.335,1.744,0.026,0.003,0.010,0.013,0.024,0.049,1.253,0.026,0.047,0.529,193.105,61.495,2085.000
