,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,340.611,242.526,24.850,37.718,2.678,0.015,0.000,0.015,21.535,394.888,-54.277,196.446,142.169,0.512,0.260,0.195,0.197,0.143,0.000,0.000,0.000,0.143,0.003,0.145,0.438,0.003,0.000,0.001,0.002,0.003,0.005,0.198,0.002,-0.002,0.362,132.016,78.309,
2015-2045_DJF,285.418,191.379,17.073,42.886,2.314,0.008,0.000,0.008,12.084,345.697,-60.279,155.017,94.738,0.341,0.160,0.126,0.115,0.080,0.000,0.000,0.000,0.080,0.001,0.109,0.534,0.002,0.000,0.000,0.002,0.001,0.001,0.203,0.001,-0.029,0.199,72.797,32.452,2030.005
2015-2045_MAM,335.759,276.349,25.783,25.734,2.814,0.012,0.000,0.012,22.247,397.803,-62.044,223.843,161.799,0.582,0.312,0.200,0.225,0.129,0.000,0.000,0.000,0.129,0.002,0.126,0.309,0.002,0.000,0.001,0.002,0.002,0.004,0.157,0.001,0.003,0.278,101.532,55.156,2030.000
2015-2045_JJA,398.193,280.799,30.848,43.457,3.281,0.025,0.000,0.025,29.382,437.161,-38.968,227.447,188.480,0.679,0.335,0.256,0.277,0.199,0.000,0.000,0.000,0.199,0.004,0.183,0.409,0.002,0.000,0.001,0.001,0.004,0.005,0.138,0.001,0.016,0.596,217.404,150.050,2030.000
2015-2045_SON,342.026,220.348,25.556,38.908,2.290,0.015,0.000,0.015,22.251,397.976,-55.950,178.482,122.532,0.441,0.231,0.198,0.171,0.164,0.000,0.000,0.000,0.164,0.004,0.162,0.502,0.005,0.000,0.002,0.003,0.004,0.009,0.295,0.004,0.002,0.370,135.222,74.653,2030.000
2045-2075_annual,349.296,241.711,25.855,37.285,2.713,0.017,0.000,0.017,22.650,400.976,-51.680,195.786,144.107,0.519,0.269,0.206,0.202,0.177,0.000,0.000,0.000,0.177,0.018,0.159,0.507,0.018,0.011,0.004,0.003,0.015,0.019,0.290,0.017,0.018,0.396,144.695,80.302,
2045-2075_DJF,290.169,192.052,17.933,41.489,2.380,0.009,0.000,0.009,12.963,350.011,-59.842,155.562,95.720,0.345,0.168,0.132,0.118,0.104,0.000,0.000,0.000,0.104,0.001,0.103,0.445,0.003,0.000,0.000,0.003,0.001,0.001,0.263,0.002,0.001,0.215,78.381,40.130,2060.000
2045-2075_MAM,344.278,274.755,26.730,25.784,2.796,0.013,0.000,0.013,23.376,403.995,-59.717,222.552,162.835,0.586,0.320,0.210,0.229,0.170,0.000,0.000,0.000,0.170,0.028,0.145,0.434,0.027,0.020,0.005,0.002,0.013,0.024,0.201,0.026,0.025,0.306,111.638,49.205,2060.000
2045-2075_JJA,409.362,279.577,32.020,43.944,3.359,0.027,0.000,0.027,30.571,444.085,-34.722,226.457,191.735,0.690,0.346,0.271,0.285,0.251,0.000,0.000,0.000,0.251,0.009,0.236,0.572,0.006,0.000,0.003,0.003,0.009,0.018,0.260,0.006,0.014,0.659,240.382,152.052,2060.000
2045-2075_SON,352.267,219.259,26.592,38.010,2.306,0.017,0.000,0.017,23.513,404.871,-52.604,177.600,124.996,0.450,0.241,0.209,0.176,0.183,0.000,0.000,0.000,0.183,0.036,0.150,0.577,0.037,0.025,0.008,0.004,0.036,0.035,0.438,0.036,0.033,0.403,147.125,79.032,2060.000
2070-2100_annual,359.788,241.201,26.977,38.031,2.739,0.017,0.000,0.017,23.914,407.842,-48.054,195.373,147.319,0.530,0.277,0.218,0.210,0.183,0.000,0.000,0.000,0.183,0.013,0.170,0.569,0.013,0.004,0.005,0.004,0.014,0.025,0.351,0.012,0.013,0.413,150.682,83.994,
2070-2100_DJF,297.573,191.509,19.127,41.584,2.353,0.009,0.000,0.009,14.226,356.177,-58.604,155.122,96.519,0.347,0.173,0.141,0.121,0.113,0.000,0.000,0.000,0.113,0.002,0.129,0.561,0.006,0.000,0.002,0.004,0.002,0.008,0.407,0.005,-0.016,0.212,77.337,28.486,2084.997
2070-2100_MAM,352.526,276.251,27.825,24.647,2.814,0.009,0.000,0.009,24.613,410.791,-58.265,223.763,165.498,0.596,0.333,0.222,0.235,0.096,0.000,0.000,0.000,0.096,0.003,0.092,0.243,0.005,0.000,0.002,0.003,0.003,0.009,0.261,0.004,0.004,0.215,78.608,43.607,2085.000
2070-2100_JJA,423.403,276.651,33.197,45.302,3.445,0.027,0.000,0.027,31.801,451.346,-27.943,224.087,196.145,0.706,0.355,0.288,0.294,0.239,0.000,0.000,0.000,0.239,0.012,0.220,0.552,0.009,0.001,0.006,0.002,0.012,0.026,0.230,0.009,0.019,0.648,236.463,152.955,2085.000
2070-2100_SON,364.502,219.198,27.614,40.687,2.333,0.024,0.000,0.024,24.839,412.105,-47.603,177.550,129.947,0.468,0.245,0.220,0.185,0.285,0.000,0.000,0.000,0.285,0.036,0.240,0.923,0.033,0.016,0.012,0.005,0.037,0.056,0.509,0.033,0.045,0.574,209.546,110.142,2085.000
