,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,283.136,243.902,17.133,31.912,2.656,0.026,0.000,0.026,12.677,350.023,-66.887,197.561,130.674,0.470,0.220,0.134,0.162,0.486,0.039,0.402,0.039,0.524,0.051,0.477,3.565,0.050,0.007,0.025,0.018,0.048,0.110,1.817,0.050,0.008,0.622,227.090,34.393,
2015-2045_DJF,237.895,178.091,7.259,41.334,2.747,0.026,0.002,0.024,2.124,299.815,-61.919,144.254,82.334,0.296,0.114,0.072,0.079,0.507,0.155,1.618,0.152,0.660,0.076,0.607,7.779,0.058,0.005,0.037,0.016,0.077,0.167,1.621,0.058,-0.099,0.619,226.005,-16.571,2030.005
2015-2045_MAM,279.660,273.130,17.288,29.573,2.974,0.032,0.000,0.032,12.740,349.081,-69.422,221.235,151.813,0.547,0.242,0.129,0.184,0.957,0.002,0.007,0.004,0.961,0.099,0.931,4.215,0.100,0.017,0.054,0.029,0.091,0.231,2.842,0.100,0.025,0.766,279.594,-96.872,2030.000
2015-2045_JJA,333.845,299.500,25.970,24.961,2.576,0.027,0.000,0.027,22.628,399.533,-65.689,242.595,176.906,0.637,0.323,0.200,0.246,0.192,0.000,0.000,0.000,0.192,0.002,0.190,0.461,0.020,0.000,0.001,0.019,0.002,0.004,1.892,0.020,0.002,0.637,232.405,155.758,2030.000
2015-2045_SON,280.240,223.395,17.831,31.963,2.325,0.019,0.000,0.019,13.017,350.700,-70.460,180.950,110.490,0.398,0.197,0.133,0.137,0.285,0.001,0.002,0.001,0.285,0.024,0.181,1.869,0.024,0.007,0.008,0.009,0.023,0.039,0.901,0.024,0.104,0.465,169.712,94.931,2030.000
2045-2075_annual,291.405,243.160,18.291,31.244,2.654,0.026,0.000,0.026,13.923,356.312,-64.907,196.960,132.053,0.475,0.229,0.143,0.167,0.483,0.028,0.256,0.028,0.511,0.046,0.466,3.353,0.046,0.008,0.020,0.018,0.045,0.092,1.739,0.046,0.017,0.624,227.741,41.087,
2045-2075_DJF,242.291,178.012,8.144,41.298,2.815,0.027,0.001,0.026,2.987,303.626,-61.335,144.189,82.854,0.298,0.119,0.076,0.082,0.564,0.109,1.023,0.108,0.672,0.072,0.621,7.506,0.057,0.007,0.033,0.017,0.072,0.153,1.673,0.057,-0.057,0.655,238.951,-8.512,2060.000
2045-2075_MAM,286.812,273.580,18.432,28.726,2.910,0.030,0.000,0.030,13.902,354.856,-68.044,221.600,153.556,0.553,0.253,0.137,0.191,0.877,0.001,0.008,0.003,0.879,0.073,0.858,3.640,0.074,0.011,0.037,0.027,0.070,0.165,2.637,0.074,0.018,0.726,265.144,-75.312,2060.000
2045-2075_JJA,346.538,297.284,27.392,24.411,2.582,0.028,0.000,0.028,24.272,408.534,-61.996,240.800,178.804,0.644,0.336,0.216,0.253,0.202,0.000,0.000,0.000,0.202,0.010,0.201,0.525,0.024,0.003,0.003,0.018,0.009,0.016,1.778,0.024,0.001,0.679,247.964,165.588,2060.000
2045-2075_SON,289.007,222.281,19.010,30.728,2.308,0.018,0.000,0.018,14.325,357.225,-68.218,180.048,111.829,0.403,0.206,0.142,0.142,0.289,0.003,0.007,0.002,0.290,0.028,0.183,1.803,0.027,0.011,0.007,0.009,0.030,0.035,0.856,0.026,0.106,0.434,158.367,82.071,2060.000
2070-2100_annual,301.521,242.500,19.771,30.921,2.619,0.026,0.000,0.026,15.479,364.168,-62.647,196.425,133.777,0.482,0.240,0.155,0.173,0.479,0.006,0.034,0.006,0.486,0.049,0.436,3.201,0.049,0.012,0.022,0.015,0.045,0.097,1.516,0.049,0.043,0.622,227.046,49.810,
2070-2100_DJF,248.553,178.384,9.570,41.472,2.757,0.026,0.000,0.026,4.320,309.477,-60.924,144.491,83.567,0.301,0.125,0.082,0.085,0.617,0.025,0.136,0.025,0.642,0.065,0.610,7.217,0.051,0.005,0.030,0.015,0.067,0.141,1.496,0.051,0.007,0.636,232.037,-8.969,2084.997
2070-2100_MAM,293.996,275.699,19.846,26.212,2.859,0.025,0.000,0.025,15.302,361.845,-67.849,223.316,155.467,0.560,0.268,0.148,0.198,0.773,0.001,0.001,0.001,0.773,0.090,0.735,3.250,0.093,0.026,0.043,0.024,0.078,0.184,2.329,0.093,0.037,0.603,220.041,-82.265,2085.000
2070-2100_JJA,362.228,293.882,29.109,24.233,2.606,0.029,0.000,0.029,26.196,419.246,-57.018,238.045,181.027,0.652,0.352,0.236,0.261,0.198,0.000,0.000,0.000,0.198,0.005,0.195,0.467,0.017,0.001,0.002,0.015,0.005,0.010,1.469,0.017,0.003,0.699,255.066,177.624,2085.000
2070-2100_SON,300.272,220.559,20.369,31.982,2.253,0.023,0.000,0.023,15.887,365.060,-64.788,178.653,113.864,0.410,0.211,0.153,0.148,0.331,0.000,0.000,0.000,0.331,0.038,0.206,1.935,0.037,0.017,0.012,0.008,0.033,0.056,0.764,0.037,0.125,0.550,200.852,112.397,2085.000
