,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,354.700,238.016,25.261,46.142,3.857,0.011,0.000,0.011,22.208,397.920,-43.220,192.793,149.573,0.538,0.261,0.196,0.208,0.112,0.000,0.000,0.000,0.112,0.003,0.113,0.365,0.003,0.000,0.001,0.002,0.003,0.006,0.154,0.002,-0.001,0.271,99.048,56.809,
2015-2045_DJF,302.212,192.691,19.772,37.817,2.546,0.004,0.000,0.004,14.744,358.567,-56.355,156.079,99.725,0.359,0.190,0.144,0.127,0.051,0.000,0.000,0.000,0.051,0.000,0.078,0.413,0.002,0.000,0.000,0.002,0.000,0.001,0.171,0.001,-0.027,0.105,38.324,9.393,2030.005
2015-2045_MAM,347.298,277.164,26.142,32.854,4.116,0.007,0.000,0.007,22.716,400.093,-52.795,224.503,171.708,0.618,0.336,0.203,0.239,0.094,0.000,0.000,0.000,0.094,0.003,0.090,0.248,0.003,0.000,0.001,0.001,0.003,0.006,0.123,0.002,0.004,0.175,63.879,30.244,2030.000
2015-2045_JJA,409.750,265.931,29.043,66.384,5.747,0.019,0.000,0.019,28.182,430.246,-20.496,215.404,194.908,0.702,0.287,0.235,0.281,0.142,0.000,0.000,0.000,0.142,0.003,0.135,0.276,0.002,0.000,0.001,0.001,0.003,0.005,0.109,0.001,0.007,0.464,169.256,119.583,2030.000
2015-2045_SON,358.571,215.155,25.987,47.364,2.985,0.014,0.000,0.014,23.057,402.062,-43.491,174.275,130.785,0.471,0.231,0.201,0.183,0.159,0.000,0.000,0.000,0.159,0.006,0.150,0.526,0.005,0.001,0.002,0.002,0.006,0.012,0.215,0.005,0.009,0.339,123.831,67.216,2030.000
2045-2075_annual,363.324,237.554,26.145,46.007,3.964,0.012,0.000,0.012,23.163,403.141,-39.817,192.419,152.602,0.549,0.271,0.205,0.214,0.141,0.000,0.000,0.000,0.141,0.022,0.119,0.398,0.022,0.016,0.004,0.002,0.021,0.018,0.216,0.022,0.022,0.297,108.453,57.233,
2045-2075_DJF,306.674,193.829,20.453,36.229,2.604,0.005,0.000,0.005,15.461,362.163,-55.489,157.001,101.512,0.365,0.200,0.150,0.130,0.066,0.000,0.000,0.000,0.066,0.000,0.061,0.271,0.002,0.000,0.000,0.002,0.000,0.000,0.215,0.002,0.005,0.116,42.284,19.400,2060.000
2045-2075_MAM,355.134,275.456,27.078,33.387,4.131,0.008,0.000,0.008,23.705,405.534,-50.399,223.119,172.720,0.622,0.344,0.213,0.244,0.135,0.000,0.000,0.000,0.135,0.035,0.108,0.382,0.034,0.027,0.005,0.002,0.024,0.021,0.155,0.033,0.028,0.202,73.728,22.317,2060.000
2045-2075_JJA,421.629,265.156,29.831,68.060,6.043,0.020,0.000,0.020,29.093,435.476,-13.847,214.776,200.929,0.723,0.293,0.244,0.292,0.181,0.000,0.000,0.000,0.181,0.006,0.174,0.385,0.005,0.001,0.002,0.002,0.006,0.012,0.186,0.004,0.007,0.490,178.711,113.582,2060.000
2045-2075_SON,368.825,214.686,27.117,46.164,3.041,0.016,0.000,0.016,24.256,408.662,-39.837,173.895,134.058,0.483,0.244,0.213,0.190,0.180,0.000,0.000,0.000,0.180,0.048,0.131,0.552,0.048,0.036,0.008,0.003,0.053,0.038,0.310,0.047,0.049,0.378,138.135,73.074,2060.000
2070-2100_annual,373.831,237.432,27.107,47.068,4.059,0.013,0.000,0.013,24.269,409.189,-35.358,192.320,156.961,0.565,0.278,0.216,0.223,0.143,0.000,0.000,0.000,0.143,0.013,0.129,0.451,0.013,0.006,0.005,0.003,0.012,0.022,0.255,0.013,0.013,0.312,113.714,61.827,
2070-2100_DJF,313.757,193.506,21.367,36.287,2.558,0.005,0.000,0.005,16.496,367.348,-53.591,156.740,103.149,0.371,0.205,0.157,0.134,0.081,0.000,0.000,0.000,0.081,0.003,0.101,0.500,0.007,0.001,0.003,0.003,0.003,0.012,0.345,0.006,-0.020,0.125,45.468,6.313,2084.997
2070-2100_MAM,363.262,276.963,28.096,33.435,4.274,0.004,0.000,0.004,24.773,411.423,-48.161,224.340,176.179,0.634,0.358,0.225,0.251,0.053,0.000,0.000,0.000,0.053,0.001,0.052,0.127,0.002,0.000,0.000,0.002,0.001,0.001,0.180,0.001,0.000,0.108,39.271,19.655,2085.000
2070-2100_JJA,435.558,263.213,30.793,68.983,6.231,0.021,0.000,0.021,30.148,441.598,-6.040,213.202,207.162,0.746,0.302,0.256,0.304,0.186,0.000,0.000,0.000,0.186,0.009,0.175,0.417,0.007,0.002,0.004,0.001,0.009,0.020,0.133,0.007,0.011,0.512,186.974,120.765,2085.000
2070-2100_SON,381.674,214.953,28.070,49.386,3.133,0.021,0.000,0.021,25.522,415.651,-33.977,174.112,140.135,0.504,0.247,0.224,0.201,0.251,0.000,0.000,0.000,0.251,0.041,0.189,0.764,0.038,0.022,0.012,0.004,0.033,0.054,0.365,0.037,0.062,0.500,182.577,99.917,2085.000
