,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,340.351,250.314,25.879,23.594,4.843,0.008,0.000,0.008,21.594,395.987,-55.636,202.754,147.118,0.530,0.399,0.215,0.208,0.139,0.000,0.000,0.000,0.139,0.004,0.140,0.658,0.004,0.000,0.002,0.002,0.004,0.009,0.233,0.003,-0.000,0.188,68.712,16.474,
2015-2045_DJF,285.171,179.375,14.375,36.082,3.961,0.012,0.000,0.012,10.513,338.057,-52.885,145.293,92.408,0.333,0.186,0.109,0.105,0.222,0.000,0.000,0.000,0.222,0.005,0.259,1.452,0.005,0.000,0.001,0.003,0.005,0.010,0.319,0.004,-0.037,0.293,106.997,10.971,2030.005
2015-2045_MAM,339.966,273.307,26.304,23.137,4.562,0.009,0.000,0.009,22.194,397.757,-57.791,221.379,163.588,0.589,0.385,0.208,0.228,0.181,0.000,0.000,0.000,0.181,0.004,0.184,0.532,0.005,0.000,0.002,0.003,0.004,0.010,0.328,0.004,-0.003,0.227,82.953,14.076,2030.000
2015-2045_JJA,404.944,318.290,36.322,12.497,6.451,0.000,0.000,0.000,32.003,453.148,-48.204,257.815,209.611,0.755,0.665,0.333,0.323,0.001,0.000,0.000,0.000,0.001,0.000,0.001,0.002,0.002,0.000,0.000,0.002,0.000,0.000,0.166,0.001,-0.000,0.004,1.409,0.721,2030.000
2015-2045_SON,330.147,228.679,26.300,22.894,4.378,0.010,0.000,0.010,21.452,393.844,-63.697,185.230,121.533,0.438,0.357,0.210,0.171,0.156,0.000,0.000,0.000,0.156,0.007,0.117,0.662,0.004,0.000,0.003,0.001,0.007,0.016,0.118,0.004,0.039,0.231,84.398,40.281,2030.000
2045-2075_annual,354.240,248.852,27.072,22.862,4.932,0.007,0.000,0.007,23.154,404.859,-50.619,201.570,150.951,0.543,0.419,0.230,0.216,0.135,0.000,0.000,0.000,0.135,0.003,0.132,0.569,0.003,0.000,0.001,0.002,0.004,0.006,0.192,0.002,0.003,0.172,62.852,13.880,
2045-2075_DJF,288.953,179.204,15.032,34.553,4.188,0.009,0.000,0.009,11.167,341.275,-52.322,145.155,92.834,0.334,0.197,0.114,0.107,0.177,0.000,0.000,0.000,0.177,0.004,0.217,1.189,0.003,0.000,0.001,0.002,0.004,0.007,0.224,0.002,-0.039,0.228,83.194,3.229,2060.000
2045-2075_MAM,353.019,272.571,27.564,22.765,4.555,0.013,0.000,0.013,23.743,406.375,-53.356,220.782,167.427,0.603,0.403,0.222,0.238,0.225,0.000,0.000,0.000,0.225,0.008,0.223,0.639,0.007,0.001,0.003,0.003,0.009,0.016,0.262,0.006,0.002,0.303,110.492,26.891,2060.000
2045-2075_JJA,431.576,313.647,37.983,12.517,6.454,0.001,0.000,0.001,34.699,469.417,-37.841,254.054,216.214,0.778,0.695,0.360,0.338,0.010,0.000,0.000,0.000,0.010,0.000,0.010,0.015,0.002,0.000,0.000,0.002,0.000,0.000,0.194,0.001,-0.000,0.016,5.865,1.765,2060.000
2045-2075_SON,342.018,228.422,27.482,21.826,4.511,0.006,0.000,0.006,22.772,401.101,-59.083,185.022,125.939,0.453,0.378,0.223,0.180,0.129,0.000,0.000,0.000,0.129,0.002,0.078,0.442,0.001,0.000,0.000,0.001,0.002,0.001,0.088,0.000,0.051,0.143,52.135,23.535,2060.000
2070-2100_annual,365.271,248.438,28.657,22.804,4.881,0.007,0.000,0.007,25.147,416.161,-50.890,201.235,150.344,0.541,0.433,0.250,0.218,0.135,0.000,0.000,0.000,0.135,0.006,0.129,0.592,0.006,0.002,0.002,0.002,0.005,0.011,0.210,0.006,0.006,0.167,60.773,11.613,
2070-2100_DJF,296.695,178.811,16.334,36.428,4.084,0.013,0.000,0.013,12.496,347.643,-50.948,144.837,93.889,0.338,0.200,0.122,0.111,0.270,0.000,0.000,0.000,0.270,0.011,0.272,1.504,0.011,0.003,0.006,0.002,0.010,0.028,0.227,0.011,-0.003,0.319,116.269,12.729,2084.997
2070-2100_MAM,364.468,276.332,28.977,21.095,4.710,0.007,0.000,0.007,25.457,416.008,-51.540,223.829,172.289,0.620,0.431,0.238,0.248,0.137,0.000,0.000,0.000,0.137,0.004,0.142,0.363,0.005,0.000,0.002,0.003,0.004,0.009,0.322,0.004,-0.005,0.173,63.075,9.650,2085.000
2070-2100_JJA,440.638,309.209,40.015,12.168,6.247,0.000,0.000,0.000,37.506,486.729,-46.091,250.460,204.369,0.736,0.701,0.396,0.323,0.006,0.000,0.000,0.000,0.006,0.000,0.007,0.008,0.002,0.000,0.000,0.002,0.000,0.000,0.189,0.001,-0.000,0.008,2.861,-0.029,2085.000
2070-2100_SON,357.880,227.834,29.068,21.777,4.464,0.007,0.000,0.007,24.884,412.909,-55.029,184.546,129.517,0.466,0.393,0.241,0.188,0.130,0.000,0.000,0.000,0.130,0.011,0.097,0.511,0.008,0.005,0.001,0.001,0.007,0.007,0.101,0.006,0.033,0.170,61.973,24.262,2085.000
