,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,289.703,236.665,16.798,40.461,2.657,0.039,0.000,0.038,13.118,352.203,-62.500,191.698,129.198,0.465,0.203,0.131,0.160,0.618,0.033,0.329,0.033,0.652,0.065,0.591,3.494,0.065,0.011,0.033,0.021,0.061,0.143,2.084,0.065,0.028,0.927,338.502,99.240,
2015-2045_DJF,239.404,172.817,6.907,46.951,2.798,0.030,0.001,0.029,2.279,300.444,-61.040,139.982,78.942,0.284,0.104,0.070,0.075,0.677,0.134,1.328,0.134,0.810,0.092,0.739,6.997,0.073,0.009,0.045,0.019,0.091,0.199,1.837,0.073,-0.062,0.728,265.607,-30.538,2030.005
2015-2045_MAM,286.743,262.488,16.953,41.386,2.939,0.051,0.000,0.051,13.279,351.696,-64.953,212.615,147.662,0.532,0.216,0.126,0.178,1.185,0.001,0.003,0.001,1.187,0.133,1.123,4.579,0.133,0.026,0.074,0.032,0.121,0.316,3.172,0.133,0.063,1.217,444.298,-13.930,2030.000
2015-2045_JJA,345.474,291.929,25.525,33.096,2.534,0.046,0.000,0.046,23.186,402.526,-57.053,236.463,179.410,0.646,0.305,0.196,0.248,0.260,0.000,0.000,0.000,0.260,0.004,0.257,0.581,0.024,0.000,0.001,0.022,0.004,0.008,2.225,0.024,0.003,1.099,401.287,298.892,2030.000
2015-2045_SON,286.182,217.990,17.623,40.539,2.355,0.027,0.000,0.027,13.525,353.158,-66.976,176.572,109.596,0.395,0.183,0.131,0.136,0.349,0.000,0.000,0.000,0.350,0.031,0.243,1.871,0.030,0.008,0.011,0.011,0.029,0.050,1.087,0.031,0.106,0.658,240.343,140.481,2030.000
2045-2075_annual,298.250,236.783,18.047,39.302,2.613,0.037,0.000,0.036,14.477,359.053,-60.803,191.795,130.992,0.472,0.212,0.141,0.165,0.611,0.022,0.161,0.022,0.633,0.058,0.575,3.271,0.058,0.011,0.027,0.020,0.057,0.119,2.014,0.058,0.036,0.877,319.985,88.949,
2045-2075_DJF,244.480,173.371,8.034,47.022,2.822,0.030,0.001,0.029,3.376,305.308,-60.828,140.430,79.602,0.287,0.110,0.075,0.078,0.733,0.088,0.646,0.086,0.819,0.085,0.755,6.749,0.069,0.010,0.040,0.019,0.084,0.181,1.893,0.068,-0.022,0.725,264.674,-35.863,2060.000
2045-2075_MAM,294.509,264.789,18.147,39.273,2.826,0.047,0.000,0.047,14.545,358.020,-63.512,214.479,150.967,0.543,0.229,0.135,0.187,1.081,0.001,0.007,0.003,1.084,0.100,1.030,3.965,0.100,0.017,0.053,0.030,0.096,0.229,2.997,0.100,0.051,1.121,409.124,-3.495,2060.000
2045-2075_JJA,356.930,290.727,26.976,32.054,2.509,0.046,0.000,0.046,24.823,411.535,-54.605,235.489,180.883,0.651,0.317,0.211,0.254,0.274,0.000,0.000,0.000,0.274,0.013,0.270,0.639,0.030,0.004,0.005,0.021,0.012,0.022,2.111,0.030,0.003,1.093,398.819,289.104,2060.000
2045-2075_SON,296.022,216.808,18.845,39.005,2.295,0.023,0.000,0.023,14.956,360.327,-64.306,175.614,111.308,0.401,0.191,0.141,0.141,0.354,0.000,0.000,0.000,0.354,0.034,0.244,1.782,0.033,0.014,0.009,0.011,0.036,0.044,1.042,0.034,0.110,0.562,205.005,103.803,2060.000
2070-2100_annual,308.124,236.268,19.544,38.767,2.558,0.036,0.000,0.036,16.067,367.110,-58.986,191.377,132.391,0.477,0.222,0.153,0.171,0.594,0.006,0.031,0.006,0.600,0.061,0.539,3.073,0.061,0.017,0.027,0.018,0.056,0.119,1.755,0.061,0.055,0.868,316.813,97.851,
2070-2100_DJF,250.652,174.104,9.515,47.370,2.717,0.030,0.000,0.029,4.800,311.597,-60.945,141.024,80.079,0.288,0.115,0.081,0.081,0.756,0.023,0.123,0.023,0.779,0.076,0.734,6.354,0.061,0.009,0.035,0.017,0.075,0.159,1.662,0.061,0.022,0.708,258.459,-31.587,2084.997
2070-2100_MAM,302.625,266.047,19.567,36.321,2.757,0.043,0.000,0.043,15.985,365.261,-62.636,215.498,152.862,0.550,0.244,0.145,0.194,0.954,0.001,0.001,0.001,0.955,0.117,0.885,3.492,0.118,0.036,0.055,0.027,0.104,0.236,2.651,0.119,0.069,1.027,375.005,8.641,2085.000
2070-2100_JJA,370.738,288.121,28.724,31.779,2.516,0.046,0.000,0.046,26.714,422.118,-51.380,233.378,181.998,0.655,0.331,0.231,0.261,0.268,0.000,0.000,0.000,0.268,0.007,0.264,0.583,0.021,0.001,0.003,0.018,0.007,0.013,1.756,0.021,0.005,1.095,399.709,295.592,2085.000
2070-2100_SON,307.364,215.375,20.184,39.776,2.242,0.026,0.000,0.026,16.555,368.406,-61.042,174.454,113.412,0.408,0.197,0.151,0.147,0.399,0.000,0.000,0.000,0.399,0.046,0.273,1.914,0.044,0.019,0.015,0.010,0.040,0.067,0.941,0.044,0.126,0.636,232.031,116.464,2085.000
