,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
hist_annual,346.352,250.463,25.831,42.184,3.978,0.012,0.000,0.012,18.290,377.240,-30.887,202.875,171.987,0.619,0.328,0.202,0.240,0.186,0.000,0.000,0.000,0.186,0.015,0.174,0.657,0.014,0.006,0.005,0.004,0.014,0.022,0.350,0.014,0.012,0.278,101.331,32.680,
hist_DJF,315.230,189.585,19.975,45.002,3.591,0.025,0.000,0.025,13.069,350.325,-35.095,153.564,118.469,0.426,0.216,0.146,0.151,0.420,0.000,0.000,0.000,0.420,0.033,0.393,1.680,0.028,0.014,0.010,0.004,0.029,0.048,0.411,0.027,0.027,0.600,218.923,65.432,2001.507
hist_MAM,337.147,292.425,27.191,33.617,5.104,0.012,0.000,0.012,17.890,374.652,-37.505,236.864,199.360,0.718,0.421,0.216,0.282,0.136,0.000,0.000,0.000,0.136,0.005,0.143,0.386,0.008,0.000,0.003,0.005,0.004,0.014,0.503,0.008,-0.007,0.284,103.551,48.510,2001.500
hist_JJA,386.813,287.455,29.346,49.104,3.821,0.005,0.000,0.005,23.436,404.873,-18.060,232.839,214.779,0.773,0.371,0.238,0.310,0.097,0.000,0.000,0.000,0.097,0.015,0.082,0.218,0.016,0.009,0.004,0.003,0.019,0.017,0.303,0.015,0.015,0.130,47.481,11.817,2001.500
hist_SON,345.607,230.992,26.708,41.055,3.382,0.004,0.000,0.004,18.669,378.601,-32.995,187.103,154.108,0.555,0.302,0.208,0.216,0.094,0.000,0.000,0.000,0.094,0.005,0.082,0.360,0.006,0.002,0.002,0.002,0.004,0.011,0.184,0.005,0.012,0.101,36.951,5.297,2001.500
