,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,357.846,246.715,26.173,42.424,3.612,0.011,0.000,0.011,22.893,401.625,-43.779,199.839,156.060,0.562,0.296,0.206,0.219,0.244,0.000,0.000,0.000,0.244,0.015,0.233,0.992,0.015,0.002,0.007,0.005,0.015,0.033,0.540,0.014,0.010,0.252,92.104,1.905,
2015-2045_DJF,307.260,195.654,20.040,43.381,3.430,0.016,0.000,0.016,15.475,362.172,-54.912,158.480,103.568,0.373,0.205,0.146,0.132,0.393,0.000,0.000,0.000,0.393,0.019,0.384,1.986,0.016,0.002,0.008,0.006,0.019,0.038,0.623,0.014,0.009,0.386,140.977,-4.493,2030.005
2015-2045_MAM,350.003,272.959,26.582,34.537,3.868,0.012,0.000,0.012,22.944,401.292,-51.289,221.097,169.808,0.611,0.342,0.207,0.238,0.357,0.000,0.000,0.000,0.357,0.018,0.359,1.114,0.019,0.001,0.010,0.008,0.018,0.050,0.770,0.018,-0.003,0.290,105.931,-31.993,2030.000
2015-2045_JJA,418.301,286.349,30.804,52.703,4.031,0.003,0.000,0.003,29.418,437.371,-19.070,231.943,212.872,0.766,0.356,0.256,0.312,0.045,0.000,0.000,0.000,0.045,0.001,0.046,0.099,0.005,0.000,0.000,0.005,0.001,0.003,0.488,0.005,-0.001,0.065,23.664,5.067,2030.000
2015-2045_SON,354.812,230.738,27.157,39.056,3.109,0.011,0.000,0.011,23.599,404.938,-50.127,186.898,136.771,0.492,0.280,0.213,0.194,0.183,0.000,0.000,0.000,0.183,0.020,0.146,0.786,0.019,0.006,0.010,0.003,0.022,0.041,0.277,0.018,0.037,0.271,98.861,39.323,2030.000
2045-2075_annual,365.486,245.819,26.638,42.942,3.612,0.010,0.000,0.010,23.524,405.086,-39.600,199.113,159.513,0.574,0.300,0.211,0.226,0.251,0.000,0.000,0.000,0.251,0.020,0.230,0.902,0.020,0.008,0.007,0.005,0.021,0.033,0.501,0.019,0.020,0.243,88.623,-2.580,
2045-2075_DJF,309.410,197.015,20.646,40.472,3.433,0.010,0.000,0.010,15.958,364.602,-55.191,159.582,104.391,0.376,0.216,0.151,0.134,0.320,0.000,0.000,0.000,0.320,0.013,0.324,1.509,0.011,0.001,0.005,0.005,0.013,0.027,0.446,0.010,-0.004,0.251,91.477,-30.337,2060.000
2045-2075_MAM,354.776,271.712,26.966,36.468,3.814,0.022,0.000,0.022,23.489,404.225,-49.449,220.087,170.638,0.614,0.339,0.211,0.241,0.512,0.000,0.000,0.000,0.512,0.060,0.459,1.559,0.057,0.028,0.022,0.008,0.063,0.093,0.793,0.057,0.053,0.530,193.449,5.060,2060.000
2045-2075_JJA,431.300,284.134,31.212,53.704,4.044,0.003,0.000,0.003,30.142,441.581,-10.282,230.149,219.867,0.792,0.361,0.261,0.323,0.032,0.000,0.000,0.000,0.032,0.000,0.033,0.060,0.005,0.000,0.000,0.005,0.000,0.000,0.522,0.004,-0.000,0.062,22.528,9.046,2060.000
2045-2075_SON,365.375,229.294,27.625,41.056,3.148,0.005,0.000,0.005,24.370,409.201,-43.826,185.728,141.902,0.511,0.282,0.218,0.202,0.138,0.000,0.000,0.000,0.138,0.008,0.106,0.486,0.008,0.002,0.003,0.002,0.008,0.013,0.238,0.007,0.032,0.128,46.636,5.461,2060.000
2070-2100_annual,367.578,248.641,27.040,41.177,3.667,0.009,0.000,0.009,23.846,406.839,-39.261,201.399,162.138,0.584,0.312,0.215,0.230,0.207,0.000,0.000,0.000,0.207,0.018,0.189,0.749,0.018,0.008,0.006,0.004,0.016,0.027,0.420,0.017,0.017,0.215,78.565,3.400,
2070-2100_DJF,311.717,199.689,21.184,39.897,3.349,0.011,0.000,0.011,16.476,367.207,-55.491,161.748,106.257,0.383,0.221,0.155,0.138,0.274,0.000,0.000,0.000,0.274,0.008,0.272,1.263,0.009,0.001,0.003,0.004,0.008,0.015,0.425,0.008,0.003,0.258,94.145,-7.886,2084.997
2070-2100_MAM,356.801,277.029,27.434,33.809,3.891,0.014,0.000,0.014,23.870,406.336,-49.535,224.394,174.859,0.629,0.356,0.216,0.248,0.330,0.000,0.000,0.000,0.330,0.024,0.307,0.988,0.022,0.006,0.010,0.006,0.026,0.051,0.594,0.021,0.023,0.334,121.946,2.088,2085.000
2070-2100_JJA,437.057,283.700,31.610,52.881,4.133,0.002,0.000,0.002,30.546,443.946,-6.889,229.797,222.908,0.802,0.373,0.266,0.329,0.029,0.000,0.000,0.000,0.029,0.000,0.029,0.052,0.004,0.000,0.000,0.004,0.000,0.000,0.392,0.003,-0.000,0.055,20.120,8.380,2085.000
2070-2100_SON,363.619,233.033,27.828,38.062,3.286,0.009,0.000,0.009,24.354,409.129,-45.510,188.757,143.247,0.516,0.298,0.221,0.204,0.195,0.000,0.000,0.000,0.195,0.038,0.150,0.704,0.036,0.023,0.010,0.003,0.030,0.043,0.268,0.035,0.045,0.215,78.347,10.882,2085.000
