,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,320.290,229.196,21.099,42.293,2.271,0.041,0.000,0.041,17.814,376.047,-55.757,185.649,129.891,0.468,0.214,0.165,0.172,0.673,0.000,0.000,0.000,0.673,0.066,0.611,2.520,0.066,0.017,0.031,0.018,0.061,0.138,1.801,0.066,0.062,0.995,363.143,116.019,
2015-2045_DJF,263.066,170.821,11.455,52.256,2.247,0.031,0.000,0.031,6.751,320.560,-57.494,138.365,80.872,0.291,0.112,0.092,0.087,0.569,0.000,0.000,0.000,0.569,0.072,0.521,3.992,0.069,0.022,0.030,0.016,0.061,0.133,1.619,0.069,0.048,0.752,274.359,59.135,2030.005
2015-2045_MAM,314.813,260.468,21.147,39.853,2.405,0.054,0.000,0.054,17.773,374.499,-59.686,210.979,151.293,0.545,0.237,0.159,0.197,0.992,0.000,0.000,0.000,0.992,0.131,0.871,3.110,0.124,0.033,0.070,0.021,0.115,0.293,2.118,0.124,0.121,1.300,474.381,111.232,2030.000
2015-2045_JJA,385.239,274.467,29.694,36.629,2.345,0.057,0.000,0.057,28.274,431.008,-45.769,222.318,176.549,0.636,0.311,0.243,0.256,0.774,0.000,0.000,0.000,0.774,0.047,0.722,1.646,0.048,0.012,0.018,0.019,0.051,0.089,1.838,0.048,0.052,1.364,497.684,216.630,2030.000
2015-2045_SON,316.900,209.689,21.922,40.609,2.086,0.023,0.000,0.023,18.252,377.062,-60.161,169.848,109.687,0.395,0.196,0.165,0.146,0.351,0.000,0.000,0.000,0.351,0.016,0.324,1.349,0.024,0.000,0.007,0.016,0.016,0.038,1.624,0.025,0.027,0.555,202.690,75.544,2030.000
2045-2075_annual,326.484,228.564,21.816,43.148,2.247,0.044,0.000,0.044,18.640,380.333,-53.849,185.137,131.288,0.473,0.217,0.171,0.176,0.696,0.000,0.000,0.000,0.696,0.059,0.637,2.259,0.059,0.013,0.027,0.018,0.057,0.123,1.780,0.059,0.059,1.053,384.297,130.483,
2045-2075_DJF,266.252,172.297,12.329,50.375,2.187,0.027,0.000,0.026,7.562,324.297,-58.044,139.561,81.517,0.293,0.117,0.096,0.089,0.448,0.000,0.000,0.000,0.448,0.037,0.400,2.636,0.038,0.010,0.014,0.013,0.035,0.068,1.311,0.038,0.048,0.639,233.122,73.383,2060.000
2045-2075_MAM,320.816,258.106,21.757,41.345,2.341,0.060,0.000,0.060,18.533,378.337,-57.521,209.066,151.545,0.546,0.236,0.163,0.199,1.036,0.000,0.000,0.000,1.036,0.109,0.939,3.019,0.099,0.019,0.060,0.020,0.100,0.259,1.981,0.099,0.097,1.450,529.339,150.350,2060.000
2045-2075_JJA,391.979,274.710,30.475,37.900,2.382,0.060,0.000,0.060,29.126,435.938,-43.959,222.515,178.556,0.643,0.316,0.253,0.261,0.873,0.000,0.000,0.000,0.873,0.050,0.812,1.913,0.048,0.007,0.022,0.020,0.052,0.106,1.933,0.048,0.061,1.449,528.923,214.940,2060.000
2045-2075_SON,325.719,207.831,22.528,43.110,2.074,0.028,0.000,0.028,19.130,381.694,-55.976,168.343,112.367,0.405,0.196,0.171,0.151,0.418,0.000,0.000,0.000,0.418,0.039,0.389,1.467,0.049,0.017,0.012,0.019,0.040,0.057,1.889,0.049,0.029,0.661,241.334,81.626,2060.000
2070-2100_annual,328.625,231.531,22.404,41.150,2.258,0.040,0.000,0.040,19.221,383.323,-54.698,187.540,132.841,0.478,0.225,0.176,0.179,0.653,0.000,0.000,0.000,0.653,0.054,0.599,2.088,0.054,0.011,0.026,0.016,0.054,0.118,1.625,0.054,0.054,0.963,351.325,112.905,
2070-2100_DJF,268.968,174.624,13.177,48.738,2.165,0.019,0.000,0.019,8.361,327.973,-59.005,141.445,82.440,0.297,0.123,0.101,0.092,0.340,0.000,0.000,0.000,0.340,0.019,0.325,2.044,0.024,0.001,0.009,0.013,0.019,0.045,1.324,0.023,0.015,0.467,170.559,43.342,2084.997
2070-2100_MAM,324.142,261.235,22.428,38.014,2.346,0.054,0.000,0.054,19.239,382.047,-57.905,211.600,153.695,0.553,0.248,0.169,0.204,0.902,0.000,0.000,0.000,0.902,0.099,0.803,2.573,0.092,0.021,0.054,0.016,0.094,0.230,1.628,0.092,0.100,1.287,469.747,143.249,2085.000
2070-2100_JJA,394.972,276.203,31.017,36.967,2.436,0.060,0.000,0.060,29.636,438.896,-43.924,223.724,179.801,0.647,0.325,0.260,0.264,0.915,0.000,0.000,0.000,0.915,0.063,0.816,1.996,0.055,0.016,0.022,0.017,0.067,0.109,1.674,0.055,0.100,1.437,524.525,206.750,2085.000
2070-2100_SON,325.229,212.760,22.820,41.025,2.083,0.027,0.000,0.027,19.442,383.309,-58.080,172.336,114.256,0.411,0.203,0.173,0.154,0.447,0.000,0.000,0.000,0.447,0.033,0.448,1.735,0.043,0.006,0.018,0.019,0.035,0.084,1.872,0.044,-0.000,0.646,235.728,56.324,2085.000
