,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,300.106,249.083,20.385,30.480,2.826,0.020,0.000,0.020,16.030,366.732,-66.626,201.758,135.131,0.486,0.253,0.159,0.176,0.457,0.039,0.327,0.039,0.496,0.037,0.463,2.693,0.037,0.006,0.017,0.015,0.036,0.077,1.445,0.037,-0.006,0.487,177.910,-4.740,
2015-2045_DJF,252.478,186.435,10.482,43.175,2.860,0.025,0.001,0.024,5.448,314.609,-62.132,151.013,88.881,0.320,0.133,0.087,0.093,0.376,0.152,1.310,0.152,0.528,0.055,0.507,5.239,0.049,0.009,0.027,0.014,0.052,0.120,1.419,0.050,-0.131,0.594,216.703,13.545,2030.005
2015-2045_MAM,296.445,278.616,20.525,27.267,3.102,0.024,0.000,0.024,15.992,365.322,-68.877,225.679,156.802,0.564,0.279,0.154,0.201,0.655,0.006,0.013,0.006,0.661,0.049,0.628,2.516,0.048,0.006,0.023,0.019,0.048,0.106,1.882,0.049,0.027,0.573,209.276,-37.775,2030.000
2015-2045_JJA,354.667,299.791,29.178,23.075,2.793,0.019,0.000,0.019,26.135,418.793,-64.126,242.831,178.705,0.643,0.362,0.235,0.258,0.528,0.000,0.000,0.000,0.528,0.022,0.501,1.372,0.025,0.004,0.007,0.014,0.023,0.038,1.376,0.025,0.027,0.445,162.501,-29.580,2030.000
2015-2045_SON,295.868,230.077,21.173,28.628,2.547,0.014,0.000,0.014,16.345,367.204,-71.336,186.362,115.026,0.414,0.234,0.159,0.151,0.265,0.000,0.000,0.000,0.265,0.023,0.214,1.685,0.026,0.005,0.010,0.011,0.023,0.044,1.100,0.026,0.051,0.338,123.314,35.640,2030.000
2045-2075_annual,306.488,247.559,21.118,30.687,2.752,0.021,0.000,0.021,16.862,370.996,-64.507,200.523,136.016,0.490,0.255,0.165,0.179,0.507,0.020,0.144,0.019,0.526,0.037,0.488,2.371,0.037,0.005,0.017,0.014,0.036,0.079,1.423,0.037,0.019,0.504,184.023,-7.707,
2045-2075_DJF,254.793,188.256,11.323,40.408,2.821,0.019,0.000,0.019,6.137,317.743,-62.950,152.487,89.537,0.322,0.140,0.091,0.096,0.362,0.079,0.580,0.076,0.438,0.039,0.387,3.593,0.035,0.008,0.016,0.010,0.035,0.075,1.007,0.035,-0.024,0.456,166.283,12.537,2060.000
2045-2075_MAM,301.654,276.393,21.167,28.499,2.982,0.031,0.000,0.031,16.714,368.905,-67.251,223.878,156.627,0.564,0.279,0.158,0.203,0.801,0.000,0.000,0.000,0.802,0.076,0.744,3.084,0.069,0.009,0.041,0.019,0.074,0.180,1.839,0.069,0.057,0.734,267.760,-29.151,2060.000
2045-2075_JJA,363.565,296.906,29.853,24.120,2.769,0.022,0.000,0.022,26.990,423.598,-60.033,240.494,180.461,0.650,0.364,0.244,0.262,0.594,0.000,0.000,0.000,0.594,0.025,0.565,1.516,0.028,0.004,0.009,0.016,0.026,0.044,1.563,0.029,0.029,0.525,191.624,-25.054,2060.000
2045-2075_SON,304.928,227.319,21.947,29.900,2.433,0.012,0.000,0.012,17.409,372.729,-67.801,184.128,116.327,0.419,0.233,0.166,0.154,0.264,0.000,0.001,0.000,0.264,0.008,0.252,1.302,0.015,0.000,0.002,0.013,0.008,0.015,1.274,0.016,0.012,0.299,109.272,11.440,2060.000
2070-2100_annual,308.517,249.697,21.630,29.224,2.770,0.018,0.000,0.018,17.339,373.408,-64.891,202.254,137.363,0.495,0.263,0.169,0.182,0.466,0.010,0.042,0.010,0.476,0.030,0.446,2.107,0.030,0.003,0.014,0.012,0.030,0.066,1.233,0.030,0.020,0.441,160.972,-12.782,
2070-2100_DJF,256.948,190.297,12.086,39.132,2.753,0.015,0.000,0.015,6.814,320.794,-63.847,154.141,90.294,0.325,0.146,0.095,0.098,0.267,0.042,0.171,0.042,0.309,0.013,0.294,2.636,0.015,0.000,0.005,0.010,0.013,0.027,0.989,0.015,-0.027,0.361,131.785,18.998,2084.997
2070-2100_MAM,303.870,279.740,21.802,25.589,2.998,0.022,0.000,0.022,17.326,372.065,-68.195,226.590,158.394,0.570,0.290,0.164,0.208,0.681,0.000,0.000,0.000,0.681,0.059,0.627,2.567,0.053,0.006,0.033,0.014,0.058,0.141,1.411,0.052,0.054,0.533,194.555,-53.539,2085.000
2070-2100_JJA,368.059,296.478,30.357,23.808,2.813,0.021,0.000,0.021,27.502,426.508,-58.449,240.147,181.699,0.654,0.373,0.250,0.265,0.595,0.000,0.000,0.000,0.595,0.023,0.551,1.476,0.023,0.002,0.009,0.013,0.023,0.046,1.280,0.023,0.044,0.511,186.534,-23.175,2085.000
2070-2100_SON,304.150,230.921,22.096,28.550,2.512,0.015,0.000,0.015,17.513,373.250,-69.100,187.046,117.946,0.425,0.240,0.167,0.157,0.314,0.000,0.001,0.000,0.314,0.024,0.308,1.753,0.029,0.006,0.010,0.013,0.025,0.050,1.247,0.029,0.006,0.356,130.115,7.420,2085.000
