,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,341.678,245.897,25.101,37.066,3.110,0.014,0.000,0.014,21.661,395.564,-53.886,199.177,145.291,0.523,0.280,0.198,0.202,0.179,0.003,0.014,0.003,0.182,0.008,0.179,0.742,0.007,0.001,0.003,0.004,0.008,0.017,0.349,0.007,0.001,0.337,122.907,55.249,
2015-2045_DJF,287.099,193.501,17.137,42.838,2.885,0.012,0.000,0.012,12.302,346.743,-59.644,156.736,97.092,0.350,0.174,0.126,0.118,0.275,0.010,0.055,0.010,0.285,0.010,0.295,1.502,0.008,0.000,0.003,0.004,0.010,0.019,0.433,0.008,-0.020,0.297,108.297,-2.207,2030.005
2015-2045_MAM,336.755,277.159,25.775,27.875,3.264,0.014,0.000,0.014,22.056,396.796,-60.041,224.499,164.458,0.592,0.328,0.200,0.228,0.263,0.000,0.000,0.000,0.263,0.010,0.260,0.799,0.010,0.000,0.005,0.005,0.010,0.025,0.472,0.010,0.003,0.330,120.290,21.822,2030.000
2015-2045_JJA,401.657,284.771,31.343,42.797,3.595,0.016,0.000,0.016,29.710,439.071,-37.414,230.665,193.250,0.696,0.356,0.262,0.285,0.040,0.000,0.000,0.000,0.040,0.001,0.044,0.093,0.003,0.000,0.000,0.003,0.001,0.003,0.302,0.003,-0.005,0.386,141.014,123.995,2030.000
2015-2045_SON,340.133,226.941,26.005,34.841,2.686,0.014,0.000,0.014,22.405,398.739,-58.607,183.822,125.215,0.451,0.260,0.202,0.175,0.141,0.000,0.000,0.000,0.141,0.009,0.117,0.586,0.008,0.001,0.005,0.002,0.009,0.022,0.187,0.007,0.024,0.334,121.733,76.509,2030.000
2045-2075_annual,348.852,244.540,25.703,37.793,3.085,0.015,0.000,0.015,22.392,399.488,-50.636,198.077,147.441,0.531,0.282,0.204,0.207,0.186,0.000,0.000,0.000,0.186,0.009,0.177,0.665,0.009,0.002,0.004,0.003,0.009,0.017,0.311,0.008,0.009,0.356,130.060,62.446,
2045-2075_DJF,290.125,194.879,17.916,40.383,2.873,0.010,0.000,0.010,12.983,350.068,-59.943,157.852,97.910,0.352,0.183,0.132,0.120,0.230,0.000,0.000,0.000,0.230,0.005,0.232,1.071,0.004,0.000,0.002,0.003,0.005,0.010,0.253,0.004,-0.002,0.238,86.793,0.857,2060.000
2045-2075_MAM,342.555,274.868,26.302,29.297,3.193,0.019,0.000,0.019,22.745,400.442,-57.887,222.643,164.756,0.593,0.327,0.205,0.230,0.384,0.000,0.000,0.000,0.384,0.028,0.361,1.191,0.026,0.010,0.011,0.005,0.026,0.049,0.509,0.025,0.024,0.445,162.296,21.601,2060.000
2045-2075_JJA,411.077,282.485,31.846,44.295,3.610,0.019,0.000,0.019,30.359,442.850,-31.773,228.812,197.040,0.709,0.358,0.269,0.292,0.038,0.000,0.000,0.000,0.038,0.000,0.039,0.076,0.003,0.000,0.000,0.003,0.000,0.000,0.324,0.002,-0.000,0.457,166.833,151.875,2060.000
2045-2075_SON,350.535,224.755,26.611,37.242,2.657,0.012,0.000,0.012,23.308,403.683,-53.149,182.052,128.903,0.464,0.259,0.209,0.182,0.092,0.000,0.000,0.000,0.092,0.003,0.076,0.328,0.003,0.000,0.001,0.002,0.003,0.007,0.154,0.002,0.016,0.283,103.190,74.394,2060.000
2070-2100_annual,351.010,247.042,26.142,36.629,3.104,0.014,0.000,0.014,22.808,401.708,-50.697,200.104,149.407,0.538,0.290,0.208,0.210,0.147,0.000,0.000,0.000,0.147,0.005,0.142,0.535,0.005,0.001,0.002,0.002,0.005,0.010,0.224,0.004,0.005,0.338,123.448,69.966,
2070-2100_DJF,292.800,196.566,18.565,39.639,2.792,0.009,0.000,0.009,13.620,353.160,-60.360,159.219,98.859,0.356,0.187,0.136,0.123,0.195,0.000,0.000,0.000,0.195,0.003,0.195,0.879,0.003,0.000,0.000,0.002,0.003,0.004,0.215,0.002,0.001,0.214,78.058,6.299,2084.997
2070-2100_MAM,344.688,279.120,26.805,26.986,3.253,0.014,0.000,0.014,23.236,403.137,-58.448,226.088,167.639,0.604,0.340,0.211,0.236,0.243,0.000,0.000,0.000,0.243,0.009,0.236,0.754,0.008,0.002,0.004,0.003,0.010,0.019,0.331,0.008,0.007,0.326,118.930,29.884,2085.000
2070-2100_JJA,415.431,282.580,32.242,44.272,3.647,0.019,0.000,0.019,30.745,445.117,-29.687,228.890,199.203,0.717,0.364,0.274,0.296,0.036,0.000,0.000,0.000,0.036,0.000,0.036,0.071,0.002,0.000,0.000,0.002,0.000,0.000,0.195,0.001,0.000,0.453,165.499,151.802,2085.000
2070-2100_SON,349.989,228.731,26.817,35.666,2.715,0.015,0.000,0.015,23.461,404.512,-54.523,185.272,130.749,0.471,0.268,0.211,0.185,0.114,0.000,0.000,0.000,0.114,0.008,0.102,0.441,0.007,0.002,0.004,0.002,0.009,0.016,0.153,0.007,0.012,0.358,130.507,90.879,2085.000
