,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,362.689,235.389,25.210,43.233,2.774,0.018,0.000,0.018,22.843,402.135,-39.446,190.665,151.219,0.544,0.269,0.200,0.211,0.297,0.000,0.000,0.000,0.297,0.013,0.288,0.929,0.013,0.001,0.006,0.006,0.013,0.029,0.613,0.012,0.009,0.436,159.076,49.362,
2015-2045_DJF,299.444,179.120,17.204,58.398,2.526,0.018,0.000,0.018,13.345,351.660,-52.216,145.087,92.871,0.334,0.141,0.126,0.113,0.225,0.000,0.000,0.000,0.225,0.011,0.232,1.216,0.013,0.001,0.006,0.007,0.011,0.027,0.671,0.012,-0.008,0.422,153.944,64.623,2030.005
2015-2045_MAM,349.251,271.782,25.373,32.683,2.904,0.018,0.000,0.018,22.255,397.737,-48.486,220.143,171.658,0.618,0.311,0.195,0.237,0.317,0.000,0.000,0.000,0.317,0.011,0.317,0.770,0.011,0.000,0.005,0.006,0.011,0.025,0.635,0.010,0.000,0.440,160.692,41.355,2030.000
2015-2045_JJA,443.916,275.019,32.608,40.320,3.283,0.022,0.000,0.022,32.874,457.799,-13.883,222.765,208.882,0.752,0.383,0.279,0.312,0.383,0.000,0.000,0.000,0.383,0.013,0.366,0.763,0.012,0.001,0.005,0.005,0.013,0.026,0.519,0.011,0.017,0.526,191.877,54.281,2030.000
2015-2045_SON,356.862,214.320,25.504,41.808,2.373,0.015,0.000,0.015,22.714,400.352,-43.489,173.599,130.110,0.468,0.239,0.197,0.181,0.261,0.000,0.000,0.000,0.261,0.017,0.236,0.974,0.016,0.002,0.008,0.006,0.017,0.038,0.628,0.016,0.025,0.354,129.367,37.353,2030.000
2045-2075_annual,368.282,234.813,25.887,43.847,2.764,0.019,0.000,0.019,23.721,407.021,-38.740,190.198,151.459,0.545,0.271,0.207,0.213,0.337,0.000,0.000,0.000,0.337,0.025,0.312,0.935,0.025,0.012,0.007,0.006,0.024,0.034,0.626,0.024,0.025,0.460,167.904,45.223,
2045-2075_DJF,302.756,180.912,17.941,55.292,2.492,0.016,0.000,0.016,13.997,354.870,-52.114,146.539,94.425,0.340,0.149,0.131,0.116,0.226,0.000,0.000,0.000,0.226,0.018,0.210,1.054,0.019,0.007,0.006,0.006,0.013,0.028,0.575,0.018,0.016,0.376,137.382,54.163,2060.000
2045-2075_MAM,355.773,269.474,25.833,34.682,2.819,0.023,0.000,0.023,22.921,401.297,-45.525,218.274,172.749,0.622,0.308,0.200,0.240,0.361,0.000,0.000,0.000,0.361,0.010,0.345,0.800,0.010,0.001,0.003,0.006,0.010,0.018,0.628,0.010,0.016,0.558,203.789,74.243,2060.000
2045-2075_JJA,443.732,275.169,33.462,41.065,3.340,0.025,0.000,0.025,34.003,464.626,-20.894,222.887,201.993,0.727,0.382,0.291,0.304,0.484,0.000,0.000,0.000,0.484,0.044,0.430,1.011,0.041,0.025,0.011,0.005,0.042,0.051,0.540,0.040,0.054,0.597,218.076,46.481,2060.000
2045-2075_SON,369.617,212.413,26.163,44.577,2.394,0.013,0.000,0.013,23.775,406.278,-36.661,172.055,135.394,0.487,0.242,0.204,0.190,0.275,0.000,0.000,0.000,0.275,0.027,0.259,0.878,0.030,0.013,0.009,0.008,0.031,0.042,0.759,0.029,0.016,0.305,111.164,5.749,2060.000
2070-2100_annual,370.120,238.287,26.331,42.272,2.768,0.018,0.000,0.018,24.188,409.577,-39.457,193.012,153.555,0.553,0.279,0.211,0.217,0.312,0.000,0.000,0.000,0.312,0.029,0.283,0.821,0.029,0.014,0.009,0.006,0.028,0.043,0.574,0.028,0.029,0.428,156.210,42.704,
2070-2100_DJF,305.327,183.325,18.530,54.080,2.414,0.011,0.000,0.011,14.596,357.813,-52.486,148.494,96.007,0.346,0.154,0.135,0.119,0.129,0.000,0.000,0.000,0.129,0.003,0.128,0.580,0.007,0.000,0.001,0.006,0.003,0.006,0.587,0.006,0.002,0.260,95.063,46.223,2084.997
2070-2100_MAM,359.312,273.581,26.368,31.309,2.827,0.017,0.000,0.017,23.484,404.417,-45.105,221.601,176.496,0.635,0.323,0.205,0.247,0.281,0.000,0.000,0.000,0.281,0.007,0.270,0.604,0.007,0.000,0.002,0.005,0.007,0.013,0.468,0.006,0.011,0.410,149.749,49.049,2085.000
2070-2100_JJA,445.854,276.814,33.932,40.840,3.434,0.026,0.000,0.026,34.489,467.593,-21.739,224.219,202.480,0.729,0.390,0.298,0.306,0.551,0.000,0.000,0.000,0.551,0.074,0.453,1.168,0.066,0.043,0.019,0.004,0.065,0.084,0.429,0.065,0.098,0.631,230.202,41.103,2085.000
2070-2100_SON,368.723,218.148,26.343,43.095,2.389,0.017,0.000,0.017,23.994,407.465,-38.742,176.700,137.958,0.497,0.247,0.206,0.194,0.283,0.000,0.000,0.000,0.283,0.033,0.276,0.929,0.037,0.014,0.015,0.008,0.038,0.067,0.816,0.036,0.007,0.407,148.564,34.420,2085.000
