,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,325.300,253.559,24.074,31.735,4.423,0.010,0.000,0.010,19.898,386.181,-60.881,205.383,144.502,0.520,0.329,0.191,0.198,0.190,0.001,0.006,0.001,0.191,0.009,0.186,0.883,0.009,0.001,0.004,0.004,0.009,0.020,0.402,0.008,0.004,0.249,90.844,19.837,
2015-2045_DJF,276.224,194.587,14.477,42.241,4.467,0.015,0.000,0.015,10.341,337.185,-60.960,157.615,96.655,0.348,0.184,0.109,0.111,0.299,0.004,0.024,0.004,0.303,0.012,0.312,1.861,0.010,0.000,0.004,0.005,0.012,0.023,0.499,0.009,-0.014,0.361,131.823,14.561,2030.005
2015-2045_MAM,324.676,280.092,24.686,26.804,4.388,0.012,0.000,0.012,20.351,387.633,-62.957,226.874,163.917,0.590,0.359,0.190,0.224,0.276,0.000,0.000,0.000,0.276,0.013,0.273,0.901,0.013,0.001,0.006,0.006,0.013,0.030,0.549,0.012,0.004,0.279,101.719,-2.318,2030.000
2015-2045_JJA,376.810,301.977,31.848,30.287,4.618,0.005,0.000,0.005,28.387,431.384,-54.574,244.601,190.027,0.684,0.440,0.268,0.282,0.040,0.000,0.000,0.000,0.040,0.001,0.045,0.099,0.004,0.000,0.001,0.004,0.001,0.003,0.347,0.003,-0.005,0.125,45.548,27.968,2030.000
2015-2045_SON,322.513,236.256,25.111,27.769,4.218,0.010,0.000,0.010,20.334,387.592,-65.078,191.367,126.289,0.455,0.328,0.194,0.175,0.146,0.000,0.000,0.000,0.146,0.011,0.117,0.687,0.010,0.002,0.005,0.002,0.011,0.025,0.211,0.009,0.029,0.233,85.013,39.246,2030.000
2045-2075_annual,331.288,252.205,24.713,32.024,4.364,0.011,0.000,0.011,20.597,389.873,-58.585,204.286,145.701,0.525,0.331,0.197,0.202,0.196,0.000,0.000,0.000,0.196,0.011,0.185,0.779,0.011,0.003,0.004,0.004,0.010,0.019,0.356,0.010,0.011,0.256,93.354,22.119,
2045-2075_DJF,278.577,196.336,15.292,39.344,4.479,0.010,0.000,0.010,10.953,340.107,-61.529,159.032,97.503,0.351,0.197,0.114,0.114,0.244,0.000,0.000,0.000,0.244,0.007,0.247,1.321,0.005,0.000,0.002,0.003,0.007,0.013,0.298,0.005,-0.003,0.251,91.478,-0.230,2060.000
2045-2075_MAM,329.633,278.035,25.245,28.290,4.285,0.020,0.000,0.020,20.999,390.998,-61.365,225.208,163.843,0.590,0.358,0.195,0.226,0.402,0.000,0.000,0.000,0.402,0.032,0.376,1.329,0.029,0.011,0.012,0.006,0.030,0.056,0.578,0.028,0.026,0.480,175.206,27.629,2060.000
2045-2075_JJA,385.104,298.996,32.350,31.545,4.578,0.006,0.000,0.006,29.031,435.082,-49.978,242.187,192.209,0.692,0.439,0.275,0.286,0.039,0.000,0.000,0.000,0.039,0.000,0.040,0.081,0.004,0.000,0.000,0.004,0.000,0.000,0.367,0.003,-0.000,0.147,53.791,38.253,2060.000
2045-2075_SON,330.817,234.180,25.794,29.025,4.113,0.006,0.000,0.006,21.226,392.375,-61.557,189.686,128.129,0.461,0.327,0.201,0.179,0.099,0.000,0.000,0.000,0.099,0.004,0.079,0.393,0.004,0.000,0.002,0.002,0.004,0.008,0.176,0.003,0.019,0.144,52.462,22.395,2060.000
2070-2100_annual,333.114,254.457,25.171,30.667,4.457,0.009,0.000,0.009,20.953,391.729,-58.616,206.110,147.495,0.531,0.343,0.201,0.205,0.155,0.000,0.000,0.000,0.155,0.006,0.149,0.625,0.006,0.001,0.002,0.003,0.006,0.011,0.253,0.005,0.006,0.222,80.991,24.655,
2070-2100_DJF,281.065,198.420,16.031,38.016,4.434,0.010,0.000,0.010,11.568,343.025,-61.960,160.720,98.761,0.356,0.205,0.118,0.117,0.207,0.000,0.000,0.000,0.207,0.003,0.207,1.080,0.003,0.000,0.001,0.002,0.003,0.005,0.247,0.002,0.001,0.229,83.461,7.069,2084.997
2070-2100_MAM,331.339,282.749,25.849,25.510,4.353,0.013,0.000,0.013,21.499,393.687,-62.348,229.026,166.678,0.600,0.375,0.201,0.232,0.255,0.000,0.000,0.000,0.255,0.010,0.248,0.840,0.010,0.002,0.004,0.004,0.011,0.021,0.374,0.009,0.008,0.324,118.135,24.508,2085.000
2070-2100_JJA,389.335,297.895,32.738,31.636,4.684,0.006,0.000,0.006,29.362,436.999,-47.664,241.295,193.631,0.697,0.448,0.281,0.290,0.039,0.000,0.000,0.000,0.039,0.000,0.039,0.078,0.002,0.000,0.000,0.002,0.000,0.000,0.221,0.002,0.000,0.144,52.436,37.812,2085.000
2070-2100_SON,329.674,237.501,25.896,27.616,4.356,0.008,0.000,0.008,21.206,392.272,-62.598,192.376,129.777,0.467,0.341,0.202,0.181,0.119,0.000,0.000,0.000,0.119,0.009,0.105,0.510,0.008,0.002,0.004,0.002,0.010,0.019,0.169,0.008,0.015,0.191,69.859,28.937,2085.000
