,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,367.359,236.360,26.298,44.327,2.945,0.012,0.000,0.012,23.953,407.660,-40.301,191.452,151.151,0.544,0.275,0.208,0.214,0.197,0.000,0.000,0.000,0.197,0.008,0.193,0.706,0.008,0.000,0.004,0.004,0.008,0.018,0.399,0.007,0.004,0.299,109.060,35.976,
2015-2045_DJF,310.106,183.242,19.279,55.945,2.446,0.010,0.000,0.010,15.637,362.978,-52.872,148.426,95.554,0.344,0.155,0.140,0.120,0.159,0.000,0.000,0.000,0.159,0.007,0.173,1.005,0.009,0.000,0.004,0.005,0.007,0.017,0.462,0.007,-0.014,0.251,91.689,25.704,2030.005
2015-2045_MAM,357.512,274.055,26.833,32.300,2.937,0.012,0.000,0.012,23.831,406.108,-48.597,221.985,173.388,0.624,0.325,0.210,0.244,0.213,0.000,0.000,0.000,0.213,0.006,0.217,0.567,0.007,0.000,0.002,0.004,0.006,0.014,0.432,0.006,-0.003,0.285,104.167,22.767,2030.000
2015-2045_JJA,436.171,272.607,32.257,45.821,3.900,0.014,0.000,0.014,32.134,453.291,-17.121,220.811,203.691,0.733,0.375,0.274,0.303,0.229,0.000,0.000,0.000,0.229,0.008,0.218,0.456,0.007,0.001,0.003,0.003,0.007,0.015,0.322,0.006,0.010,0.345,126.074,44.048,2030.000
2015-2045_SON,364.511,214.273,26.691,43.458,2.481,0.013,0.000,0.013,24.049,407.396,-42.885,173.561,130.676,0.470,0.244,0.208,0.185,0.184,0.000,0.000,0.000,0.184,0.011,0.163,0.803,0.010,0.001,0.005,0.004,0.011,0.025,0.381,0.009,0.022,0.312,114.029,51.356,2030.000
2045-2075_annual,372.604,236.145,26.910,44.736,2.968,0.013,0.000,0.013,24.759,412.182,-39.578,191.277,151.700,0.546,0.278,0.215,0.216,0.225,0.000,0.000,0.000,0.225,0.019,0.206,0.698,0.019,0.010,0.005,0.004,0.018,0.024,0.400,0.018,0.019,0.320,116.700,35.193,
2045-2075_DJF,313.358,185.108,19.975,53.454,2.429,0.011,0.000,0.011,16.272,366.171,-52.813,149.938,97.125,0.350,0.163,0.146,0.124,0.169,0.000,0.000,0.000,0.169,0.013,0.157,0.877,0.014,0.006,0.003,0.004,0.008,0.018,0.386,0.013,0.011,0.252,92.084,29.923,2060.000
2045-2075_MAM,363.483,271.999,27.271,33.696,2.892,0.014,0.000,0.014,24.428,409.363,-45.880,220.319,174.439,0.628,0.324,0.214,0.247,0.228,0.000,0.000,0.000,0.228,0.006,0.218,0.547,0.006,0.001,0.002,0.004,0.006,0.011,0.395,0.006,0.009,0.334,121.967,40.285,2060.000
2045-2075_JJA,437.459,273.272,32.969,46.627,3.975,0.018,0.000,0.018,33.211,459.753,-22.294,221.350,199.056,0.717,0.374,0.284,0.298,0.310,0.000,0.000,0.000,0.310,0.035,0.268,0.685,0.032,0.021,0.008,0.003,0.033,0.037,0.321,0.031,0.042,0.423,154.283,45.314,2060.000
2045-2075_SON,375.000,212.964,27.294,45.340,2.562,0.011,0.000,0.011,24.964,412.557,-37.557,172.501,134.944,0.486,0.249,0.215,0.192,0.191,0.000,0.000,0.000,0.191,0.021,0.177,0.687,0.023,0.011,0.006,0.005,0.025,0.032,0.501,0.022,0.013,0.268,97.787,25.039,2060.000
2070-2100_annual,373.679,239.896,27.315,43.564,2.960,0.013,0.000,0.013,25.206,414.658,-40.979,194.316,153.337,0.552,0.284,0.219,0.219,0.211,0.000,0.000,0.000,0.211,0.023,0.188,0.618,0.023,0.012,0.007,0.004,0.022,0.033,0.398,0.022,0.023,0.310,113.082,36.315,
2070-2100_DJF,315.924,187.554,20.549,52.486,2.353,0.007,0.000,0.007,16.867,369.171,-53.247,151.919,98.671,0.355,0.167,0.150,0.127,0.091,0.000,0.000,0.000,0.091,0.002,0.091,0.448,0.005,0.000,0.000,0.004,0.002,0.003,0.425,0.004,0.001,0.177,64.442,29.875,2084.997
2070-2100_MAM,366.302,276.268,27.708,31.290,2.916,0.010,0.000,0.010,24.869,411.837,-45.535,223.777,178.242,0.642,0.337,0.219,0.254,0.169,0.000,0.000,0.000,0.169,0.004,0.164,0.392,0.004,0.000,0.001,0.003,0.004,0.007,0.316,0.004,0.005,0.239,87.344,26.344,2085.000
2070-2100_JJA,436.997,275.404,33.406,46.315,4.030,0.019,0.000,0.019,33.739,462.952,-25.955,223.077,197.122,0.710,0.378,0.290,0.296,0.374,0.000,0.000,0.000,0.374,0.060,0.292,0.842,0.055,0.036,0.015,0.003,0.052,0.067,0.265,0.053,0.081,0.449,163.825,37.792,2085.000
2070-2100_SON,374.386,219.123,27.469,44.345,2.526,0.016,0.000,0.016,25.187,413.784,-39.398,177.489,138.091,0.497,0.254,0.217,0.197,0.209,0.000,0.000,0.000,0.209,0.026,0.204,0.787,0.029,0.011,0.012,0.006,0.031,0.053,0.589,0.028,0.004,0.373,136.030,51.289,2085.000
