,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,289.438,251.359,18.912,30.201,2.545,0.024,0.000,0.024,14.571,359.540,-70.102,203.601,133.499,0.481,0.233,0.148,0.170,0.489,0.000,0.002,0.000,0.490,0.057,0.437,2.693,0.057,0.015,0.026,0.016,0.051,0.113,1.591,0.057,0.052,0.579,211.257,31.060,
2015-2045_DJF,244.970,182.704,8.276,42.526,2.645,0.033,0.002,0.031,3.432,305.496,-60.526,147.990,87.464,0.315,0.118,0.076,0.086,0.930,0.002,0.007,0.002,0.932,0.123,0.794,6.714,0.103,0.032,0.054,0.017,0.108,0.238,1.727,0.101,0.137,0.785,286.370,-40.374,2030.005
2015-2045_MAM,285.930,280.098,18.779,29.261,2.870,0.032,0.000,0.032,14.258,356.598,-70.668,226.880,156.212,0.562,0.255,0.140,0.195,0.821,0.000,0.000,0.000,0.821,0.090,0.777,3.030,0.093,0.026,0.042,0.025,0.080,0.179,2.506,0.094,0.043,0.763,278.322,-39.797,2030.000
2015-2045_JJA,341.392,307.996,28.596,21.349,2.392,0.018,0.000,0.018,25.471,415.048,-73.657,249.477,175.820,0.633,0.339,0.228,0.252,0.018,0.000,0.000,0.000,0.018,0.002,0.027,0.056,0.017,0.000,0.001,0.015,0.001,0.007,1.452,0.017,-0.008,0.427,156.001,140.105,2030.000
2015-2045_SON,284.550,233.116,19.801,27.879,2.273,0.014,0.000,0.014,14.913,359.981,-75.431,188.824,113.393,0.408,0.216,0.148,0.145,0.194,0.000,0.000,0.000,0.194,0.015,0.153,1.030,0.016,0.003,0.007,0.007,0.014,0.030,0.672,0.015,0.040,0.342,124.845,63.279,2030.000
2045-2075_annual,295.616,249.710,19.721,30.146,2.465,0.025,0.000,0.024,15.438,363.924,-68.307,202.265,133.958,0.482,0.235,0.155,0.173,0.427,0.000,0.001,0.000,0.427,0.038,0.391,2.147,0.038,0.006,0.019,0.013,0.037,0.085,1.296,0.038,0.036,0.594,216.940,60.580,
2045-2075_DJF,246.941,184.419,9.221,39.510,2.597,0.026,0.001,0.025,4.176,308.808,-61.867,149.379,87.513,0.315,0.126,0.080,0.088,0.648,0.001,0.002,0.001,0.649,0.043,0.642,4.533,0.034,0.002,0.020,0.012,0.043,0.096,1.228,0.033,0.006,0.619,226.058,-20.494,2060.000
2045-2075_MAM,290.861,278.471,19.523,30.004,2.730,0.038,0.000,0.038,15.011,360.264,-69.403,225.561,156.159,0.562,0.256,0.145,0.197,0.790,0.000,0.000,0.000,0.790,0.078,0.747,2.818,0.076,0.012,0.043,0.022,0.075,0.186,2.155,0.076,0.043,0.906,330.769,30.302,2060.000
2045-2075_JJA,350.787,304.598,29.316,22.177,2.380,0.022,0.000,0.022,26.386,420.177,-69.390,246.725,177.334,0.638,0.343,0.237,0.256,0.019,0.000,0.000,0.000,0.019,0.000,0.019,0.036,0.012,0.000,0.000,0.012,0.000,0.000,1.234,0.013,-0.001,0.533,194.394,182.708,2060.000
2045-2075_SON,292.908,229.878,20.631,29.061,2.153,0.013,0.000,0.013,15.968,365.399,-72.491,186.201,113.710,0.409,0.214,0.155,0.148,0.253,0.000,0.000,0.000,0.253,0.031,0.156,1.237,0.030,0.010,0.014,0.006,0.031,0.060,0.558,0.029,0.097,0.317,115.614,48.105,2060.000
2070-2100_annual,297.428,252.017,20.305,28.329,2.470,0.021,0.000,0.021,15.994,366.695,-69.267,204.133,134.867,0.486,0.243,0.159,0.176,0.377,0.000,0.000,0.000,0.377,0.032,0.346,1.806,0.032,0.007,0.014,0.011,0.031,0.065,1.076,0.031,0.031,0.501,182.898,45.368,
2070-2100_DJF,248.784,186.969,10.124,37.409,2.523,0.019,0.000,0.019,4.949,312.231,-63.447,151.445,87.998,0.317,0.132,0.084,0.091,0.569,0.000,0.000,0.000,0.569,0.041,0.528,3.694,0.034,0.007,0.017,0.010,0.041,0.080,1.003,0.033,0.041,0.455,165.944,-38.797,2084.997
2070-2100_MAM,293.064,281.105,20.257,26.967,2.730,0.029,0.000,0.029,15.711,363.807,-70.743,227.695,156.952,0.565,0.267,0.151,0.201,0.702,0.000,0.000,0.000,0.702,0.070,0.659,2.386,0.068,0.018,0.032,0.018,0.068,0.140,1.748,0.067,0.043,0.701,255.789,-9.377,2085.000
2070-2100_JJA,354.693,304.489,29.812,21.670,2.414,0.021,0.000,0.021,26.946,423.346,-68.653,246.636,177.984,0.641,0.350,0.243,0.259,0.024,0.000,0.000,0.000,0.024,0.000,0.025,0.047,0.011,0.000,0.000,0.011,0.000,0.001,1.041,0.011,-0.000,0.495,180.831,167.898,2085.000
2070-2100_SON,292.176,234.053,20.835,27.436,2.212,0.015,0.000,0.015,16.157,366.341,-74.166,189.583,115.418,0.416,0.221,0.157,0.150,0.213,0.000,0.000,0.000,0.213,0.016,0.172,1.127,0.015,0.002,0.008,0.005,0.014,0.037,0.507,0.014,0.041,0.351,128.107,60.286,2085.000
