,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,359.898,233.382,25.872,41.928,2.653,0.016,0.000,0.016,23.293,404.327,-44.429,189.040,144.611,0.521,0.263,0.205,0.203,0.474,0.000,0.000,0.000,0.474,0.038,0.440,1.656,0.038,0.012,0.014,0.011,0.037,0.067,1.120,0.037,0.033,0.373,136.161,-38.158,
2015-2045_DJF,302.351,179.071,18.344,53.801,2.319,0.013,0.000,0.013,14.257,356.233,-53.882,145.047,91.165,0.328,0.148,0.134,0.113,0.459,0.000,0.000,0.000,0.459,0.046,0.436,2.690,0.044,0.013,0.019,0.012,0.040,0.085,1.201,0.044,0.023,0.316,115.478,-59.782,2030.005
2015-2045_MAM,350.639,269.574,26.347,30.914,2.716,0.015,0.000,0.015,23.228,402.968,-52.328,218.355,166.027,0.598,0.309,0.205,0.232,0.489,0.000,0.000,0.000,0.489,0.028,0.470,1.360,0.030,0.005,0.013,0.012,0.027,0.059,1.216,0.029,0.019,0.358,130.804,-51.489,2030.000
2015-2045_JJA,428.465,271.603,32.316,42.315,3.311,0.019,0.000,0.019,32.015,452.644,-24.179,219.999,195.819,0.705,0.360,0.275,0.292,0.621,0.000,0.000,0.000,0.621,0.048,0.567,1.251,0.046,0.022,0.013,0.010,0.053,0.064,1.013,0.046,0.054,0.467,170.318,-53.445,2030.000
2015-2045_SON,356.996,212.000,26.343,40.900,2.257,0.015,0.000,0.015,23.499,404.537,-47.542,171.720,124.178,0.447,0.234,0.205,0.175,0.323,0.000,0.000,0.000,0.323,0.029,0.286,1.338,0.030,0.007,0.013,0.011,0.029,0.059,1.050,0.030,0.037,0.349,127.551,12.214,2030.000
2045-2075_annual,365.600,232.734,26.498,42.475,2.659,0.017,0.000,0.017,24.089,408.742,-43.142,188.515,145.372,0.523,0.266,0.212,0.206,0.494,0.000,0.000,0.000,0.494,0.035,0.458,1.473,0.034,0.010,0.013,0.011,0.034,0.063,1.110,0.034,0.035,0.397,144.976,-34.735,
2045-2075_DJF,305.608,180.755,19.079,51.232,2.298,0.012,0.000,0.012,14.928,359.568,-53.960,146.412,92.452,0.333,0.155,0.139,0.116,0.385,0.000,0.000,0.000,0.385,0.033,0.344,1.956,0.031,0.009,0.014,0.008,0.034,0.066,0.838,0.032,0.040,0.293,106.763,-30.419,2060.000
2045-2075_MAM,356.691,267.314,26.803,32.448,2.661,0.018,0.000,0.018,23.867,406.412,-49.721,216.524,166.803,0.600,0.308,0.209,0.235,0.639,0.000,0.000,0.000,0.639,0.049,0.598,1.702,0.046,0.013,0.020,0.013,0.049,0.089,1.296,0.046,0.040,0.440,160.659,-74.448,2060.000
2045-2075_JJA,431.059,271.433,33.026,43.233,3.367,0.023,0.000,0.023,32.961,458.322,-27.263,219.860,192.597,0.693,0.360,0.285,0.289,0.645,0.000,0.000,0.000,0.645,0.045,0.582,1.291,0.042,0.017,0.014,0.011,0.040,0.067,1.105,0.042,0.063,0.548,200.047,-27.564,2060.000
2045-2075_SON,367.910,210.187,26.947,43.164,2.301,0.013,0.000,0.013,24.428,409.729,-41.819,170.251,128.432,0.462,0.237,0.212,0.182,0.302,0.000,0.000,0.000,0.302,0.011,0.304,0.948,0.018,0.001,0.005,0.012,0.011,0.027,1.199,0.018,-0.003,0.305,111.333,-6.116,2060.000
2070-2100_annual,367.156,236.139,26.918,41.212,2.659,0.016,0.000,0.016,24.539,411.204,-44.048,191.273,147.225,0.530,0.272,0.216,0.209,0.451,0.000,0.000,0.000,0.451,0.032,0.419,1.347,0.032,0.010,0.012,0.010,0.032,0.059,1.016,0.032,0.032,0.378,138.119,-26.587,
2070-2100_DJF,308.175,182.922,19.674,50.308,2.230,0.009,0.000,0.009,15.547,362.637,-54.462,148.166,93.704,0.337,0.159,0.144,0.119,0.264,0.000,0.000,0.000,0.264,0.010,0.253,1.372,0.014,0.000,0.004,0.009,0.010,0.023,0.926,0.014,0.011,0.219,79.945,-17.225,2084.997
2070-2100_MAM,359.505,271.526,27.268,29.806,2.685,0.013,0.000,0.013,24.359,409.149,-49.644,219.936,170.291,0.613,0.320,0.215,0.241,0.507,0.000,0.000,0.000,0.507,0.032,0.473,1.338,0.030,0.006,0.014,0.010,0.031,0.067,0.999,0.030,0.033,0.320,116.627,-67.067,2085.000
2070-2100_JJA,432.649,273.078,33.465,43.006,3.420,0.023,0.000,0.023,33.435,461.188,-28.540,221.193,192.654,0.694,0.366,0.291,0.290,0.683,0.000,0.000,0.000,0.683,0.049,0.603,1.386,0.044,0.020,0.014,0.009,0.053,0.069,0.920,0.043,0.079,0.563,205.429,-30.702,2085.000
2070-2100_SON,367.158,215.784,27.127,41.909,2.287,0.017,0.000,0.017,24.641,410.900,-43.742,174.785,131.043,0.472,0.242,0.214,0.186,0.348,0.000,0.000,0.000,0.348,0.037,0.343,1.292,0.041,0.013,0.016,0.012,0.033,0.075,1.221,0.041,0.004,0.410,149.476,9.215,2085.000
