,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,332.354,250.394,24.955,24.243,4.834,0.009,0.000,0.008,20.380,389.426,-57.072,202.819,145.747,0.525,0.388,0.206,0.203,0.158,0.003,0.015,0.003,0.161,0.005,0.161,0.734,0.005,0.000,0.002,0.003,0.005,0.010,0.273,0.004,-0.002,0.207,75.535,15.453,
2015-2045_DJF,280.625,179.182,13.395,37.483,4.226,0.013,0.001,0.013,9.539,333.503,-52.878,145.138,92.260,0.332,0.182,0.103,0.103,0.269,0.012,0.060,0.012,0.280,0.008,0.299,1.768,0.005,0.000,0.002,0.003,0.008,0.014,0.318,0.005,-0.030,0.323,117.814,6.931,2030.005
2015-2045_MAM,332.785,272.528,25.073,24.534,4.601,0.014,0.000,0.014,20.797,390.329,-57.544,220.748,163.204,0.588,0.374,0.197,0.224,0.256,0.000,0.000,0.000,0.256,0.010,0.250,0.726,0.009,0.001,0.004,0.004,0.010,0.021,0.401,0.008,0.006,0.337,123.087,28.841,2030.000
2015-2045_JJA,391.284,318.386,35.643,12.443,6.069,0.000,0.000,0.000,30.604,444.800,-53.516,257.893,204.377,0.736,0.636,0.323,0.314,0.001,0.000,0.000,0.000,0.001,0.000,0.005,0.004,0.003,0.000,0.000,0.003,0.000,0.000,0.248,0.002,-0.004,0.010,3.702,1.291,2030.000
2015-2045_SON,323.629,229.885,25.493,22.750,4.422,0.007,0.000,0.007,20.370,387.977,-64.348,186.207,121.858,0.439,0.353,0.201,0.170,0.108,0.000,0.000,0.000,0.108,0.002,0.090,0.454,0.002,0.000,0.001,0.001,0.002,0.004,0.127,0.001,0.018,0.159,58.165,24.684,2030.000
2045-2075_annual,339.224,249.599,25.749,23.854,4.822,0.008,0.000,0.008,21.241,394.130,-54.906,202.175,147.269,0.530,0.398,0.215,0.207,0.152,0.000,0.000,0.000,0.152,0.005,0.148,0.646,0.005,0.001,0.002,0.003,0.005,0.011,0.262,0.005,0.005,0.204,74.433,18.858,
2045-2075_DJF,282.626,180.539,14.066,36.116,4.086,0.013,0.000,0.013,10.077,336.037,-53.412,146.237,92.825,0.334,0.188,0.107,0.105,0.235,0.000,0.000,0.000,0.235,0.006,0.235,1.316,0.006,0.000,0.003,0.003,0.006,0.015,0.295,0.005,-0.000,0.308,112.374,24.530,2060.000
2045-2075_MAM,337.443,271.885,25.809,24.847,4.571,0.015,0.000,0.015,21.584,394.457,-57.014,220.227,163.213,0.588,0.379,0.203,0.226,0.262,0.000,0.000,0.000,0.262,0.006,0.267,0.767,0.006,0.000,0.002,0.004,0.006,0.011,0.401,0.005,-0.004,0.369,134.530,35.214,2060.000
2045-2075_JJA,404.632,315.054,36.544,12.449,6.125,0.000,0.000,0.000,31.799,451.905,-47.273,255.194,207.921,0.749,0.654,0.337,0.321,0.002,0.000,0.000,0.000,0.002,0.000,0.002,0.003,0.002,0.000,0.000,0.002,0.000,0.000,0.225,0.001,-0.000,0.007,2.466,1.285,2060.000
2045-2075_SON,331.012,229.365,26.358,22.222,4.486,0.006,0.000,0.006,21.291,392.986,-61.975,185.786,123.811,0.446,0.367,0.210,0.174,0.111,0.000,0.000,0.000,0.111,0.008,0.088,0.511,0.007,0.002,0.004,0.001,0.009,0.018,0.127,0.006,0.023,0.134,48.815,14.465,2060.000
2070-2100_annual,341.720,251.063,26.258,22.571,4.841,0.007,0.000,0.007,21.775,397.042,-55.322,203.361,148.039,0.533,0.407,0.220,0.210,0.122,0.000,0.000,0.000,0.122,0.004,0.118,0.512,0.004,0.001,0.002,0.002,0.004,0.008,0.171,0.003,0.004,0.164,59.844,15.685,
2070-2100_DJF,284.482,182.150,14.844,34.184,4.055,0.011,0.000,0.011,10.726,339.095,-54.613,147.542,92.929,0.335,0.196,0.112,0.107,0.206,0.000,0.000,0.000,0.206,0.004,0.203,1.107,0.003,0.000,0.002,0.002,0.004,0.009,0.169,0.003,0.003,0.260,94.978,20.034,2084.997
2070-2100_MAM,340.697,274.852,26.532,22.788,4.624,0.011,0.000,0.011,22.325,398.520,-57.823,222.630,164.807,0.593,0.394,0.211,0.231,0.190,0.000,0.000,0.000,0.190,0.005,0.192,0.563,0.005,0.000,0.002,0.003,0.005,0.011,0.276,0.004,-0.002,0.260,95.055,23.462,2085.000
2070-2100_JJA,411.292,313.640,37.124,12.185,6.017,0.000,0.000,0.000,32.637,456.937,-45.646,254.049,208.403,0.750,0.658,0.346,0.323,0.002,0.000,0.000,0.000,0.002,0.000,0.002,0.004,0.001,0.000,0.000,0.001,0.000,0.000,0.145,0.001,-0.000,0.007,2.389,1.243,2085.000
2070-2100_SON,329.170,232.073,26.313,21.338,4.651,0.005,0.000,0.005,21.191,392.449,-63.279,187.979,124.700,0.449,0.374,0.210,0.175,0.089,0.000,0.000,0.000,0.089,0.007,0.075,0.382,0.007,0.003,0.003,0.001,0.008,0.013,0.092,0.006,0.014,0.130,47.499,18.112,2085.000
