,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,358.233,245.629,25.848,44.016,3.863,0.010,0.000,0.010,22.550,399.623,-41.391,198.960,157.569,0.567,0.296,0.202,0.221,0.222,0.000,0.000,0.000,0.222,0.015,0.212,0.874,0.015,0.004,0.006,0.005,0.014,0.029,0.457,0.014,0.010,0.243,88.873,6.465,
2015-2045_DJF,308.399,195.325,20.246,42.441,3.635,0.015,0.000,0.015,15.681,363.195,-54.796,158.213,103.417,0.372,0.212,0.148,0.132,0.350,0.000,0.000,0.000,0.350,0.024,0.338,1.764,0.020,0.006,0.008,0.006,0.021,0.040,0.572,0.018,0.012,0.363,132.538,2.385,2030.005
2015-2045_MAM,348.740,273.118,26.213,36.161,4.175,0.011,0.000,0.011,22.551,399.100,-50.360,221.225,170.866,0.615,0.344,0.203,0.239,0.289,0.000,0.000,0.000,0.289,0.012,0.293,0.870,0.014,0.001,0.007,0.006,0.011,0.034,0.634,0.014,-0.004,0.272,99.135,-12.900,2030.000
2015-2045_JJA,419.910,283.466,30.010,56.648,4.365,0.003,0.000,0.003,28.612,432.659,-12.749,229.607,216.858,0.781,0.349,0.246,0.315,0.066,0.000,0.000,0.000,0.066,0.001,0.072,0.134,0.005,0.000,0.001,0.004,0.001,0.003,0.382,0.004,-0.006,0.068,24.781,-2.856,2030.000
2015-2045_SON,354.883,229.463,26.826,40.749,3.265,0.011,0.000,0.011,23.232,402.871,-47.988,185.865,137.877,0.496,0.279,0.209,0.195,0.186,0.000,0.000,0.000,0.186,0.022,0.146,0.742,0.020,0.010,0.008,0.002,0.021,0.038,0.242,0.019,0.040,0.274,100.000,39.510,2030.000
2045-2075_annual,366.508,244.688,26.297,44.568,3.863,0.010,0.000,0.010,23.159,402.953,-36.445,198.197,161.752,0.582,0.300,0.206,0.228,0.223,0.000,0.000,0.000,0.223,0.014,0.209,0.753,0.014,0.005,0.005,0.004,0.013,0.024,0.390,0.014,0.015,0.232,84.504,3.356,
2045-2075_DJF,310.637,196.504,20.823,39.508,3.641,0.010,0.000,0.010,16.133,365.472,-54.835,159.168,104.333,0.376,0.224,0.152,0.135,0.258,0.000,0.000,0.000,0.258,0.007,0.267,1.164,0.006,0.000,0.002,0.003,0.007,0.013,0.321,0.005,-0.010,0.229,83.479,-15.897,2060.000
2045-2075_MAM,353.392,271.911,26.581,38.174,4.112,0.021,0.000,0.021,23.079,401.940,-48.548,220.248,171.700,0.618,0.339,0.207,0.241,0.453,0.000,0.000,0.000,0.453,0.042,0.413,1.345,0.039,0.017,0.016,0.006,0.040,0.072,0.616,0.038,0.040,0.504,183.946,19.158,2060.000
2045-2075_JJA,434.833,281.297,30.407,57.641,4.379,0.003,0.000,0.003,29.308,436.673,-1.840,227.851,226.011,0.814,0.355,0.250,0.330,0.056,0.000,0.000,0.000,0.056,0.000,0.056,0.098,0.004,0.000,0.000,0.004,0.000,0.000,0.421,0.004,-0.000,0.069,25.211,3.423,2060.000
2045-2075_SON,366.086,227.928,27.282,42.833,3.311,0.005,0.000,0.005,23.990,407.047,-40.961,184.621,143.660,0.517,0.281,0.214,0.204,0.126,0.000,0.000,0.000,0.126,0.008,0.098,0.411,0.008,0.004,0.003,0.002,0.006,0.011,0.197,0.008,0.028,0.123,44.930,6.401,2060.000
2070-2100_annual,368.966,247.607,26.689,42.875,3.918,0.009,0.000,0.009,23.462,404.595,-35.629,200.561,164.932,0.594,0.313,0.210,0.233,0.180,0.000,0.000,0.000,0.180,0.010,0.170,0.612,0.010,0.004,0.004,0.003,0.008,0.018,0.302,0.010,0.010,0.209,76.337,10.705,
2070-2100_DJF,312.992,199.228,21.333,39.102,3.534,0.010,0.000,0.010,16.623,367.935,-54.943,161.374,106.431,0.383,0.228,0.156,0.139,0.228,0.000,0.000,0.000,0.228,0.004,0.228,0.984,0.004,0.000,0.001,0.003,0.004,0.007,0.287,0.003,-0.000,0.244,88.987,4.590,2084.997
2070-2100_MAM,355.460,277.288,27.030,35.693,4.198,0.013,0.000,0.013,23.424,403.836,-48.375,224.603,176.228,0.634,0.356,0.212,0.249,0.285,0.000,0.000,0.000,0.285,0.017,0.269,0.819,0.015,0.004,0.007,0.004,0.016,0.034,0.431,0.014,0.016,0.319,116.339,12.801,2085.000
2070-2100_JJA,441.775,281.037,30.799,56.796,4.476,0.003,0.000,0.003,29.688,438.876,2.900,227.640,230.540,0.830,0.369,0.255,0.338,0.053,0.000,0.000,0.000,0.053,0.000,0.053,0.090,0.003,0.000,0.000,0.003,0.000,0.000,0.280,0.002,0.001,0.061,22.297,2.353,2085.000
2070-2100_SON,364.507,231.769,27.498,39.804,3.451,0.009,0.000,0.009,23.988,407.053,-42.546,187.733,145.187,0.523,0.297,0.217,0.206,0.157,0.000,0.000,0.000,0.157,0.021,0.132,0.560,0.020,0.011,0.007,0.002,0.013,0.031,0.209,0.019,0.025,0.214,77.987,23.093,2085.000
