,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,308.807,250.784,22.167,26.528,3.143,0.022,0.000,0.022,17.839,376.293,-67.487,203.135,135.649,0.488,0.289,0.180,0.182,0.245,0.001,0.010,0.001,0.246,0.012,0.239,1.221,0.012,0.001,0.005,0.006,0.012,0.024,0.592,0.011,0.006,0.525,191.523,100.365,
2015-2045_DJF,264.467,175.176,10.495,40.947,3.096,0.040,0.000,0.039,6.322,318.552,-54.085,141.892,87.808,0.316,0.140,0.087,0.092,0.468,0.006,0.042,0.006,0.474,0.024,0.466,3.053,0.017,0.001,0.009,0.007,0.023,0.047,0.697,0.016,0.002,0.956,348.951,172.876,2030.005
2015-2045_MAM,307.519,273.472,21.937,29.393,3.455,0.035,0.000,0.035,17.532,373.271,-65.752,221.513,155.761,0.561,0.298,0.168,0.205,0.376,0.000,0.000,0.000,0.376,0.020,0.373,1.238,0.021,0.004,0.007,0.009,0.018,0.037,0.906,0.020,0.003,0.844,308.242,164.553,2030.000
2015-2045_JJA,359.514,320.425,33.134,12.842,3.418,0.003,0.000,0.003,28.819,434.046,-74.532,259.544,185.012,0.666,0.461,0.286,0.278,0.011,0.000,0.000,0.000,0.011,0.000,0.016,0.029,0.005,0.000,0.000,0.005,0.000,0.001,0.514,0.005,-0.005,0.069,25.043,17.425,2030.000
2015-2045_SON,302.807,232.407,22.886,23.172,2.598,0.010,0.000,0.010,18.470,378.213,-75.406,188.250,112.844,0.406,0.256,0.176,0.152,0.126,0.000,0.000,0.000,0.126,0.005,0.102,0.590,0.004,0.000,0.002,0.003,0.005,0.009,0.249,0.003,0.025,0.235,85.744,47.427,2030.000
2045-2075_annual,315.219,249.288,23.036,25.680,3.100,0.020,0.000,0.020,18.710,380.855,-65.636,201.923,136.288,0.491,0.297,0.188,0.185,0.218,0.000,0.000,0.000,0.218,0.008,0.211,0.971,0.008,0.000,0.003,0.005,0.008,0.015,0.484,0.007,0.007,0.470,171.441,91.787,
2045-2075_DJF,265.763,176.907,11.274,38.410,2.959,0.029,0.000,0.029,6.988,321.605,-55.842,143.295,87.453,0.315,0.145,0.091,0.093,0.353,0.000,0.000,0.000,0.353,0.010,0.359,2.113,0.007,0.000,0.003,0.005,0.010,0.018,0.450,0.007,-0.006,0.691,252.307,118.744,2060.000
2045-2075_MAM,312.173,273.147,22.807,28.851,3.420,0.035,0.000,0.035,18.354,377.396,-65.223,221.249,156.026,0.562,0.306,0.175,0.208,0.386,0.000,0.000,0.000,0.386,0.015,0.386,1.207,0.014,0.000,0.006,0.008,0.015,0.031,0.809,0.014,0.000,0.848,309.350,163.690,2060.000
2045-2075_JJA,371.309,315.875,33.992,12.921,3.415,0.003,0.000,0.003,29.811,439.788,-68.479,255.858,187.379,0.675,0.470,0.299,0.283,0.010,0.000,0.000,0.000,0.010,0.000,0.010,0.019,0.005,0.000,0.000,0.005,0.000,0.000,0.458,0.004,-0.000,0.074,27.165,22.113,2060.000
2045-2075_SON,310.629,229.614,23.854,22.752,2.596,0.011,0.000,0.011,19.469,383.518,-72.889,185.988,113.098,0.407,0.262,0.186,0.154,0.126,0.000,0.000,0.000,0.126,0.006,0.091,0.562,0.005,0.001,0.002,0.002,0.006,0.011,0.216,0.004,0.035,0.268,97.700,62.808,2060.000
2070-2100_annual,317.246,251.336,23.604,24.262,3.108,0.017,0.000,0.017,19.189,383.308,-66.063,203.582,137.519,0.495,0.305,0.193,0.188,0.187,0.000,0.000,0.000,0.187,0.008,0.180,0.826,0.008,0.002,0.003,0.004,0.008,0.013,0.359,0.007,0.008,0.409,149.430,81.303,
2070-2100_DJF,267.358,179.653,12.190,36.064,2.925,0.024,0.000,0.024,7.723,324.966,-57.608,145.519,87.911,0.316,0.154,0.096,0.096,0.296,0.000,0.000,0.000,0.296,0.007,0.293,1.725,0.005,0.000,0.002,0.003,0.007,0.013,0.314,0.004,0.004,0.571,208.458,100.221,2084.997
2070-2100_MAM,315.093,275.333,23.564,26.547,3.410,0.031,0.000,0.031,19.041,381.007,-65.914,223.020,157.106,0.566,0.317,0.182,0.211,0.333,0.000,0.000,0.000,0.333,0.021,0.320,1.071,0.020,0.007,0.007,0.006,0.021,0.034,0.605,0.020,0.013,0.739,269.834,145.938,2085.000
2070-2100_JJA,375.861,315.716,34.526,12.602,3.498,0.003,0.000,0.003,30.240,442.300,-66.439,255.730,189.291,0.681,0.483,0.307,0.288,0.012,0.000,0.000,0.000,0.012,0.000,0.012,0.022,0.003,0.000,0.000,0.003,0.000,0.000,0.339,0.002,-0.000,0.082,30.083,24.916,2085.000
2070-2100_SON,309.626,233.060,23.920,22.038,2.591,0.010,0.000,0.010,19.532,383.842,-74.216,188.779,114.563,0.412,0.265,0.186,0.156,0.110,0.000,0.000,0.000,0.110,0.003,0.096,0.499,0.003,0.000,0.001,0.002,0.003,0.006,0.173,0.002,0.014,0.246,89.835,54.209,2085.000
