,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,328.875,253.281,25.418,21.841,4.966,0.008,0.000,0.008,20.454,389.645,-60.770,205.158,144.388,0.520,0.398,0.210,0.202,0.135,0.004,0.022,0.004,0.139,0.004,0.139,0.622,0.004,0.000,0.002,0.002,0.004,0.008,0.212,0.003,-0.004,0.198,72.445,20.597,
2015-2045_DJF,279.415,185.543,14.202,34.183,4.601,0.013,0.000,0.013,10.021,335.756,-56.341,150.290,93.949,0.338,0.201,0.108,0.107,0.195,0.015,0.089,0.015,0.210,0.004,0.238,1.381,0.003,0.000,0.001,0.002,0.004,0.006,0.227,0.003,-0.042,0.315,114.873,27.178,2030.005
2015-2045_MAM,329.594,274.920,25.563,21.693,4.837,0.013,0.000,0.013,20.812,390.289,-60.694,222.685,161.991,0.583,0.394,0.201,0.224,0.229,0.000,0.000,0.000,0.229,0.009,0.222,0.650,0.009,0.001,0.005,0.003,0.009,0.023,0.309,0.007,0.007,0.301,109.951,26.032,2030.000
2015-2045_JJA,383.917,316.839,35.707,11.609,5.746,0.001,0.000,0.001,30.396,443.483,-59.566,256.639,197.073,0.709,0.618,0.323,0.303,0.007,0.000,0.000,0.000,0.007,0.000,0.010,0.016,0.002,0.000,0.000,0.002,0.000,0.000,0.204,0.001,-0.003,0.014,5.216,1.295,2030.000
2015-2045_SON,321.541,234.309,25.991,20.099,4.670,0.007,0.000,0.007,20.387,387.996,-66.455,189.790,123.336,0.444,0.376,0.205,0.173,0.109,0.000,0.000,0.000,0.109,0.002,0.088,0.454,0.002,0.000,0.000,0.001,0.002,0.003,0.108,0.001,0.022,0.166,60.427,28.090,2030.000
2045-2075_annual,335.629,252.298,26.179,21.545,4.930,0.008,0.000,0.008,21.266,394.060,-58.431,204.361,145.930,0.525,0.407,0.218,0.206,0.136,0.001,0.004,0.001,0.137,0.004,0.134,0.562,0.004,0.000,0.001,0.002,0.004,0.008,0.239,0.003,0.002,0.199,72.518,22.614,
2045-2075_DJF,281.415,187.056,14.911,32.563,4.473,0.012,0.000,0.012,10.571,338.364,-56.950,151.515,94.566,0.340,0.208,0.112,0.109,0.201,0.005,0.015,0.005,0.206,0.006,0.208,1.149,0.005,0.000,0.002,0.002,0.006,0.013,0.238,0.004,-0.006,0.283,103.232,25.955,2060.000
2045-2075_MAM,334.391,273.658,26.228,22.365,4.786,0.016,0.000,0.016,21.518,394.003,-59.612,221.663,162.052,0.583,0.397,0.207,0.226,0.248,0.000,0.000,0.000,0.248,0.007,0.248,0.707,0.006,0.000,0.002,0.004,0.007,0.014,0.385,0.005,-0.000,0.382,139.277,46.817,2060.000
2045-2075_JJA,396.857,313.515,36.523,11.744,5.747,0.000,0.000,0.000,31.457,449.757,-52.900,253.947,201.048,0.724,0.633,0.336,0.311,0.004,0.000,0.000,0.000,0.004,0.000,0.004,0.009,0.002,0.000,0.000,0.002,0.000,0.000,0.217,0.001,-0.000,0.011,4.075,2.166,2060.000
2045-2075_SON,328.732,233.500,26.847,19.702,4.701,0.005,0.000,0.005,21.312,393.032,-64.300,189.135,124.835,0.449,0.387,0.215,0.177,0.092,0.000,0.000,0.000,0.092,0.002,0.076,0.391,0.002,0.000,0.001,0.001,0.002,0.005,0.114,0.001,0.016,0.120,43.768,15.506,2060.000
2070-2100_annual,338.091,253.837,26.678,20.401,4.969,0.007,0.000,0.007,21.767,396.797,-58.706,205.608,146.902,0.529,0.417,0.224,0.209,0.110,0.000,0.000,0.000,0.110,0.003,0.107,0.445,0.003,0.000,0.001,0.002,0.003,0.007,0.166,0.003,0.003,0.160,58.505,18.692,
2070-2100_DJF,283.209,188.700,15.665,30.890,4.459,0.010,0.000,0.010,11.175,341.215,-58.006,152.847,94.842,0.341,0.218,0.117,0.111,0.175,0.000,0.000,0.000,0.175,0.004,0.171,0.930,0.003,0.000,0.001,0.002,0.004,0.008,0.181,0.003,0.003,0.237,86.388,22.900,2084.997
2070-2100_MAM,337.757,277.081,26.933,20.361,4.841,0.011,0.000,0.011,22.183,397.628,-59.871,224.436,164.565,0.592,0.414,0.215,0.232,0.172,0.000,0.000,0.000,0.172,0.004,0.173,0.485,0.004,0.000,0.002,0.003,0.004,0.009,0.252,0.003,-0.001,0.258,94.146,29.592,2085.000
2070-2100_JJA,403.149,311.956,37.107,11.555,5.685,0.000,0.000,0.000,32.296,454.778,-51.628,252.684,201.056,0.724,0.637,0.346,0.312,0.004,0.000,0.000,0.000,0.004,0.000,0.004,0.008,0.001,0.000,0.000,0.001,0.000,0.000,0.131,0.001,-0.000,0.011,3.964,2.408,2085.000
2070-2100_SON,327.071,236.162,26.796,18.983,4.882,0.006,0.000,0.006,21.204,392.449,-65.378,191.291,125.913,0.453,0.396,0.214,0.178,0.089,0.000,0.000,0.000,0.089,0.005,0.079,0.364,0.004,0.000,0.002,0.001,0.005,0.013,0.100,0.003,0.010,0.137,49.966,19.964,2085.000
