,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,354.334,228.114,24.089,50.796,3.814,0.019,0.000,0.019,21.407,393.856,-39.522,184.772,145.251,0.523,0.264,0.187,0.200,0.435,0.000,0.000,0.000,0.435,0.024,0.416,1.467,0.024,0.003,0.011,0.010,0.023,0.051,1.002,0.023,0.019,0.452,165.099,4.716,
2015-2045_DJF,299.934,175.388,16.655,64.058,2.998,0.013,0.000,0.013,13.400,351.854,-51.920,142.064,90.144,0.325,0.135,0.121,0.108,0.304,0.000,0.000,0.000,0.304,0.025,0.312,2.029,0.027,0.003,0.014,0.010,0.023,0.060,1.034,0.027,-0.007,0.322,117.503,-6.100,2030.005
2015-2045_MAM,345.273,273.177,24.307,38.813,3.700,0.020,0.000,0.020,21.138,391.565,-46.292,221.274,174.981,0.630,0.315,0.184,0.239,0.483,0.000,0.000,0.000,0.483,0.025,0.463,1.255,0.024,0.001,0.013,0.010,0.025,0.057,0.999,0.024,0.020,0.478,174.423,-3.345,2030.000
2015-2045_JJA,418.734,257.268,30.900,49.170,5.281,0.026,0.000,0.026,29.661,438.801,-20.067,208.387,188.320,0.678,0.372,0.256,0.277,0.617,0.000,0.000,0.000,0.617,0.022,0.591,1.262,0.020,0.003,0.007,0.010,0.022,0.040,0.943,0.020,0.026,0.626,228.448,5.734,2030.000
2015-2045_SON,352.325,205.359,24.352,51.404,3.257,0.016,0.000,0.016,21.270,392.376,-40.051,166.341,126.289,0.455,0.233,0.185,0.173,0.333,0.000,0.000,0.000,0.333,0.022,0.295,1.330,0.023,0.003,0.010,0.010,0.022,0.046,1.033,0.024,0.038,0.380,138.817,22.560,2030.000
2045-2075_annual,358.793,230.490,24.700,51.571,3.859,0.021,0.000,0.021,22.189,398.142,-39.349,186.697,147.348,0.530,0.268,0.193,0.204,0.477,0.000,0.000,0.000,0.477,0.036,0.440,1.422,0.036,0.015,0.011,0.010,0.036,0.054,0.995,0.036,0.036,0.513,187.302,13.541,
2045-2075_DJF,302.722,178.331,17.249,62.752,2.949,0.013,0.000,0.013,13.959,354.591,-51.870,144.448,92.578,0.333,0.141,0.125,0.112,0.278,0.000,0.000,0.000,0.278,0.019,0.260,1.533,0.020,0.004,0.008,0.009,0.016,0.037,0.863,0.020,0.018,0.313,114.298,12.039,2060.000
2045-2075_MAM,350.666,272.095,24.805,39.974,3.684,0.022,0.000,0.022,21.732,394.715,-44.049,220.397,176.347,0.635,0.316,0.189,0.242,0.536,0.000,0.000,0.000,0.536,0.018,0.511,1.283,0.017,0.001,0.006,0.010,0.019,0.030,0.955,0.016,0.025,0.524,191.258,-1.220,2060.000
2045-2075_JJA,420.518,264.257,31.643,50.400,5.432,0.032,0.000,0.032,30.784,445.378,-24.860,214.048,189.188,0.681,0.377,0.266,0.280,0.704,0.000,0.000,0.000,0.704,0.062,0.633,1.496,0.057,0.030,0.017,0.010,0.060,0.080,0.958,0.057,0.070,0.761,277.695,25.752,2060.000
2045-2075_SON,360.199,206.007,24.963,53.392,3.349,0.019,0.000,0.019,22.120,397.032,-36.833,166.866,130.033,0.468,0.236,0.191,0.180,0.384,0.000,0.000,0.000,0.384,0.045,0.351,1.375,0.050,0.023,0.015,0.012,0.048,0.069,1.203,0.050,0.032,0.450,164.299,17.607,2060.000
2070-2100_annual,360.175,235.579,25.179,49.568,3.884,0.020,0.000,0.020,22.639,400.587,-40.413,190.819,150.406,0.541,0.280,0.198,0.209,0.439,0.000,0.000,0.000,0.439,0.035,0.403,1.194,0.035,0.015,0.011,0.009,0.035,0.051,0.913,0.035,0.035,0.472,172.342,12.224,
2070-2100_DJF,305.136,182.174,17.846,60.107,2.893,0.008,0.000,0.008,14.479,357.143,-52.007,147.561,95.555,0.344,0.150,0.130,0.117,0.176,0.000,0.000,0.000,0.176,0.006,0.175,0.958,0.010,0.000,0.002,0.009,0.006,0.012,0.844,0.010,0.001,0.185,67.433,-0.082,2084.997
2070-2100_MAM,353.470,276.301,25.316,37.226,3.750,0.018,0.000,0.018,22.173,397.119,-43.649,223.804,180.155,0.649,0.332,0.194,0.249,0.467,0.000,0.000,0.000,0.467,0.016,0.437,1.064,0.013,0.000,0.006,0.008,0.016,0.030,0.751,0.013,0.030,0.442,161.419,-2.866,2085.000
2070-2100_JJA,420.888,268.385,32.181,49.626,5.538,0.036,0.000,0.036,31.392,448.954,-28.066,217.392,189.325,0.682,0.386,0.273,0.282,0.764,0.000,0.000,0.000,0.764,0.100,0.649,1.579,0.091,0.060,0.023,0.009,0.097,0.102,0.844,0.091,0.115,0.857,312.729,42.576,2085.000
2070-2100_SON,360.143,214.193,25.233,51.537,3.328,0.017,0.000,0.017,22.350,398.270,-38.127,173.496,135.369,0.487,0.247,0.194,0.188,0.342,0.000,0.000,0.000,0.342,0.019,0.347,1.173,0.026,0.001,0.013,0.012,0.020,0.060,1.216,0.027,-0.005,0.399,145.472,8.995,2085.000
