,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,351.006,242.409,25.191,44.225,3.375,0.014,0.000,0.014,22.074,397.463,-46.457,196.351,149.894,0.540,0.263,0.196,0.208,0.142,0.000,0.000,0.000,0.142,0.014,0.132,0.533,0.014,0.009,0.003,0.002,0.012,0.015,0.225,0.013,0.010,0.332,121.189,68.149,
2015-2045_DJF,295.608,194.594,18.688,44.113,2.588,0.008,0.000,0.008,13.616,353.046,-57.438,157.622,100.184,0.361,0.177,0.136,0.125,0.097,0.000,0.000,0.000,0.097,0.001,0.114,0.605,0.003,0.000,0.000,0.003,0.001,0.001,0.262,0.002,-0.017,0.195,71.121,28.709,2030.005
2015-2045_MAM,344.833,277.576,26.054,30.792,3.481,0.011,0.000,0.011,22.611,399.652,-54.819,224.836,170.018,0.612,0.327,0.202,0.237,0.139,0.000,0.000,0.000,0.139,0.010,0.133,0.439,0.010,0.004,0.004,0.002,0.012,0.016,0.239,0.010,0.005,0.271,99.083,46.840,2030.000
2015-2045_JJA,410.891,274.656,29.921,58.766,4.690,0.020,0.000,0.020,29.010,435.043,-24.152,222.472,198.320,0.714,0.309,0.245,0.288,0.131,0.000,0.000,0.000,0.131,0.002,0.128,0.264,0.002,0.000,0.001,0.002,0.002,0.003,0.169,0.002,0.003,0.482,176.019,128.757,2030.000
2015-2045_SON,351.629,221.661,25.986,43.217,2.718,0.016,0.000,0.016,22.904,401.297,-49.668,179.545,129.877,0.468,0.238,0.201,0.181,0.200,0.000,0.000,0.000,0.200,0.043,0.152,0.827,0.041,0.030,0.009,0.002,0.032,0.040,0.233,0.040,0.047,0.377,137.746,67.525,2030.000
2045-2075_annual,358.315,241.451,25.750,45.104,3.390,0.015,0.000,0.015,22.748,401.100,-42.786,195.576,152.790,0.550,0.267,0.202,0.214,0.149,0.000,0.000,0.000,0.149,0.017,0.133,0.466,0.017,0.012,0.003,0.002,0.015,0.013,0.202,0.016,0.017,0.365,133.390,79.104,
2045-2075_DJF,298.900,195.955,19.352,42.671,2.561,0.008,0.000,0.008,14.262,356.233,-57.334,158.724,101.390,0.365,0.183,0.141,0.128,0.091,0.000,0.000,0.000,0.091,0.001,0.092,0.425,0.002,0.000,0.000,0.002,0.001,0.002,0.203,0.002,-0.001,0.189,69.064,34.760,2060.000
2045-2075_MAM,350.700,275.239,26.525,32.209,3.478,0.014,0.000,0.014,23.248,403.063,-52.363,222.944,170.580,0.614,0.328,0.207,0.239,0.168,0.000,0.000,0.000,0.168,0.005,0.163,0.479,0.004,0.000,0.002,0.002,0.005,0.010,0.230,0.004,0.005,0.344,125.488,64.831,2060.000
2045-2075_JJA,420.713,273.438,30.457,59.769,4.718,0.023,0.000,0.023,29.627,438.604,-17.891,221.485,203.594,0.733,0.314,0.252,0.297,0.152,0.000,0.000,0.000,0.152,0.006,0.144,0.315,0.006,0.002,0.002,0.002,0.006,0.009,0.171,0.005,0.008,0.556,202.959,148.687,2060.000
2045-2075_SON,361.839,220.063,26.550,45.726,2.780,0.015,0.000,0.015,23.703,405.686,-43.847,178.251,134.405,0.484,0.240,0.207,0.189,0.187,0.000,0.000,0.000,0.187,0.055,0.132,0.649,0.054,0.045,0.006,0.002,0.047,0.029,0.204,0.053,0.055,0.369,134.823,67.154,2060.000
2070-2100_annual,360.438,244.341,26.149,44.038,3.395,0.015,0.000,0.015,23.145,403.226,-42.788,197.916,155.129,0.558,0.274,0.206,0.218,0.147,0.000,0.000,0.000,0.147,0.015,0.132,0.467,0.015,0.009,0.003,0.002,0.016,0.016,0.224,0.014,0.015,0.358,130.810,77.530,
2070-2100_DJF,301.485,197.606,19.899,41.957,2.484,0.007,0.000,0.007,14.824,358.997,-57.512,160.061,102.549,0.369,0.186,0.145,0.130,0.094,0.000,0.000,0.000,0.094,0.004,0.098,0.475,0.005,0.001,0.001,0.003,0.004,0.007,0.273,0.004,-0.004,0.172,62.670,25.105,2084.997
2070-2100_MAM,352.776,279.336,26.952,30.584,3.566,0.011,0.000,0.011,23.666,405.366,-52.590,226.262,173.672,0.625,0.340,0.212,0.245,0.112,0.000,0.000,0.000,0.112,0.003,0.110,0.311,0.003,0.000,0.001,0.002,0.003,0.007,0.206,0.003,0.002,0.253,92.249,51.122,2085.000
2070-2100_JJA,424.775,274.471,30.830,59.587,4.744,0.023,0.000,0.023,30.001,440.775,-16.000,222.321,206.321,0.743,0.320,0.257,0.302,0.157,0.000,0.000,0.000,0.157,0.006,0.146,0.323,0.006,0.002,0.002,0.001,0.007,0.010,0.142,0.005,0.011,0.548,200.172,145.008,2085.000
2070-2100_SON,361.592,224.840,26.800,43.982,2.760,0.019,0.000,0.019,23.935,406.953,-45.361,182.120,136.759,0.492,0.247,0.210,0.193,0.223,0.000,0.000,0.000,0.223,0.046,0.174,0.762,0.044,0.032,0.009,0.003,0.051,0.042,0.278,0.044,0.050,0.458,167.229,87.988,2085.000
