,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,310.545,253.427,22.828,26.471,3.109,0.012,0.000,0.012,18.567,379.575,-69.031,205.276,136.246,0.490,0.287,0.181,0.184,0.232,0.004,0.036,0.004,0.237,0.011,0.230,1.105,0.011,0.001,0.005,0.005,0.011,0.024,0.530,0.010,0.002,0.291,106.108,18.395,
2015-2045_DJF,266.874,191.931,12.793,40.561,3.171,0.019,0.000,0.019,8.286,327.523,-60.649,155.464,94.815,0.341,0.157,0.099,0.105,0.340,0.018,0.145,0.018,0.358,0.012,0.376,2.282,0.010,0.001,0.004,0.006,0.012,0.022,0.583,0.009,-0.035,0.457,166.881,26.392,2030.005
2015-2045_MAM,311.129,274.046,22.913,25.570,3.131,0.018,0.000,0.018,18.651,378.868,-67.739,221.977,154.238,0.555,0.300,0.174,0.206,0.407,0.000,0.000,0.000,0.407,0.023,0.393,1.328,0.021,0.002,0.011,0.008,0.023,0.052,0.772,0.021,0.015,0.426,155.660,4.722,2030.000
2015-2045_JJA,356.900,310.081,31.811,16.477,3.154,0.003,0.000,0.003,28.331,431.164,-74.264,251.166,176.902,0.637,0.411,0.267,0.262,0.021,0.000,0.000,0.000,0.021,0.000,0.024,0.054,0.005,0.000,0.000,0.005,0.000,0.001,0.495,0.005,-0.003,0.063,22.894,12.395,2030.000
2015-2045_SON,306.388,236.279,23.612,23.516,2.978,0.009,0.000,0.009,18.804,379.744,-73.355,191.386,118.031,0.425,0.277,0.181,0.160,0.162,0.000,0.000,0.000,0.162,0.009,0.129,0.776,0.008,0.001,0.004,0.003,0.009,0.021,0.266,0.007,0.033,0.219,79.883,30.357,2030.000
2045-2075_annual,315.743,252.439,23.475,26.330,3.070,0.012,0.000,0.012,19.262,383.233,-67.490,204.476,136.985,0.493,0.291,0.187,0.186,0.237,0.000,0.000,0.000,0.237,0.011,0.226,1.027,0.011,0.001,0.005,0.005,0.011,0.025,0.512,0.010,0.011,0.298,108.619,22.267,
2045-2075_DJF,268.572,193.694,13.467,38.206,3.102,0.016,0.000,0.016,8.811,329.975,-61.404,156.892,95.488,0.344,0.164,0.103,0.107,0.325,0.000,0.000,0.000,0.325,0.012,0.330,1.913,0.010,0.000,0.005,0.005,0.012,0.027,0.499,0.009,-0.005,0.373,136.324,12.369,2060.000
2045-2075_MAM,315.599,272.129,23.481,26.659,3.098,0.025,0.000,0.025,19.277,382.080,-66.481,220.424,153.943,0.554,0.301,0.179,0.207,0.451,0.000,0.000,0.000,0.451,0.022,0.439,1.463,0.019,0.000,0.011,0.008,0.022,0.052,0.815,0.019,0.012,0.595,217.256,49.895,2060.000
2045-2075_JJA,365.067,307.146,32.420,17.109,3.112,0.003,0.000,0.003,29.090,435.528,-70.460,248.788,178.328,0.642,0.413,0.276,0.266,0.026,0.000,0.000,0.000,0.026,0.000,0.026,0.053,0.005,0.000,0.000,0.005,0.000,0.000,0.498,0.004,0.000,0.064,23.298,12.235,2060.000
2045-2075_SON,312.794,235.470,24.349,23.544,2.967,0.007,0.000,0.007,19.672,384.336,-71.543,190.731,119.188,0.429,0.282,0.188,0.163,0.147,0.000,0.000,0.000,0.147,0.011,0.110,0.694,0.010,0.002,0.005,0.002,0.011,0.022,0.234,0.009,0.037,0.158,57.578,14.290,2060.000
2070-2100_annual,317.299,254.330,23.937,24.785,3.125,0.010,0.000,0.010,19.642,385.210,-67.911,206.008,138.097,0.497,0.300,0.191,0.189,0.192,0.000,0.000,0.000,0.192,0.008,0.184,0.822,0.008,0.001,0.003,0.004,0.008,0.017,0.360,0.007,0.008,0.238,86.696,16.960,
2070-2100_DJF,270.160,195.450,14.127,36.366,3.091,0.013,0.000,0.013,9.368,332.570,-62.411,158.315,95.904,0.345,0.171,0.106,0.109,0.275,0.000,0.000,0.000,0.275,0.009,0.270,1.571,0.008,0.000,0.003,0.004,0.009,0.020,0.389,0.007,0.005,0.318,116.161,15.074,2084.997
2070-2100_MAM,317.469,276.586,24.174,23.743,3.133,0.016,0.000,0.016,19.907,385.404,-67.935,224.035,156.100,0.562,0.315,0.185,0.212,0.321,0.000,0.000,0.000,0.321,0.010,0.317,0.976,0.010,0.001,0.004,0.005,0.010,0.020,0.538,0.009,0.004,0.388,141.696,22.742,2085.000
2070-2100_JJA,369.601,305.633,32.904,16.902,3.177,0.003,0.000,0.003,29.514,437.980,-68.379,247.563,179.184,0.645,0.422,0.282,0.268,0.023,0.000,0.000,0.000,0.023,0.000,0.024,0.048,0.003,0.000,0.000,0.003,0.000,0.000,0.315,0.002,-0.001,0.062,22.514,13.006,2085.000
2070-2100_SON,310.990,238.343,24.358,22.324,3.100,0.008,0.000,0.008,19.578,383.855,-72.865,193.058,120.192,0.433,0.290,0.188,0.164,0.149,0.000,0.000,0.000,0.149,0.014,0.125,0.705,0.013,0.004,0.007,0.002,0.014,0.030,0.195,0.012,0.025,0.183,66.765,16.982,2085.000
