,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,338.714,253.417,26.369,23.297,4.472,0.009,0.000,0.009,21.983,397.959,-59.245,205.268,146.023,0.526,0.384,0.218,0.207,0.158,0.000,0.000,0.000,0.158,0.009,0.153,0.733,0.009,0.002,0.004,0.003,0.010,0.018,0.308,0.008,0.005,0.207,75.374,16.484,
2015-2045_DJF,284.567,189.025,15.662,35.263,4.282,0.015,0.000,0.015,11.290,341.790,-57.223,153.110,95.887,0.345,0.205,0.117,0.113,0.294,0.000,0.000,0.000,0.294,0.011,0.307,1.690,0.009,0.001,0.004,0.004,0.011,0.020,0.415,0.008,-0.013,0.350,127.733,12.456,2030.005
2015-2045_MAM,337.372,277.786,26.778,21.459,4.410,0.010,0.000,0.010,22.181,397.653,-60.281,225.007,164.725,0.593,0.396,0.213,0.231,0.193,0.000,0.000,0.000,0.193,0.015,0.185,0.578,0.016,0.006,0.005,0.004,0.018,0.025,0.424,0.015,0.009,0.247,90.197,17.213,2030.000
2015-2045_JJA,401.506,310.163,35.733,16.006,4.925,0.002,0.000,0.002,32.478,455.821,-54.316,251.232,196.917,0.709,0.560,0.324,0.302,0.022,0.000,0.000,0.000,0.022,0.001,0.025,0.049,0.003,0.000,0.001,0.003,0.001,0.003,0.254,0.002,-0.004,0.045,16.511,6.442,2030.000
2015-2045_SON,330.276,235.255,27.105,20.664,4.265,0.008,0.000,0.008,21.774,395.462,-65.186,190.556,125.370,0.451,0.371,0.217,0.178,0.124,0.000,0.000,0.000,0.124,0.010,0.096,0.634,0.009,0.002,0.005,0.001,0.011,0.023,0.138,0.008,0.027,0.186,67.983,29.895,2030.000
2045-2075_annual,346.370,252.082,27.089,23.152,4.404,0.009,0.000,0.009,22.916,403.145,-56.776,204.187,147.411,0.531,0.389,0.226,0.210,0.157,0.000,0.000,0.000,0.157,0.011,0.146,0.609,0.011,0.004,0.004,0.003,0.011,0.019,0.262,0.010,0.011,0.214,78.254,21.380,
2045-2075_DJF,286.653,190.645,16.430,32.967,4.225,0.011,0.000,0.011,11.895,344.710,-58.057,154.422,96.365,0.347,0.215,0.122,0.115,0.210,0.000,0.000,0.000,0.210,0.007,0.211,1.061,0.006,0.001,0.003,0.002,0.007,0.015,0.188,0.005,-0.001,0.259,94.533,15.579,2060.000
2045-2075_MAM,343.501,275.726,27.393,22.572,4.317,0.018,0.000,0.018,22.923,401.625,-58.124,223.338,165.214,0.595,0.397,0.219,0.234,0.311,0.000,0.000,0.000,0.311,0.033,0.282,1.009,0.031,0.014,0.013,0.005,0.033,0.057,0.455,0.030,0.029,0.441,161.053,46.969,2060.000
2045-2075_JJA,414.415,306.896,36.401,16.572,4.835,0.002,0.000,0.002,33.723,463.326,-48.911,248.586,199.674,0.719,0.563,0.335,0.308,0.020,0.000,0.000,0.000,0.020,0.000,0.020,0.038,0.003,0.000,0.000,0.003,0.000,0.000,0.268,0.002,0.000,0.052,18.802,10.624,2060.000
2045-2075_SON,339.686,233.677,27.933,20.659,4.234,0.004,0.000,0.004,22.910,401.779,-62.093,189.279,127.186,0.458,0.377,0.226,0.182,0.085,0.000,0.000,0.000,0.085,0.003,0.071,0.336,0.002,0.000,0.001,0.001,0.003,0.006,0.133,0.001,0.014,0.106,38.509,12.136,2060.000
2070-2100_annual,348.371,253.876,27.564,22.015,4.502,0.007,0.000,0.007,23.370,405.651,-57.280,205.640,148.360,0.534,0.401,0.231,0.213,0.122,0.000,0.000,0.000,0.122,0.005,0.117,0.459,0.005,0.001,0.002,0.002,0.005,0.010,0.186,0.004,0.005,0.169,61.719,17.469,
2070-2100_DJF,288.739,192.666,17.163,31.435,4.211,0.009,0.000,0.009,12.500,347.611,-58.872,156.060,97.188,0.350,0.224,0.126,0.118,0.158,0.000,0.000,0.000,0.158,0.002,0.158,0.760,0.002,0.000,0.000,0.002,0.002,0.003,0.170,0.001,-0.000,0.214,78.227,19.855,2084.997
2070-2100_MAM,346.618,279.863,28.059,20.301,4.354,0.011,0.000,0.011,23.601,405.389,-58.772,226.689,167.917,0.605,0.413,0.227,0.240,0.202,0.000,0.000,0.000,0.202,0.012,0.191,0.644,0.011,0.003,0.006,0.003,0.013,0.028,0.292,0.010,0.010,0.273,99.602,25.966,2085.000
2070-2100_JJA,418.711,305.230,36.915,16.565,4.996,0.002,0.000,0.002,34.376,467.322,-48.611,247.236,198.625,0.715,0.575,0.343,0.308,0.021,0.000,0.000,0.000,0.021,0.000,0.021,0.038,0.002,0.000,0.000,0.002,0.000,0.000,0.155,0.001,0.000,0.046,16.749,8.976,2085.000
2070-2100_SON,338.156,236.375,27.921,19.919,4.440,0.006,0.000,0.006,22.787,401.114,-62.957,191.464,128.507,0.463,0.388,0.226,0.184,0.108,0.000,0.000,0.000,0.108,0.005,0.100,0.400,0.004,0.000,0.002,0.001,0.005,0.011,0.127,0.003,0.008,0.144,52.516,15.098,2085.000
