,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,348.881,224.209,23.419,49.509,3.226,0.028,0.000,0.028,20.613,390.058,-41.177,181.609,140.433,0.506,0.245,0.183,0.192,0.641,0.000,0.000,0.000,0.641,0.051,0.594,2.171,0.051,0.010,0.025,0.016,0.047,0.113,1.624,0.051,0.047,0.675,246.374,10.987,
2015-2045_DJF,291.002,169.865,15.042,63.278,2.678,0.021,0.000,0.021,11.370,342.112,-51.110,137.591,86.480,0.311,0.121,0.111,0.101,0.472,0.000,0.000,0.000,0.472,0.058,0.450,3.159,0.059,0.018,0.025,0.015,0.048,0.112,1.516,0.059,0.023,0.496,181.205,-4.628,2030.005
2015-2045_MAM,339.987,264.986,23.471,40.177,3.199,0.033,0.000,0.033,20.319,387.423,-47.435,214.638,167.203,0.602,0.285,0.178,0.225,0.806,0.000,0.000,0.000,0.806,0.080,0.729,2.296,0.076,0.013,0.046,0.017,0.073,0.196,1.707,0.076,0.077,0.786,286.869,-7.200,2030.000
2015-2045_JJA,417.081,258.660,31.222,45.189,4.187,0.039,0.000,0.039,29.959,440.596,-23.515,209.514,186.000,0.670,0.356,0.261,0.274,0.896,0.000,0.000,0.000,0.896,0.043,0.848,1.743,0.039,0.005,0.017,0.017,0.043,0.088,1.638,0.039,0.049,0.936,341.469,17.909,2030.000
2015-2045_SON,346.311,202.036,23.785,49.658,2.824,0.020,0.000,0.020,20.626,389.167,-42.855,163.649,120.794,0.435,0.217,0.181,0.165,0.382,0.000,0.000,0.000,0.382,0.024,0.342,1.497,0.030,0.003,0.011,0.016,0.023,0.055,1.630,0.030,0.040,0.476,173.907,37.859,2030.000
2045-2075_annual,354.116,225.569,24.083,50.283,3.266,0.030,0.000,0.030,21.433,394.501,-40.385,182.711,142.326,0.512,0.249,0.190,0.196,0.690,0.000,0.000,0.000,0.690,0.052,0.637,2.043,0.052,0.013,0.022,0.017,0.052,0.101,1.691,0.052,0.052,0.731,266.877,15.215,
2045-2075_DJF,294.036,172.474,15.722,61.822,2.635,0.018,0.000,0.018,12.016,345.214,-51.178,139.704,88.526,0.319,0.126,0.116,0.104,0.412,0.000,0.000,0.000,0.412,0.031,0.372,2.301,0.032,0.005,0.014,0.013,0.031,0.064,1.328,0.032,0.040,0.442,161.406,13.871,2060.000
2045-2075_MAM,345.981,263.476,24.032,41.429,3.178,0.036,0.000,0.036,21.009,391.041,-45.060,213.416,168.356,0.606,0.285,0.182,0.229,0.880,0.000,0.000,0.000,0.880,0.060,0.822,2.312,0.053,0.003,0.033,0.017,0.060,0.145,1.731,0.053,0.058,0.870,317.612,-1.841,2060.000
2045-2075_JJA,420.341,263.033,32.004,46.433,4.335,0.044,0.000,0.044,31.020,446.831,-26.490,213.057,186.567,0.672,0.361,0.272,0.277,0.979,0.000,0.000,0.000,0.979,0.063,0.911,1.937,0.059,0.016,0.025,0.018,0.061,0.119,1.768,0.059,0.068,1.053,384.227,30.398,2060.000
2045-2075_SON,354.956,202.014,24.417,51.686,2.899,0.023,0.000,0.023,21.508,393.961,-39.005,163.631,124.626,0.449,0.220,0.187,0.171,0.481,0.000,0.000,0.000,0.481,0.055,0.437,1.621,0.064,0.028,0.017,0.020,0.058,0.076,1.935,0.064,0.044,0.552,201.516,18.443,2060.000
2070-2100_annual,355.813,229.921,24.615,48.147,3.289,0.028,0.000,0.028,21.939,397.215,-41.402,186.236,144.834,0.521,0.260,0.195,0.201,0.636,0.000,0.000,0.000,0.636,0.047,0.589,1.770,0.047,0.012,0.020,0.015,0.043,0.092,1.519,0.047,0.047,0.671,244.930,12.876,
2070-2100_DJF,296.619,175.841,16.392,59.252,2.601,0.012,0.000,0.012,12.612,348.072,-51.454,142.431,90.977,0.328,0.136,0.120,0.109,0.287,0.000,0.000,0.000,0.287,0.015,0.280,1.663,0.021,0.000,0.007,0.013,0.015,0.037,1.279,0.021,0.007,0.294,107.474,-2.170,2084.997
2070-2100_MAM,349.140,267.338,24.626,38.344,3.217,0.032,0.000,0.032,21.569,394.068,-44.928,216.544,171.616,0.618,0.300,0.188,0.235,0.779,0.000,0.000,0.000,0.779,0.053,0.712,1.964,0.046,0.004,0.029,0.014,0.052,0.127,1.373,0.046,0.067,0.758,276.573,-0.092,2085.000
2070-2100_JJA,421.492,266.298,32.567,45.580,4.434,0.047,0.000,0.047,31.620,450.373,-28.880,215.701,186.821,0.673,0.371,0.279,0.279,1.019,0.000,0.000,0.000,1.019,0.090,0.912,1.932,0.081,0.040,0.026,0.016,0.074,0.124,1.535,0.081,0.107,1.119,408.463,45.971,2085.000
2070-2100_SON,354.851,208.935,24.718,49.643,2.887,0.021,0.000,0.021,21.774,395.380,-40.529,169.238,128.708,0.463,0.230,0.190,0.178,0.450,0.000,0.000,0.000,0.450,0.029,0.444,1.517,0.039,0.004,0.017,0.019,0.029,0.078,1.887,0.040,0.006,0.504,183.898,7.447,2085.000
