,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,365.056,235.848,25.656,43.985,2.835,0.016,0.000,0.016,23.325,404.438,-39.382,191.037,151.655,0.546,0.272,0.203,0.213,0.213,0.000,0.000,0.000,0.213,0.009,0.209,0.764,0.009,0.000,0.004,0.004,0.008,0.019,0.422,0.008,0.004,0.380,138.879,59.690,
2015-2045_DJF,305.149,180.717,18.298,58.573,2.505,0.015,0.000,0.015,14.593,357.777,-52.628,146.381,93.753,0.338,0.146,0.133,0.116,0.168,0.000,0.000,0.000,0.168,0.008,0.182,1.082,0.009,0.000,0.004,0.005,0.008,0.018,0.489,0.008,-0.014,0.360,131.230,62.025,2030.005
2015-2045_MAM,352.579,272.973,25.917,32.645,2.915,0.016,0.000,0.016,22.879,400.980,-48.400,221.108,172.708,0.622,0.316,0.200,0.240,0.230,0.000,0.000,0.000,0.230,0.007,0.233,0.612,0.007,0.000,0.003,0.005,0.007,0.015,0.457,0.007,-0.003,0.379,138.499,50.938,2030.000
2015-2045_JJA,440.948,274.026,32.354,42.060,3.500,0.019,0.000,0.019,32.446,455.172,-14.224,221.961,207.737,0.748,0.382,0.275,0.309,0.258,0.000,0.000,0.000,0.258,0.008,0.247,0.511,0.007,0.001,0.003,0.003,0.007,0.016,0.341,0.007,0.011,0.445,162.451,69.960,2030.000
2015-2045_SON,360.341,214.380,25.916,42.932,2.407,0.014,0.000,0.014,23.213,402.907,-42.566,173.648,131.082,0.472,0.241,0.200,0.184,0.197,0.000,0.000,0.000,0.197,0.012,0.175,0.857,0.011,0.001,0.005,0.004,0.012,0.027,0.403,0.009,0.022,0.337,123.016,55.842,2030.000
2045-2075_annual,370.095,235.454,26.300,44.504,2.838,0.017,0.000,0.017,24.163,409.117,-39.022,190.717,151.696,0.546,0.274,0.209,0.214,0.244,0.000,0.000,0.000,0.244,0.019,0.225,0.755,0.019,0.010,0.005,0.004,0.018,0.025,0.423,0.018,0.019,0.403,147.098,58.373,
2045-2075_DJF,308.416,182.619,19.003,55.641,2.476,0.014,0.000,0.014,15.225,360.926,-52.509,147.921,95.412,0.343,0.154,0.138,0.120,0.176,0.000,0.000,0.000,0.176,0.014,0.164,0.938,0.014,0.006,0.004,0.004,0.009,0.019,0.408,0.013,0.012,0.331,120.956,56.189,2060.000
2045-2075_MAM,358.706,270.815,26.342,34.461,2.844,0.019,0.000,0.019,23.496,404.308,-45.602,219.360,173.758,0.626,0.314,0.204,0.243,0.250,0.000,0.000,0.000,0.250,0.006,0.241,0.603,0.007,0.001,0.002,0.004,0.006,0.011,0.419,0.006,0.010,0.467,170.637,80.709,2060.000
2045-2075_JJA,440.252,274.450,33.174,42.777,3.563,0.022,0.000,0.022,33.560,461.878,-21.625,222.305,200.680,0.722,0.381,0.287,0.301,0.343,0.000,0.000,0.000,0.343,0.035,0.300,0.747,0.033,0.021,0.008,0.003,0.033,0.038,0.340,0.031,0.043,0.526,192.024,70.974,2060.000
2045-2075_SON,371.834,212.663,26.542,45.361,2.458,0.012,0.000,0.012,24.197,408.418,-36.585,172.257,135.673,0.488,0.244,0.207,0.191,0.206,0.000,0.000,0.000,0.206,0.022,0.193,0.738,0.023,0.011,0.007,0.005,0.025,0.033,0.525,0.022,0.013,0.284,103.802,25.217,2060.000
2070-2100_annual,371.565,239.069,26.718,43.059,2.838,0.016,0.000,0.016,24.611,411.585,-40.020,193.646,153.626,0.553,0.281,0.214,0.218,0.229,0.000,0.000,0.000,0.229,0.023,0.206,0.665,0.023,0.012,0.007,0.004,0.023,0.033,0.416,0.023,0.023,0.379,138.398,55.042,
2070-2100_DJF,310.997,185.028,19.569,54.536,2.397,0.010,0.000,0.010,15.812,363.849,-52.852,149.872,97.021,0.349,0.159,0.142,0.123,0.097,0.000,0.000,0.000,0.097,0.002,0.096,0.489,0.005,0.000,0.000,0.004,0.002,0.003,0.444,0.004,0.001,0.232,84.615,47.919,2084.997
2070-2100_MAM,361.821,275.067,26.816,31.391,2.859,0.014,0.000,0.014,23.979,406.996,-45.174,222.804,177.630,0.639,0.328,0.210,0.250,0.190,0.000,0.000,0.000,0.190,0.004,0.184,0.440,0.004,0.000,0.001,0.003,0.004,0.007,0.331,0.004,0.006,0.335,122.247,53.820,2085.000
2070-2100_JJA,441.019,276.300,33.641,42.499,3.647,0.023,0.000,0.023,34.067,464.960,-23.942,223.803,199.861,0.719,0.387,0.293,0.301,0.406,0.000,0.000,0.000,0.406,0.061,0.325,0.901,0.055,0.037,0.015,0.003,0.053,0.068,0.281,0.053,0.082,0.554,202.131,64.109,2085.000
2070-2100_SON,371.253,218.618,26.708,44.042,2.436,0.016,0.000,0.016,24.412,409.594,-38.341,177.080,138.739,0.499,0.249,0.209,0.196,0.221,0.000,0.000,0.000,0.221,0.027,0.217,0.828,0.029,0.011,0.012,0.006,0.032,0.053,0.609,0.028,0.005,0.393,143.618,54.174,2085.000
