,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,330.588,254.243,25.547,21.819,4.430,0.010,0.000,0.010,20.820,391.876,-61.288,205.937,144.648,0.521,0.382,0.211,0.203,0.237,0.004,0.023,0.004,0.241,0.013,0.232,1.184,0.013,0.002,0.005,0.006,0.012,0.026,0.590,0.012,0.005,0.237,86.528,-2.690,
2015-2045_DJF,279.159,186.718,14.575,34.643,4.038,0.017,0.000,0.017,10.029,335.840,-56.681,151.242,94.561,0.340,0.195,0.110,0.108,0.410,0.015,0.095,0.015,0.425,0.018,0.438,2.810,0.014,0.000,0.007,0.007,0.018,0.036,0.716,0.013,-0.028,0.412,150.429,-14.348,2030.005
2015-2045_MAM,330.836,277.057,25.799,21.068,4.355,0.014,0.000,0.014,21.110,392.063,-61.227,224.416,163.189,0.587,0.384,0.204,0.226,0.367,0.000,0.000,0.000,0.367,0.024,0.351,1.165,0.025,0.006,0.010,0.009,0.021,0.046,0.877,0.025,0.016,0.325,118.802,-18.447,2030.000
2015-2045_JJA,388.968,316.089,35.488,12.101,5.117,0.001,0.000,0.001,31.338,449.264,-60.296,256.032,195.736,0.705,0.583,0.321,0.300,0.018,0.000,0.000,0.000,0.018,0.000,0.024,0.048,0.005,0.000,0.000,0.005,0.000,0.001,0.509,0.005,-0.006,0.027,9.769,-0.669,2030.000
2015-2045_SON,322.306,235.602,26.122,19.687,4.197,0.008,0.000,0.008,20.593,389.228,-66.922,190.838,123.916,0.446,0.363,0.207,0.174,0.156,0.000,0.000,0.000,0.156,0.008,0.118,0.739,0.007,0.001,0.004,0.003,0.008,0.020,0.258,0.006,0.038,0.187,68.143,22.756,2030.000
2045-2075_annual,337.618,253.078,26.295,21.432,4.370,0.010,0.000,0.010,21.735,396.902,-59.285,204.993,145.708,0.525,0.389,0.219,0.206,0.230,0.001,0.005,0.001,0.232,0.011,0.221,1.031,0.011,0.001,0.005,0.006,0.011,0.024,0.545,0.010,0.009,0.233,85.045,0.438,
2045-2075_DJF,281.072,188.537,15.295,32.474,3.947,0.014,0.000,0.014,10.623,338.663,-57.591,152.715,95.124,0.342,0.203,0.115,0.111,0.358,0.006,0.020,0.006,0.364,0.014,0.364,2.204,0.011,0.001,0.005,0.005,0.014,0.028,0.518,0.011,-0.005,0.339,123.874,-12.784,2060.000
2045-2075_MAM,335.731,275.641,26.445,21.869,4.267,0.018,0.000,0.018,21.874,396.113,-60.382,223.269,162.887,0.586,0.386,0.210,0.228,0.411,0.000,0.000,0.000,0.411,0.024,0.400,1.290,0.023,0.002,0.012,0.009,0.023,0.056,0.896,0.022,0.011,0.437,159.666,5.490,2060.000
2045-2075_JJA,401.917,312.511,36.265,12.267,5.064,0.001,0.000,0.001,32.556,456.520,-54.603,253.134,198.531,0.715,0.591,0.333,0.306,0.017,0.000,0.000,0.000,0.017,0.000,0.018,0.032,0.005,0.000,0.000,0.005,0.000,0.000,0.514,0.004,-0.001,0.024,8.692,0.706,2060.000
2045-2075_SON,330.584,234.172,26.972,19.308,4.191,0.006,0.000,0.006,21.673,395.172,-64.588,189.679,125.091,0.450,0.371,0.217,0.177,0.137,0.000,0.000,0.000,0.137,0.006,0.106,0.616,0.005,0.000,0.002,0.003,0.006,0.012,0.248,0.004,0.031,0.132,48.296,8.170,2060.000
2070-2100_annual,339.693,254.394,26.771,20.288,4.421,0.008,0.000,0.008,22.239,399.674,-59.980,206.059,146.079,0.526,0.398,0.224,0.208,0.190,0.000,0.000,0.000,0.190,0.009,0.181,0.839,0.009,0.002,0.004,0.004,0.009,0.018,0.377,0.008,0.009,0.188,68.476,-0.551,
2070-2100_DJF,282.997,190.422,16.017,30.698,3.945,0.011,0.000,0.011,11.235,341.557,-58.560,154.242,95.682,0.344,0.213,0.119,0.113,0.295,0.000,0.000,0.000,0.295,0.009,0.289,1.699,0.007,0.000,0.003,0.004,0.009,0.017,0.382,0.006,0.006,0.270,98.410,-9.337,2084.997
2070-2100_MAM,338.978,278.555,27.105,19.840,4.313,0.013,0.000,0.013,22.566,399.914,-60.936,225.630,164.693,0.593,0.400,0.217,0.232,0.319,0.000,0.000,0.000,0.319,0.020,0.307,1.028,0.019,0.005,0.008,0.006,0.020,0.037,0.599,0.019,0.012,0.305,111.388,-7.660,2085.000
2070-2100_JJA,406.264,310.537,36.830,12.105,5.070,0.001,0.000,0.001,33.379,461.503,-55.239,251.535,196.297,0.707,0.596,0.342,0.304,0.017,0.000,0.000,0.000,0.017,0.000,0.018,0.032,0.003,0.000,0.000,0.003,0.000,0.000,0.329,0.002,-0.001,0.024,8.842,1.529,2085.000
2070-2100_SON,329.329,236.635,26.925,18.693,4.345,0.006,0.000,0.006,21.559,394.544,-65.215,191.675,126.459,0.455,0.380,0.216,0.179,0.130,0.000,0.000,0.000,0.130,0.007,0.111,0.612,0.006,0.001,0.003,0.002,0.007,0.016,0.195,0.005,0.018,0.153,55.702,13.243,2085.000
