,LWin,SWin,Tair_C,RH,wind_ms,TP_mmhr,Sf_mmhr,Rf_mmhr,Tsurf,LWout,LWnet,SWnet,Rnet_Wm2,Rnet_MJm2hr,PET_mm_hr_penman,delta,PET_mm_hr_priestly,Prain,Psnow,SWE,Msnow,Total,Rech,Eac,SM,Qg,Q0,Q1,Q2,STZ,SUZ,SLZ,q_sim,WB,TP_mm,annual_precip_mm,annual_water_budget_mm,year
2015-2045_annual,326.160,231.736,22.176,41.701,2.208,0.038,0.000,0.038,18.900,381.563,-55.403,187.706,132.303,0.476,0.222,0.174,0.178,1.186,0.000,0.000,0.000,1.186,0.168,1.022,4.406,0.168,0.055,0.078,0.035,0.144,0.329,3.479,0.168,0.164,0.909,331.962,-102.473,
2015-2045_DJF,267.451,174.932,12.550,52.803,2.091,0.027,0.000,0.027,7.850,325.538,-58.087,141.695,83.607,0.301,0.115,0.097,0.092,0.946,0.000,0.000,0.000,0.946,0.180,0.800,6.922,0.176,0.063,0.081,0.032,0.154,0.342,3.186,0.176,0.146,0.656,239.293,-116.756,2030.005
2015-2045_MAM,320.142,266.591,22.378,35.854,2.314,0.045,0.000,0.045,18.990,380.732,-60.591,215.939,155.348,0.559,0.252,0.169,0.206,1.701,0.000,0.000,0.000,1.701,0.316,1.399,5.110,0.308,0.120,0.148,0.039,0.251,0.613,3.862,0.308,0.302,1.072,391.171,-231.757,2030.000
2015-2045_JJA,391.960,273.028,30.680,37.967,2.409,0.056,0.000,0.056,29.170,436.045,-44.085,221.152,177.068,0.637,0.317,0.254,0.260,1.453,0.000,0.000,0.000,1.453,0.118,1.325,3.076,0.115,0.030,0.049,0.036,0.118,0.224,3.545,0.115,0.128,1.337,488.109,-37.732,2030.000
2015-2045_SON,323.930,211.074,22.916,40.380,2.014,0.024,0.000,0.024,19.382,382.870,-58.941,170.970,112.029,0.403,0.201,0.174,0.151,0.633,0.000,0.000,0.000,0.633,0.056,0.556,2.545,0.072,0.007,0.031,0.033,0.052,0.137,3.314,0.072,0.078,0.565,206.119,-23.061,2030.000
2045-2075_annual,332.481,231.275,22.886,42.598,2.205,0.041,0.000,0.040,19.698,385.741,-53.260,187.333,134.073,0.483,0.225,0.180,0.182,1.222,0.000,0.000,0.000,1.222,0.146,1.076,4.007,0.146,0.041,0.070,0.035,0.132,0.298,3.461,0.146,0.147,0.972,354.898,-91.057,
2045-2075_DJF,270.844,176.690,13.384,50.884,2.054,0.024,0.000,0.024,8.653,329.284,-58.440,143.119,84.679,0.305,0.121,0.102,0.095,0.758,0.000,0.000,0.000,0.758,0.096,0.654,4.865,0.096,0.027,0.041,0.028,0.083,0.180,2.769,0.096,0.104,0.571,208.381,-65.458,2060.000
2045-2075_MAM,326.279,264.147,22.983,37.463,2.271,0.051,0.000,0.051,19.754,384.644,-58.365,213.959,155.594,0.560,0.252,0.174,0.208,1.788,0.000,0.000,0.000,1.788,0.278,1.527,5.119,0.264,0.084,0.143,0.037,0.235,0.593,3.663,0.264,0.262,1.221,445.744,-207.924,2060.000
2045-2075_JJA,398.756,273.539,31.452,39.127,2.465,0.060,0.000,0.060,29.938,440.518,-41.762,221.566,179.804,0.647,0.323,0.264,0.266,1.580,0.000,0.000,0.000,1.580,0.127,1.439,3.371,0.122,0.025,0.059,0.038,0.123,0.264,3.720,0.122,0.141,1.431,522.154,-47.571,2060.000
2045-2075_SON,332.862,209.435,23.548,43.084,2.026,0.027,0.000,0.027,20.242,387.449,-54.587,169.642,115.055,0.414,0.202,0.180,0.156,0.748,0.000,0.000,0.000,0.748,0.083,0.669,2.674,0.101,0.029,0.036,0.037,0.084,0.153,3.682,0.102,0.079,0.655,239.229,-42.249,2060.000
2070-2100_annual,334.514,234.542,23.433,40.767,2.211,0.037,0.000,0.037,20.257,388.644,-54.130,189.979,135.849,0.489,0.233,0.185,0.186,1.142,0.000,0.000,0.000,1.142,0.133,1.009,3.638,0.133,0.040,0.062,0.031,0.120,0.268,3.087,0.133,0.133,0.879,320.917,-95.861,
2070-2100_DJF,273.496,179.110,14.157,49.232,2.036,0.016,0.000,0.016,9.406,332.787,-59.292,145.079,85.787,0.309,0.127,0.106,0.098,0.588,0.000,0.000,0.000,0.588,0.057,0.539,3.831,0.065,0.010,0.028,0.026,0.055,0.129,2.573,0.065,0.049,0.392,143.255,-77.044,2084.997
2070-2100_MAM,329.412,267.670,23.630,34.353,2.274,0.045,0.000,0.045,20.453,388.367,-58.956,216.812,157.857,0.568,0.263,0.180,0.213,1.587,0.000,0.000,0.000,1.587,0.244,1.341,4.368,0.231,0.085,0.116,0.030,0.199,0.484,2.937,0.230,0.246,1.071,390.902,-182.607,2085.000
2070-2100_JJA,401.631,275.466,31.956,38.425,2.508,0.059,0.000,0.059,30.418,443.318,-41.687,223.128,181.441,0.653,0.332,0.271,0.269,1.637,0.000,0.000,0.000,1.637,0.149,1.448,3.462,0.135,0.041,0.062,0.033,0.148,0.276,3.254,0.135,0.189,1.421,518.546,-59.224,2085.000
2070-2100_SON,332.319,214.637,23.813,41.226,2.023,0.026,0.000,0.026,20.545,389.031,-56.712,173.856,117.144,0.422,0.208,0.182,0.160,0.740,0.000,0.000,0.000,0.740,0.080,0.695,2.886,0.100,0.022,0.041,0.036,0.076,0.178,3.581,0.101,0.045,0.621,226.512,-63.859,2085.000
